Name,Desc,Runs,Balls,Minutes,Fours,Sixes,Strike_Rate,Batting_Position,Match_Id
Angelo Mathews,c †de Kock b Morkel,13,13,23,1,0,100,6,730083
Lahiru Thirimanne,b McLaren,15,26,34,0,0,57.69,7,730083
Nuwan Kulasekara,b Steyn,1,3,6,0,0,33.33,8,730083
Sachithra Senanayake,b Imran Tahir,6,5,9,1,0,120,9,730083
Ajantha Mendis,c McLaren b Steyn,0,7,11,0,0,0,10,730083
Lasith Malinga,not out,6,4,5,0,1,150,11,730083
Kusal Perera,c Amla b Philander,7,9,17,1,0,77.78,1,730085
Tillakaratne Dilshan,b Duminy,86,90,136,9,0,95.56,2,730085
Kumar Sangakkara,c †de Kock b Morkel,7,9,29,1,0,77.78,3,730085
Lahiru Thirimanne,c Amla b Imran Tahir,36,49,56,4,0,73.47,4,730085
Mahela Jayawardene,b Imran Tahir,48,70,88,1,0,68.57,5,730085
Angelo Mathews,c †de Kock b McLaren,34,38,70,1,1,89.47,6,730085
Ashan Priyanjan,c Duminy b McLaren,25,15,24,2,1,166.67,7,730085
Nuwan Kulasekara,c de Villiers b McLaren,0,4,2,0,0,0,8,730085
Sachithra Senanayake,not out,9,6,14,1,0,150,9,730085
Ajantha Mendis,c †de Kock b McLaren,2,6,7,0,0,33.33,10,730085
Lasith Malinga,c Morkel b Philander,0,2,5,0,0,0,11,730085
Kusal Perera,c de Villiers b Parnell,37,25,32,4,2,148,1,730087
Tillakaratne Dilshan,run out (de Villiers/†de Kock),30,24,65,5,0,125,2,730087
Kumar Sangakkara,c †de Kock b McLaren,36,23,41,6,0,156.52,3,730087
Mahela Jayawardene,c Steyn b Imran Tahir,2,8,12,0,0,25,4,730087
Lahiru Thirimanne,b Duminy,22,37,46,1,0,59.46,5,730087
Angelo Mathews,c Morkel b McLaren,58,81,127,5,1,71.6,6,730087
Ashan Priyanjan,c †de Kock b McLaren,30,46,72,3,0,65.22,7,730087
Sachithra Senanayake,c Kallis b Morkel,13,16,22,2,0,81.25,8,730087
Rangana Herath,c †de Kock b Morkel,1,4,8,0,0,25,9,730087
Ajantha Mendis,not out,0,1,5,0,0,0,10,730087
Lasith Malinga,c & b Duminy,0,3,4,0,0,0,11,730087
Upul Tharanga,c †Umar Akmal b Wahab Riaz,18,23,63,1,0,78.26,1,745159
Tillakaratne Dilshan,lbw b Mohammad Irfan,6,14,24,1,0,42.86,2,745159
Kumar Sangakkara,c Ahmed Shehzad b Mohammad Hafeez,25,40,43,4,0,62.5,3,745159
Mahela Jayawardene,run out (†Umar Akmal),63,66,107,8,0,95.45,4,745159
Dinesh Chandimal,c Wahab Riaz b Mohammad Irfan,6,14,19,1,0,42.86,5,745159
Angelo Mathews,b Wahab Riaz,89,85,113,9,2,104.71,6,745159
Thisara Perera,b Wahab Riaz,13,10,20,1,1,130,7,745159
Ashan Priyanjan,not out,39,15,20,8,0,260,8,745159
Nuwan Kulasekara,not out,3,3,10,0,0,100,9,745159
Upul Tharanga,c †Umar Akmal b Wahab Riaz,27,30,61,5,0,90,1,745161
Tillakaratne Dilshan,c †Umar Akmal b Junaid Khan,13,10,11,3,0,130,2,745161
Kumar Sangakkara,c Sohaib Maqsood b Wahab Riaz,11,16,38,2,0,68.75,3,745161
Mahela Jayawardene,b Mohammad Hafeez,67,74,103,8,0,90.54,4,745161
Angelo Mathews,c Mohammad Hafeez b Wahab Riaz,93,115,160,8,0,80.87,5,745161
Seekkuge Prasanna,lbw b Mohammad Hafeez,1,6,8,0,0,16.67,6,745161
Ashan Priyanjan,lbw b Mohammad Hafeez,3,7,9,0,0,42.86,7,745161
Thisara Perera,run out (Ahmed Shehzad/†Umar Akmal),65,36,63,5,4,180.56,8,745161
Nuwan Kulasekara,not out,5,6,15,0,0,83.33,9,745161
Lasith Malinga,b Wahab Riaz,0,1,1,0,0,0,10,745161
Upul Tharanga,b Mohammad Irfan,14,17,34,2,0,82.35,1,745163
Tillakaratne Dilshan,not out,50,55,84,9,0,90.91,2,745163
Kumar Sangakkara,c Mohammad Hafeez b Wahab Riaz,2,5,12,0,0,40,3,745163
Mahela Jayawardene,c Mohammad Hafeez b Saeed Ajmal,26,32,33,3,0,81.25,4,745163
Angelo Mathews,not out,0,1,3,0,0,0,5,745163
Upul Tharanga,c Dhawan b Ashwin,28,53,79,3,0,52.83,1,792289
Tillakaratne Dilshan,c †Saha b Yadav,18,22,38,2,0,81.82,2,792289
Kumar Sangakkara,c †Saha b Sharma,13,13,24,2,0,100,3,792289
Mahela Jayawardene,c Kohli b Patel,43,36,46,6,1,119.44,4,792289
Seekkuge Prasanna,c Rahane b Patel,5,13,17,0,0,38.46,5,792289
Angelo Mathews,c Patel b Raina,23,32,25,3,0,71.88,6,792289
Ashan Priyanjan,c †Saha b Sharma,12,21,25,1,0,57.14,7,792289
Thisara Perera,c Sharma b Yadav,29,27,46,4,0,107.41,8,792289
Suraj Randiv,b Sharma,5,8,10,1,0,62.5,9,792289
Dhammika Prasad,c †Saha b Sharma,0,4,3,0,0,0,10,792289
Lahiru Gamage,not out,0,8,16,0,0,0,11,792289
Kusal Perera,lbw b Yadav,0,6,-,0,0,0,1,792291
Tillakaratne Dilshan,b Patel,35,30,-,7,0,116.67,2,792291
Kumar Sangakkara,c Dhawan b Yadav,61,86,-,4,0,70.93,3,792291
Mahela Jayawardene,c Rayudu b Ashwin,4,11,-,0,0,36.36,4,792291
Angelo Mathews,not out,92,101,-,10,1,91.09,5,792291
Seekkuge Prasanna,c Rayudu b Jadeja,13,14,-,1,1,92.86,6,792291
Ashan Priyanjan,run out (Rayudu/Jadeja),1,2,-,0,0,50,7,792291
Thisara Perera,b Patel,10,11,-,0,1,90.91,8,792291
Suraj Randiv,b Ashwin,10,13,-,1,0,76.92,9,792291
Dhammika Prasad,not out,30,28,-,4,0,107.14,10,792291
Kusal Perera,c †Saha b Yadav,4,6,-,1,0,66.67,1,792293
Tillakaratne Dilshan,c Rahane b Rayudu,53,80,-,7,0,66.25,2,792293
Kumar Sangakkara,c Ashwin b Yadav,0,1,-,0,0,0,3,792293
Mahela Jayawardene,st †Saha b Ashwin,118,124,-,12,1,95.16,4,792293
Angelo Mathews,c Kohli b Patel,10,14,-,1,0,71.43,5,792293
Ashan Priyanjan,c Yadav b Patel,2,8,-,0,0,25,6,792293
Chaturanga de Silva,c Dhawan b Patel,2,7,-,0,0,28.57,7,792293
Thisara Perera,c sub (STR Binny) b Yadav,1,4,-,0,0,25,8,792293
Seekkuge Prasanna,b Yadav,29,32,-,2,1,90.63,9,792293
Nuwan Kulasekara,c Rahane b Kulkarni,7,12,-,0,0,58.33,10,792293
Lahiru Gamage,not out,0,4,-,0,0,0,11,792293
Kusal Perera,c KV Sharma b Yadav,0,3,2,0,0,0,1,792295
Tillakaratne Dilshan,c Raina b Binny,34,33,41,6,0,103.03,2,792295
Dinesh Chandimal,c Raina b Binny,9,13,20,2,0,69.23,3,792295
Mahela Jayawardene,lbw b Yadav,2,5,10,0,0,40,4,792295
Angelo Mathews,st †Uthappa b Patel,75,68,85,9,1,110.29,5,792295
Lahiru Thirimanne,c Kohli b Kulkarni,59,69,113,7,1,85.51,6,792295
Thisara Perera,c †Uthappa b Kulkarni,29,29,39,1,3,100,7,792295
Seekkuge Prasanna,c Patel b Kulkarni,11,10,11,1,1,110,8,792295
Nuwan Kulasekara,c Rayudu b Kulkarni,0,2,6,0,0,0,9,792295
Ajantha Mendis,c KV Sharma b Patel,4,12,21,0,0,33.33,10,792295
Shaminda Eranga,not out,12,15,19,3,0,80,11,792295
Niroshan Dickwella,c Rayudu b Kulkarni,4,10,20,0,0,40,1,792297
Tillakaratne Dilshan,b Binny,35,24,26,7,0,145.83,2,792297
Dinesh Chandimal,c RG Sharma b Patel,5,31,41,0,0,16.13,3,792297
Mahela Jayawardene,c Rahane b Ashwin,32,33,50,5,0,96.97,4,792297
Angelo Mathews,not out,139,116,141,6,10,119.83,5,792297
Lahiru Thirimanne,c Rayudu b Ashwin,52,76,97,2,1,68.42,6,792297
Thisara Perera,c Jadhav b Patel,6,5,15,1,0,120,7,792297
Seekkuge Prasanna,c Patel b Kulkarni,0,4,10,0,0,0,8,792297
Ajantha Mendis,c KV Sharma b Kulkarni,0,1,2,0,0,0,9,792297
Tillakaratne Dilshan,c & b Woakes,88,98,158,10,0,89.8,1,750663
Kusal Perera,run out (Root/Bopara/†Buttler),59,74,89,5,1,79.73,2,750663
Kumar Sangakkara,lbw b Ali,2,4,6,0,0,50,3,750663
Mahela Jayawardene,c †Buttler b Tredwell,55,58,88,5,0,94.83,4,750663
Angelo Mathews,c Stokes b Tredwell,33,24,23,1,3,137.5,5,750663
Thisara Perera,c Cook b Woakes,4,6,13,0,0,66.67,6,750663
Lahiru Thirimanne,not out,27,22,33,3,0,122.73,7,750663
Jeevan Mendis,not out,30,14,22,2,2,214.29,8,750663
Tillakaratne Dilshan,c Woakes b Ali,26,23,35,5,0,113.04,1,750665
Kusal Perera,c Bopara b Finn,9,10,17,1,0,90,2,750665
Kumar Sangakkara,not out,67,93,127,8,0,72.04,3,750665
Mahela Jayawardene,not out,77,80,111,8,1,96.25,4,750665
Tillakaratne Dilshan,c †Buttler b Finn,23,19,22,4,0,121.05,1,750667
Kusal Perera,c Morgan b Woakes,0,4,7,0,0,0,2,750667
Kumar Sangakkara,c Ali b Jordan,63,62,110,7,0,101.61,3,750667
Thilina Kandamby,c Jordan b Woakes,0,2,5,0,0,0,4,750667
Angelo Mathews,c †Buttler b Jordan,37,45,64,3,0,82.22,5,750667
Lahiru Thirimanne,not out,62,47,77,7,0,131.91,6,750667
Jeevan Mendis,c Finn b Root,12,10,16,1,0,120,7,750667
Thisara Perera,c Ali b Woakes,8,10,14,0,1,80,8,750667
Dhammika Prasad,st †Buttler b Bopara,22,8,12,2,2,275,9,750667
Rangana Herath,not out,2,3,7,0,0,66.67,10,750667
Tillakaratne Dilshan,c Morgan b Woakes,16,21,24,3,0,76.19,1,750669
Kusal Perera,c Jordan b Ali,31,41,61,3,0,75.61,2,750669
Kumar Sangakkara,c Woakes b Jordan,86,105,165,7,0,81.9,3,750669
Mahela Jayawardene,b Jordan,44,50,73,4,0,88,4,750669
Angelo Mathews,not out,51,60,103,5,0,85,5,750669
Lahiru Thirimanne,not out,19,21,48,2,0,90.48,6,750669
Tillakaratne Dilshan,b Jordan,35,31,43,6,0,112.9,1,750671
Kusal Perera,c Jordan b Finn,0,2,2,0,0,0,2,750671
Kumar Sangakkara,c Root b Woakes,91,123,171,10,0,73.98,3,750671
Mahela Jayawardene,c Jordan b Woakes,2,3,5,0,0,66.67,4,750671
Angelo Mathews,c Woakes b Jordan,40,76,79,4,0,52.63,5,750671
Lahiru Thirimanne,lbw b Tredwell,8,19,25,1,0,42.11,6,750671
Jeevan Mendis,c & b Woakes,12,15,22,0,0,80,7,750671
Thisara Perera,c Root b Woakes,27,17,28,4,1,158.82,8,750671
Sachithra Senanayake,b Woakes,0,2,7,0,0,0,9,750671
Dhammika Prasad,not out,5,5,15,0,0,100,10,750671
Ajantha Mendis,b Woakes,0,1,2,0,0,0,11,750671
Mahela Jayawardene,c Taylor b Woakes,5,15,16,1,0,33.33,1,750673
Tillakaratne Dilshan,c Bopara b Tredwell,68,105,134,8,0,64.76,2,750673
Kumar Sangakkara,c Ali b Jordan,112,112,169,12,2,100,3,750673
Seekkuge Prasanna,c Morgan b Finn,20,12,11,1,2,166.67,4,750673
Angelo Mathews,c †Buttler b Finn,1,5,7,0,0,20,5,750673
Dinesh Chandimal,b Jordan,35,31,60,4,0,112.9,6,750673
Thisara Perera,c Cook b Woakes,16,10,12,3,0,160,7,750673
Jeevan Mendis,not out,12,11,16,1,0,109.09,8,750673
Mahela Jayawardene,c Woakes b Gurney,28,22,31,5,0,127.27,1,750675
Tillakaratne Dilshan,c Ali b Jordan,101,124,167,9,1,81.45,2,750675
Kumar Sangakkara,c Tredwell b Ali,33,50,51,3,0,66,3,750675
Angelo Mathews,b Ali,20,27,29,1,0,74.07,4,750675
Dinesh Chandimal,not out,55,50,89,2,1,110,5,750675
Thisara Perera,c & b Jordan,54,26,31,7,1,207.69,6,750675
Seekkuge Prasanna,run out (Jordan),0,0,1,0,0,0,7,750675
Jeevan Mendis,not out,1,1,2,0,0,100,8,750675
Dimuth Karunaratne,lbw b Milne,5,8,17,0,0,62.5,1,749781
Tillakaratne Dilshan,st †Ronchi b NL McCullum,19,42,67,2,0,45.24,2,749781
Kumar Sangakkara,c Williamson b Milne,4,15,16,1,0,26.67,3,749781
Mahela Jayawardene,c Anderson b McClenaghan,104,107,162,12,1,97.2,4,749781
Angelo Mathews,run out (BB McCullum/†Ronchi),15,33,29,2,0,45.45,5,749781
Lahiru Thirimanne,c Williamson b McClenaghan,23,50,65,1,1,46,6,749781
Jeevan Mendis,c BB McCullum b McClenaghan,23,25,28,2,1,92,7,749781
Thisara Perera,c †Ronchi b McClenaghan,0,1,4,0,0,0,8,749781
Nuwan Kulasekara,not out,6,4,16,0,0,150,9,749781
Sachithra Senanayake,c †Ronchi b Anderson,7,11,11,1,0,63.64,10,749781
Shaminda Eranga,not out,5,4,3,1,0,125,11,749781
Dimuth Karunaratne,lbw b NL McCullum,21,38,48,3,0,55.26,1,749783
Tillakaratne Dilshan,c †Ronchi b Henry,116,127,174,17,0,91.34,2,749783
Kumar Sangakkara,c Latham b Milne,38,41,39,1,3,92.68,3,749783
Mahela Jayawardene,c Taylor b Henry,27,29,31,5,0,93.1,4,749783
Angelo Mathews,not out,39,46,66,5,1,84.78,5,749783
Lahiru Thirimanne,not out,2,5,9,0,0,40,6,749783
Dimuth Karunaratne,lbw b Southee,5,16,19,0,0,31.25,1,749787
Tillakaratne Dilshan,c Guptill b Williamson,44,57,86,4,0,77.19,2,749787
Kumar Sangakkara,c Guptill b Milne,76,83,107,8,1,91.57,3,749787
Mahela Jayawardene,c †Ronchi b Anderson,94,82,103,9,3,114.63,4,749787
Angelo Mathews,c †Ronchi b Milne,0,1,2,0,0,0,5,749787
Lahiru Thirimanne,b McClenaghan,19,31,54,1,0,61.29,6,749787
Thisara Perera,c McCullum b Southee,5,6,15,0,0,83.33,7,749787
Jeevan Mendis,c Vettori b Southee,12,10,16,0,1,120,8,749787
Nuwan Kulasekara,run out (McCullum/McClenaghan),4,7,14,0,0,57.14,9,749787
Sachithra Senanayake,not out,1,3,10,0,0,33.33,10,749787
Rangana Herath,c Williamson b McClenaghan,0,1,4,0,0,0,11,749787
Lahiru Thirimanne,c Taylor b Elliott,45,65,75,3,1,69.23,1,749789
Tillakaratne Dilshan,c NL McCullum b McClenaghan,116,106,152,17,1,109.43,2,749789
Kumar Sangakkara,c NL McCullum b Elliott,9,17,29,0,0,52.94,3,749789
Mahela Jayawardene,b Boult,30,29,41,3,0,103.45,4,749789
Nuwan Kulasekara,c †Ronchi b Boult,3,4,9,0,0,75,5,749789
Jeevan Mendis,b Boult,18,17,25,1,1,105.88,6,749789
Dinesh Chandimal,c †Ronchi b McClenaghan,0,3,6,0,0,0,7,749789
Thisara Perera,c Williamson b Boult,0,1,2,0,0,0,8,749789
Dimuth Karunaratne,c BB McCullum b Southee,12,13,16,1,0,92.31,9,749789
Sachithra Senanayake,not out,3,4,10,0,0,75,10,749789
Suranga Lakmal,b Southee,0,3,-,0,0,0,11,749789
Lahiru Thirimanne,c †Ronchi b McClenaghan,29,43,62,2,0,67.44,1,749791
Tillakaratne Dilshan,c †Ronchi b Anderson,21,36,56,3,0,58.33,2,749791
Kumar Sangakkara,c Vettori b Boult,81,66,106,7,2,122.73,3,749791
Mahela Jayawardene,c McCullum b Anderson,9,18,27,1,0,50,4,749791
Dimuth Karunaratne,c Mills b Anderson,26,34,33,2,0,76.47,5,749791
Dinesh Chandimal,run out (McCullum/†Ronchi),9,12,9,1,0,75,6,749791
Jeevan Mendis,run out (Anderson/Vettori/†Ronchi),3,8,10,0,0,37.5,7,749791
Thisara Perera,lbw b Anderson,2,4,3,0,0,50,8,749791
Dhammika Prasad,run out (Mills),2,13,21,0,0,15.38,9,749791
Rangana Herath,not out,1,5,15,0,0,20,10,749791
Suranga Lakmal,c Guptill b McClenaghan,3,5,7,0,0,60,11,749791
Lahiru Thirimanne,lbw b Anderson,30,41,69,4,0,73.17,1,749793
Tillakaratne Dilshan,c †Ronchi b Southee,81,98,137,5,1,82.65,2,749793
Kumar Sangakkara,not out,113,105,159,14,0,107.62,3,749793
Mahela Jayawardene,c †Ronchi b Southee,14,14,20,2,0,100,4,749793
Seekkuge Prasanna,lbw b Mills,1,3,10,0,0,33.33,5,749793
Dinesh Chandimal,c †Ronchi b Anderson,5,15,24,0,0,33.33,6,749793
Thisara Perera,c Mills b Anderson,20,12,12,1,1,166.67,7,749793
Nuwan Kulasekara,not out,12,12,23,0,1,100,8,749793
Lahiru Thirimanne,b Boult,65,60,90,8,0,108.33,1,656399
Tillakaratne Dilshan,c & b Vettori,24,41,50,2,0,58.54,2,656399
Kumar Sangakkara,lbw b Boult,39,38,48,5,0,102.63,3,656399
Mahela Jayawardene,c †Ronchi b Vettori,0,4,3,0,0,0,4,656399
Dimuth Karunaratne,b Milne,14,21,32,0,0,66.67,5,656399
Angelo Mathews,c Vettori b Southee,46,52,80,5,0,88.46,6,656399
Jeevan Mendis,c †Ronchi b Milne,4,4,5,1,0,100,7,656399
Nuwan Kulasekara,c Elliott b Anderson,10,21,32,1,0,47.62,8,656399
Rangana Herath,c Milne b Anderson,13,19,41,2,0,68.42,9,656399
Lasith Malinga,c †Ronchi b Southee,0,1,4,0,0,0,10,656399
Suranga Lakmal,not out,7,17,21,0,0,41.18,11,656399
Lahiru Thirimanne,lbw b Dawlat Zadran,0,1,1,0,0,0,1,656421
Tillakaratne Dilshan,c †Afsar Zazai b Shapoor Zadran,0,1,7,0,0,0,2,656421
Kumar Sangakkara,b Hamid Hassan,7,13,28,1,0,53.85,3,656421
Dimuth Karunaratne,c Nawroz Mangal b Hamid Hassan,23,32,47,3,0,71.88,4,656421
Mahela Jayawardene,c Nawroz Mangal b Hamid Hassan,100,120,148,8,1,83.33,5,656421
Angelo Mathews,run out (Mohammad Nabi),44,81,115,2,0,54.32,6,656421
Jeevan Mendis,not out,9,17,39,0,0,52.94,7,656421
Thisara Perera,not out,47,26,32,6,1,180.77,8,656421
Lahiru Thirimanne,c Taskin Ahmed b Rubel Hossain,52,78,104,3,0,66.67,1,656433
Tillakaratne Dilshan,not out,161,146,221,22,0,110.27,2,656433
Kumar Sangakkara,not out,105,76,116,13,1,138.16,3,656433
Lahiru Thirimanne,not out,139,143,197,13,2,97.2,1,656441
Tillakaratne Dilshan,c Morgan b Ali,44,55,81,4,2,80,2,656441
Kumar Sangakkara,not out,117,86,116,11,2,136.05,3,656441
Lahiru Thirimanne,c †Haddin b Johnson,1,5,8,0,0,20,1,656461
Tillakaratne Dilshan,lbw b Faulkner,62,60,91,8,0,103.33,2,656461
Kumar Sangakkara,c Finch b Faulkner,104,107,140,11,0,97.2,3,656461
Mahela Jayawardene,run out (Clarke),19,22,39,1,0,86.36,4,656461
Angelo Mathews,c †Haddin b Watson,35,31,57,2,1,112.9,5,656461
Dinesh Chandimal,retired hurt,52,24,38,8,1,216.67,6,656461
Thisara Perera,c Doherty b Johnson,8,3,8,2,0,266.67,7,656461
Upul Tharanga,c Warner b Faulkner,4,5,20,0,0,80,8,656461
Seekkuge Prasanna,b Starc,9,11,11,1,0,81.82,9,656461
Sachithra Senanayake,c Doherty b Starc,7,8,8,1,0,87.5,10,656461
Lasith Malinga,not out,0,2,4,0,0,0,11,656461
Lahiru Thirimanne,c Mommsen b Evans,4,21,20,0,0,19.05,1,656467
Tillakaratne Dilshan,c MacLeod b Davey,104,99,144,10,1,105.05,2,656467
Kumar Sangakkara,c †Cross b Davey,124,95,139,13,4,130.53,3,656467
Mahela Jayawardene,c MacLeod b Davey,2,6,13,0,0,33.33,4,656467
Angelo Mathews,c Coleman b Machan,51,21,32,1,6,242.86,5,656467
Kusal Perera,c MacLeod b Taylor,24,13,17,2,2,184.62,6,656467
Thisara Perera,c Coleman b Berrington,7,11,16,0,0,63.64,7,656467
Seekkuge Prasanna,c Coleman b Evans,3,5,7,0,0,60,8,656467
Nuwan Kulasekara,not out,18,17,26,1,1,105.88,9,656467
Lasith Malinga,c Leask b Berrington,1,3,5,0,0,33.33,10,656467
Dushmantha Chameera,not out,12,9,15,1,0,133.33,11,656467
Kusal Perera,c †de Kock b Abbott,3,10,6,0,0,30,1,656483
Tillakaratne Dilshan,c du Plessis b Steyn,0,7,19,0,0,0,2,656483
Kumar Sangakkara,c Miller b Morkel,45,96,151,3,0,46.88,3,656483
Lahiru Thirimanne,c & b Imran Tahir,41,48,63,5,0,85.42,4,656483
Mahela Jayawardene,c du Plessis b Imran Tahir,4,16,13,0,0,25,5,656483
Angelo Mathews,c du Plessis b Duminy,19,32,37,1,0,59.38,6,656483
Thisara Perera,c Rossouw b Imran Tahir,0,3,4,0,0,0,7,656483
Nuwan Kulasekara,c †de Kock b Duminy,1,2,4,0,0,50,8,656483
Tharindu Kaushal,lbw b Duminy,0,1,1,0,0,0,9,656483
Dushmantha Chameera,not out,2,5,17,0,0,40,10,656483
Lasith Malinga,c Miller b Imran Tahir,3,6,7,0,0,50,11,656483
Kusal Perera,c Mohammad Rizwan b Mohammad Hafeez,26,35,41,4,0,74.29,1,860269
Tillakaratne Dilshan,b Mohammad Hafeez,38,65,122,2,0,58.46,2,860269
Lahiru Thirimanne,c †Sarfaraz Ahmed b Anwar Ali,23,23,35,2,1,100,3,860269
Upul Tharanga,st †Sarfaraz Ahmed b Mohammad Hafeez,20,27,29,2,0,74.07,4,860269
Angelo Mathews,c Babar Azam b Yasir Shah,38,54,73,5,0,70.37,5,860269
Dinesh Chandimal,not out,65,68,97,5,1,95.59,6,860269
Thisara Perera,c Mohammad Rizwan b Mohammad Hafeez,1,3,5,0,0,33.33,7,860269
Milinda Siriwardana,c Mohammad Rizwan b Rahat Ali,22,21,21,2,1,104.76,8,860269
Seekkuge Prasanna,c Mohammad Hafeez b Rahat Ali,0,1,2,0,0,0,9,860269
Lasith Malinga,not out,4,4,3,0,0,100,10,860269
Kusal Perera,c Yasir Shah b Mohammad Irfan,68,25,40,13,2,272,1,860271
Tillakaratne Dilshan,b Rahat Ali,47,63,102,3,0,74.6,2,860271
Upul Tharanga,b Rahat Ali,28,36,44,3,0,77.78,3,860271
Angelo Mathews,run out (Babar Azam/†Sarfaraz Ahmed),8,11,23,0,0,72.73,4,860271
Lahiru Thirimanne,c Anwar Ali b Rahat Ali,4,8,11,0,0,50,5,860271
Dinesh Chandimal,not out,48,63,120,3,0,76.19,6,860271
Milinda Siriwardana,lbw b Mohammad Hafeez,26,28,33,3,0,92.86,7,860271
Sachith Pathirana,st †Sarfaraz Ahmed b Mohammad Hafeez,33,28,37,4,1,117.86,8,860271
Thisara Perera,c Shoaib Malik b Anwar Ali,15,22,34,0,0,68.18,9,860271
Lasith Malinga,not out,2,5,8,0,0,40,10,860271
Kusal Perera,c †Sarfaraz Ahmed b Anwar Ali,20,18,38,3,0,111.11,1,860273
Tillakaratne Dilshan,c Azhar Ali b Anwar Ali,14,21,27,1,0,66.67,2,860273
Lahiru Thirimanne,c †Sarfaraz Ahmed b Rahat Ali,56,67,101,4,0,83.58,3,860273
Upul Tharanga,st †Sarfaraz Ahmed b Yasir Shah,16,21,34,2,0,76.19,4,860273
Angelo Mathews,c Shoaib Malik b Yasir Shah,4,13,17,0,0,30.77,5,860273
Dinesh Chandimal,b Imad Wasim,18,30,24,0,0,60,6,860273
Thisara Perera,c Anwar Ali b Yasir Shah,12,33,51,0,0,36.36,7,860273
Milinda Siriwardana,run out (Shoaib Malik/†Sarfaraz Ahmed),2,3,3,0,0,66.67,8,860273
Sachith Pathirana,c Anwar Ali b Yasir Shah,19,31,39,0,1,61.29,9,860273
Lasith Malinga,b Imad Wasim,6,8,13,0,0,75,10,860273
Nuwan Pradeep,not out,3,3,8,0,0,100,11,860273
Kusal Perera,c Imad Wasim b Mohammad Irfan,0,2,2,0,0,0,1,860275
Tillakaratne Dilshan,b Imad Wasim,50,59,102,3,0,84.75,2,860275
Lahiru Thirimanne,c Ahmed Shehzad b Yasir Shah,90,126,180,5,0,71.43,3,860275
Angelo Mathews,c Yasir Shah b Rahat Ali,12,23,31,0,0,52.17,4,860275
Dinesh Chandimal,c Yasir Shah b Mohammad Irfan,20,21,24,1,0,95.24,5,860275
Ashan Priyanjan,c Mohammad Hafeez b Anwar Ali,18,28,47,0,0,64.29,6,860275
Milinda Siriwardana,c Mohammad Rizwan b Anwar Ali,19,11,15,2,1,172.73,7,860275
Sachith Pathirana,run out (Anwar Ali),14,13,22,1,0,107.69,8,860275
Lasith Malinga,c Mohammad Rizwan b Mohammad Irfan,17,13,20,2,1,130.77,9,860275
Suranga Lakmal,not out,1,3,10,0,0,33.33,10,860275
Nuwan Pradeep,not out,0,2,3,0,0,0,11,860275
Kusal Perera,run out (Anwar Ali/Mohammad Irfan),116,109,157,9,4,106.42,1,860277
Tillakaratne Dilshan,run out (Ahmed Shehzad),62,70,111,6,0,88.57,2,860277
Lahiru Thirimanne,c Mohammad Rizwan b Rahat Ali,30,30,57,2,0,100,3,860277
Dinesh Chandimal,c †Sarfaraz Ahmed b Rahat Ali,29,25,34,3,1,116,4,860277
Angelo Mathews,not out,70,40,67,8,2,175,5,860277
Milinda Siriwardana,not out,52,26,44,4,3,200,6,860277
Kusal Perera,run out (Carter),14,16,-,2,0,87.5,1,915777
Tillakaratne Dilshan,c †Ramdin b Brathwaite,59,32,-,6,3,184.38,2,915777
Lahiru Thirimanne,c †Ramdin b Brathwaite,17,20,-,2,0,85,3,915777
Angelo Mathews,c Carter b Taylor,13,17,-,1,0,76.47,4,915777
Danushka Gunathilaka,b Narine,12,18,-,1,0,66.67,5,915777
Milinda Siriwardana,c Brathwaite b Narine,7,8,-,0,0,87.5,6,915777
Shehan Jayasuriya,b Narine,0,2,-,0,0,0,7,915777
Sachithra Senanayake,b Carter,7,13,-,1,0,53.85,8,915777
Ajantha Mendis,not out,21,20,-,1,1,105,9,915777
Lasith Malinga,lbw b Carter,0,1,-,0,0,0,10,915777
Suranga Lakmal,not out,1,4,-,0,0,25,11,915777
Kusal Perera,c Brathwaite b Rampaul,99,92,137,6,4,107.61,1,915779
Tillakaratne Dilshan,b Narine,17,13,20,3,0,130.77,2,915779
Lahiru Thirimanne,not out,81,95,141,5,1,85.26,3,915779
Dinesh Chandimal,not out,15,20,25,1,0,75,4,915779
Kusal Perera,c Blackwood b Rampaul,50,47,88,2,2,106.38,1,915781
Tillakaratne Dilshan,c Carter b Brathwaite,21,19,25,4,0,110.53,2,915781
Lahiru Thirimanne,c Samuels b Holder,21,34,43,3,0,61.76,3,915781
Dinesh Chandimal,c †Ramdin b Carter,23,35,41,0,0,65.71,4,915781
Angelo Mathews,not out,27,33,62,1,0,81.82,5,915781
Milinda Siriwardana,c †Ramdin b Holder,17,13,19,0,1,130.77,6,915781
Shehan Jayasuriya,not out,11,15,19,2,0,73.33,7,915781
Danushka Gunathilaka,c †Ronchi b Milne,8,11,13,1,0,72.73,1,914207
Tillakaratne Dilshan,c Nicholls b Henry,9,10,26,1,0,90,2,914207
Lahiru Thirimanne,lbw b Henry,1,19,24,0,0,5.26,3,914207
Dinesh Chandimal,c Taylor b Henry,5,16,23,0,0,31.25,4,914207
Angelo Mathews,c Latham b Henry,0,1,1,0,0,0,5,914207
Milinda Siriwardana,c McCullum b Bracewell,66,82,138,7,0,80.49,6,914207
Chamara Kapugedera,c Santner b Bracewell,8,24,39,1,0,33.33,7,914207
Nuwan Kulasekara,c †Ronchi b McClenaghan,58,73,93,2,5,79.45,8,914207
