,batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,batting_contribution,strike_rate,total_score,total_wickets,total_balls,target,extras,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,bowling_session,bowling_venue,bowling_opposition,runs_conceded,deliveries,bowling_contribution,economy,fielding_consistency
697,19.8964,14.5461,26,22,1,70,33,1006,3,1,0,1,8.76638,5.2052,0,0,0,0,10,0.0,0.0,135,8,252,135.0,31,235.698,19.2908,23.0,15.0,0.0,84.0,38.0,1008.0,3.0,1.0,39.9552,28.766,18.0,36.0,0.1333333333333333,3.0,0.882353
698,35.5758,24.2078,26,22,1,70,33,1006,3,1,0,1,21.6035,17.3991,0,0,0,0,10,0.0,0.0,135,8,252,135.0,31,594.115,35.7155,23.0,15.0,0.0,84.0,38.0,1008.0,3.0,1.0,49.9731,92.8711,24.0,42.0,0.1777777777777777,3.43,0.731707
699,62.9666,23.9643,26,19,0,75,28,1006,3,1,0,1,32.0613,28.0572,18,25,3,0,1,0.0642857142857142,72.0,280,4,300,280.0,16,0.0,0.0,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
700,74.1419,19.8603,26,19,0,75,28,1006,3,1,0,1,54.7206,33.4671,119,139,11,1,2,0.425,85.61,280,4,300,280.0,16,0.0,0.0,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
701,72.1185,29.9567,26,19,0,75,28,1006,3,1,0,1,35.104,30.6193,18,27,1,0,3,0.0642857142857142,66.67,280,4,300,280.0,16,0.0,0.0,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90678
702,58.7808,26.6489,26,19,0,75,28,1006,3,1,0,1,24.4179,27.4652,32,51,3,0,4,0.1142857142857142,62.75,280,4,300,280.0,16,0.0,0.0,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
703,60.1022,33.0075,26,19,0,75,28,1006,3,1,0,1,23.4835,29.3352,53,45,8,0,5,0.1892857142857142,117.78,280,4,300,280.0,16,0.0,0.0,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792208
704,55.6003,12.0863,26,19,0,75,28,1006,3,1,0,1,32.0968,24.3489,24,14,2,2,6,0.0857142857142857,171.43,280,4,300,280.0,16,441.988,11.4232,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,1.0,39.2752,80.4983,44.0,60.0,0.1571428571428571,4.4,0.892473
705,35.5758,24.2078,26,19,0,75,28,1006,3,1,0,1,21.6035,17.3991,0,0,0,0,10,0.0,0.0,280,4,300,280.0,16,594.115,35.7155,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,1.0,49.9731,92.8711,40.0,48.0,0.1428571428571428,5.0,0.731707
706,75.4504,29.2227,26,19,0,75,28,1006,3,1,0,1,24.8153,38.4666,0,0,0,0,10,0.0,0.0,280,4,300,280.0,16,354.802,26.4832,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,1.0,45.6636,73.4666,48.0,60.0,0.1714285714285714,4.8,0.743902
707,19.8964,14.5461,26,19,0,75,28,1006,3,1,0,1,8.76638,5.2052,0,0,0,0,10,0.0,0.0,280,4,300,280.0,16,235.698,19.2908,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,1.0,39.9552,28.766,37.0,60.0,0.1321428571428571,3.7,0.882353
708,38.8512,18.3955,26,19,0,75,28,1006,3,1,0,1,16.7357,20.2064,0,0,0,0,10,0.0,0.0,280,4,300,280.0,16,413.386,58.151,23.0,15.0,0.0,87.0,30.0,1008.0,3.0,1.0,39.4009,57.8118,33.0,50.0,0.1178571428571428,3.96,0.918367
709,62.9666,23.9643,28,21,0,73,49,1007,3,1,0,1,30.7026,28.0572,4,8,1,0,1,0.0164609053497942,50.0,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
710,74.1419,19.8603,28,21,0,73,49,1007,3,1,0,1,41.6468,33.4671,24,47,2,0,2,0.0987654320987654,51.06,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
711,72.1185,29.9567,28,21,0,73,49,1007,3,1,0,1,56.1313,30.6193,97,130,7,3,3,0.3991769547325103,74.62,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90678
712,58.7808,26.6489,28,21,0,73,49,1007,3,1,0,1,39.512,27.4652,18,30,2,0,4,0.074074074074074,60.0,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
713,60.1022,33.0075,28,21,0,73,49,1007,3,1,0,1,32.6521,29.3352,40,50,4,0,5,0.1646090534979424,80.0,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792208
714,55.6003,12.0863,28,21,0,73,49,1007,3,1,0,1,28.2778,24.3489,8,9,1,0,6,0.0329218106995884,88.89,243,8,300,243.0,26,441.988,11.4232,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,1.0,46.4186,80.4983,42.0,60.0,0.1728395061728395,4.2,0.892473
715,75.4504,29.2227,28,21,0,73,49,1007,3,1,0,1,44.097,38.4666,10,11,0,0,7,0.0411522633744856,90.91,243,8,300,243.0,26,354.802,26.4832,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,1.0,61.955,73.4666,33.0,54.0,0.1358024691358024,3.67,0.743902
716,53.017,53.017,28,21,0,73,49,1007,3,1,0,1,38.4293,32.3246,13,9,1,1,8,0.0534979423868312,144.44,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
717,38.8512,18.3955,28,21,0,73,49,1007,3,1,0,1,20.2876,20.2064,3,5,0,0,9,0.0123456790123456,60.0,243,8,300,243.0,26,413.386,58.151,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,1.0,33.4576,57.8118,36.0,54.0,0.1481481481481481,4.0,0.918367
718,35.5758,24.2078,28,21,0,73,49,1007,3,1,0,1,16.9584,17.3991,0,1,0,0,10,0.0,0.0,243,8,300,243.0,26,594.115,35.7155,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,1.0,60.7292,92.8711,30.0,42.0,0.1234567901234567,4.29,0.731707
719,0.0,0.0,28,21,0,73,49,1007,3,1,0,1,0.0,0.0,0,0,0,0,10,0.0,0.0,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,1.0,21.1282,22.2712,49.0,60.0,0.2016460905349794,4.9,0.0
720,62.9666,23.9643,27,16,0,79,80,1012,3,2,1,0,30.7026,28.0572,2,16,0,0,1,0.0080645161290322,12.5,248,8,298,248.0,22,0.0,0.0,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
721,74.1419,19.8603,27,16,0,79,80,1012,3,2,1,0,41.6468,33.4671,10,15,1,0,2,0.0403225806451612,66.67,248,8,298,248.0,22,264.519,78.6259,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,46.1399,50.4942,12.0,18.0,0.0483870967741935,4.0,0.740741
722,72.1185,29.9567,27,16,0,79,80,1012,3,2,1,0,56.1313,30.6193,40,68,3,0,3,0.1612903225806451,58.82,248,8,298,248.0,22,0.0,0.0,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90678
723,58.7808,26.6489,27,16,0,79,80,1012,3,2,1,0,39.512,27.4652,54,74,4,0,4,0.2177419354838709,72.97,248,8,298,248.0,22,0.0,0.0,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
724,60.1022,33.0075,27,16,0,79,80,1012,3,2,1,0,32.6521,29.3352,0,1,0,0,5,0.0,0.0,248,8,298,248.0,22,0.0,0.0,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792208
725,75.4504,29.2227,27,16,0,79,80,1012,3,2,1,0,44.097,38.4666,80,76,4,2,6,0.3225806451612903,105.26,248,8,298,248.0,22,354.802,26.4832,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,61.955,73.4666,41.0,60.0,0.1653225806451612,4.1,0.743902
726,55.6003,12.0863,27,16,0,79,80,1012,3,2,1,0,28.2778,24.3489,0,5,0,0,7,0.0,0.0,248,8,298,248.0,22,441.988,11.4232,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,46.4186,80.4983,54.0,48.0,0.2177419354838709,6.75,0.892473
727,53.017,53.017,27,16,0,79,80,1012,3,2,1,0,38.4293,32.3246,11,16,1,0,8,0.0443548387096774,68.75,248,8,298,248.0,22,0.0,0.0,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
728,31.4101,22.2998,27,16,0,79,80,1012,3,2,1,0,45.4385,18.6501,19,20,2,1,9,0.0766129032258064,95.0,248,8,298,248.0,22,122.804,35.6363,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,38.9943,22.9061,30.0,54.0,0.1209677419354838,3.33,0.75
729,38.8512,18.3955,27,16,0,79,80,1012,3,2,1,0,20.2876,20.2064,10,7,1,0,10,0.0403225806451612,142.86,248,8,298,248.0,22,413.386,58.151,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,33.4576,57.8118,53.0,60.0,0.2137096774193548,5.3,0.918367
730,35.5758,24.2078,27,16,0,79,80,1012,3,2,1,0,16.9584,17.3991,0,0,0,0,10,0.0,0.0,248,8,298,248.0,22,594.115,35.7155,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,60.7292,92.8711,52.0,60.0,0.2096774193548387,5.2,0.731707
731,62.9666,23.9643,26,24,0,81,14,1010,3,2,1,0,37.8024,29.9183,28,47,2,0,1,0.0955631399317406,59.57,293,9,300,315.0,23,0.0,0.0,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
732,74.1419,19.8603,26,24,0,81,14,1010,3,2,1,0,44.7208,38.0494,6,6,1,0,2,0.0204778156996587,100.0,293,9,300,315.0,23,264.519,78.6259,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,100.306,51.7822,28.0,30.0,0.0955631399317406,5.6,0.740741
733,72.1185,29.9567,26,24,0,81,14,1010,3,2,1,0,49.9258,38.9143,133,151,12,0,3,0.4539249146757679,88.08,293,9,300,315.0,23,0.0,0.0,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90678
734,58.7808,26.6489,26,24,0,81,14,1010,3,2,1,0,21.3394,26.6371,13,19,1,0,4,0.0443686006825938,68.42,293,9,300,315.0,23,0.0,0.0,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
735,60.1022,33.0075,26,24,0,81,14,1010,3,2,1,0,33.7254,37.9844,12,8,1,0,5,0.0409556313993174,150.0,293,9,300,315.0,23,0.0,0.0,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792208
736,75.4504,29.2227,26,24,0,81,14,1010,3,2,1,0,42.5605,45.2291,7,17,0,0,6,0.0238907849829351,41.18,293,9,300,315.0,23,354.802,26.4832,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,34.152,82.1064,58.0,60.0,0.1979522184300341,5.8,0.743902
737,53.017,53.017,26,24,0,81,14,1010,3,2,1,0,24.789,30.3221,7,10,0,0,7,0.0238907849829351,70.0,293,9,300,315.0,23,0.0,0.0,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
738,55.6003,12.0863,26,24,0,81,14,1010,3,2,1,0,33.593,27.4583,44,28,3,1,8,0.1501706484641638,157.14,293,9,300,315.0,23,441.988,11.4232,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,26.1782,85.9906,70.0,60.0,0.2389078498293515,7.0,0.892473
739,19.8964,14.5461,26,24,0,81,14,1010,3,2,1,0,8.14218,15.052,0,1,0,0,9,0.0,0.0,293,9,300,315.0,23,235.698,19.2908,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,38.5658,44.2538,52.0,60.0,0.1774744027303754,5.2,0.882353
740,35.5758,24.2078,26,24,0,81,14,1010,3,2,1,0,11.5921,22.6286,19,10,1,2,10,0.0648464163822525,190.0,293,9,300,315.0,23,594.115,35.7155,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,48.2943,93.0253,83.0,60.0,0.2832764505119454,8.3,0.731707
741,38.8512,18.3955,26,24,0,81,14,1010,3,2,1,0,26.9593,18.8785,1,3,0,0,11,0.0034129692832764,33.33,293,9,300,315.0,23,413.386,58.151,27.0,26.0,0.0,78.0,5.0,1010.0,3.0,0.0,31.8562,72.3546,20.0,30.0,0.068259385665529,4.0,0.918367
742,62.9666,23.9643,27,25,0,81,19,1009,3,2,1,0,37.8024,29.9183,59,60,8,0,1,0.4244604316546763,98.33,139,1,119,139.0,24,0.0,0.0,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
743,74.1419,19.8603,27,25,0,81,19,1009,3,2,1,0,44.7208,38.0494,50,49,5,0,2,0.3597122302158273,102.04,139,1,119,139.0,24,0.0,0.0,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
744,58.7808,26.6489,27,25,0,81,19,1009,3,2,1,0,21.3394,26.6371,6,10,1,0,3,0.0431654676258992,60.0,139,1,119,139.0,24,0.0,0.0,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
745,22.7797,22.7797,27,25,0,81,19,1009,3,2,1,0,22.7797,15.7828,0,0,0,0,10,0.0,0.0,139,1,119,139.0,24,62.0616,62.0616,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,14.5409,52.3503,42.0,36.0,0.302158273381295,7.0,0.909091
746,19.8964,14.5461,27,25,0,81,19,1009,3,2,1,0,8.14218,15.052,0,0,0,0,10,0.0,0.0,139,1,119,139.0,24,235.698,19.2908,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,38.5658,44.2538,21.0,30.0,0.1510791366906475,4.2,0.882353
747,55.6003,12.0863,27,25,0,81,19,1009,3,2,1,0,33.593,27.4583,0,0,0,0,10,0.0,0.0,139,1,119,139.0,24,441.988,11.4232,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,26.1782,85.9906,19.0,48.0,0.1366906474820144,2.38,0.892473
748,35.5758,24.2078,27,25,0,81,19,1009,3,2,1,0,11.5921,22.6286,0,0,0,0,10,0.0,0.0,139,1,119,139.0,24,594.115,35.7155,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,48.2943,93.0253,36.0,45.0,0.2589928057553957,4.8,0.731707
749,75.4504,29.2227,27,25,0,81,19,1009,3,2,1,0,42.5605,45.2291,0,0,0,0,10,0.0,0.0,139,1,119,139.0,24,354.802,26.4832,27.0,27.0,0.0,79.0,20.0,1008.0,3.0,0.0,34.152,82.1064,14.0,42.0,0.1007194244604316,2.0,0.743902
750,62.9666,23.9643,29,17,0,73,31,1007,3,1,0,1,30.7026,29.9183,8,20,1,0,1,0.0279720279720279,40.0,286,5,300,286.0,20,0.0,0.0,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
751,74.1419,19.8603,29,17,0,73,31,1007,3,1,0,1,41.6468,38.0494,4,7,0,0,2,0.0139860139860139,57.14,286,5,300,286.0,20,264.519,78.6259,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,1.0,46.1399,51.7822,14.0,18.0,0.0489510489510489,4.67,0.740741
752,72.1185,29.9567,29,17,0,73,31,1007,3,1,0,1,56.1313,38.9143,73,95,5,0,3,0.2552447552447552,76.84,286,5,300,286.0,20,0.0,0.0,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90678
753,58.7808,26.6489,29,17,0,73,31,1007,3,1,0,1,39.512,26.6371,0,3,0,0,4,0.0,0.0,286,5,300,286.0,20,0.0,0.0,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
754,60.1022,33.0075,29,17,0,73,31,1007,3,1,0,1,32.6521,37.9844,65,79,5,0,5,0.2272727272727272,82.28,286,5,300,286.0,20,0.0,0.0,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792208
755,75.4504,29.2227,29,17,0,73,31,1007,3,1,0,1,44.097,45.2291,71,57,5,1,6,0.2482517482517482,124.56,286,5,300,286.0,20,354.802,26.4832,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,1.0,61.955,82.1064,49.0,52.0,0.1713286713286713,5.65,0.743902
756,31.4101,22.2998,29,17,0,73,31,1007,3,1,0,1,45.4385,37.5745,45,40,3,1,7,0.1573426573426573,112.5,286,5,300,286.0,20,122.804,35.6363,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,1.0,38.9943,34.7477,19.0,24.0,0.0664335664335664,4.75,0.75
757,55.6003,12.0863,29,17,0,73,31,1007,3,1,0,1,28.2778,27.4583,0,0,0,0,10,0.0,0.0,286,5,300,286.0,20,441.988,11.4232,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,1.0,46.4186,85.9906,57.0,54.0,0.1993006993006993,6.33,0.892473
758,22.7797,22.7797,29,17,0,73,31,1007,3,1,0,1,22.7797,15.7828,0,0,0,0,10,0.0,0.0,286,5,300,286.0,20,62.0616,62.0616,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,1.0,21.1532,52.3503,42.0,36.0,0.1468531468531468,7.0,0.909091
759,35.5758,24.2078,29,17,0,73,31,1007,3,1,0,1,16.9584,22.6286,0,0,0,0,10,0.0,0.0,286,5,300,286.0,20,594.115,35.7155,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,1.0,60.7292,93.0253,60.0,60.0,0.2097902097902098,6.0,0.731707
760,19.8964,14.5461,29,17,0,73,31,1007,3,1,0,1,27.6254,15.052,0,0,0,0,10,0.0,0.0,286,5,300,286.0,20,235.698,19.2908,27.0,12.0,0.0,83.0,68.0,1009.0,3.0,1.0,38.5057,44.2538,36.0,54.0,0.1258741258741259,4.0,0.882353
761,62.9666,23.9643,28,18,0,73,33,1009,3,1,0,1,30.7026,29.9183,51,73,4,1,1,0.2031872509960159,69.86,251,8,300,251.0,15,0.0,0.0,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
762,74.1419,19.8603,28,18,0,73,33,1009,3,1,0,1,41.6468,38.0494,42,48,7,0,2,0.1673306772908366,87.5,251,8,300,251.0,15,264.519,78.6259,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,1.0,46.1399,51.7822,10.0,8.0,0.0398406374501992,7.5,0.740741
763,53.017,53.017,28,18,0,73,33,1009,3,1,0,1,38.4293,30.3221,47,69,0,0,3,0.1872509960159362,68.12,251,8,300,251.0,15,0.0,0.0,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
764,58.7808,26.6489,28,18,0,73,33,1009,3,1,0,1,39.512,26.6371,28,32,2,0,4,0.1115537848605577,87.5,251,8,300,251.0,15,0.0,0.0,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
765,60.1022,33.0075,28,18,0,73,33,1009,3,1,0,1,32.6521,37.9844,3,3,0,0,5,0.0119521912350597,100.0,251,8,300,251.0,15,0.0,0.0,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792208
766,75.4504,29.2227,28,18,0,73,33,1009,3,1,0,1,44.097,45.2291,14,34,1,0,6,0.0557768924302788,41.18,251,8,300,251.0,15,354.802,26.4832,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,1.0,61.955,82.1064,18.0,36.0,0.0717131474103585,3.0,0.743902
767,31.4101,22.2998,28,18,0,73,33,1009,3,1,0,1,45.4385,37.5745,17,16,2,0,7,0.0677290836653386,106.25,251,8,300,251.0,15,122.804,35.6363,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,1.0,38.9943,34.7477,37.0,36.0,0.147410358565737,6.17,0.75
768,55.6003,12.0863,28,18,0,73,33,1009,3,1,0,1,28.2778,27.4583,2,3,0,0,8,0.0079681274900398,66.67,251,8,300,251.0,15,441.988,11.4232,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,1.0,46.4186,85.9906,51.0,36.0,0.2031872509960159,8.5,0.892473
769,19.8964,14.5461,28,18,0,73,33,1009,3,1,0,1,27.6254,15.052,17,15,1,1,9,0.0677290836653386,113.33,251,8,300,251.0,15,235.698,19.2908,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,1.0,38.5057,44.2538,44.0,42.0,0.1752988047808765,6.29,0.882353
770,35.5758,24.2078,28,18,0,73,33,1009,3,1,0,1,16.9584,22.6286,15,7,0,2,10,0.0597609561752988,214.29,251,8,300,251.0,15,594.115,35.7155,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,1.0,60.7292,93.0253,41.0,48.0,0.1633466135458167,5.13,0.731707
771,12.3153,12.3153,28,18,0,73,33,1009,3,1,0,1,7.18013,0.4476,0,0,0,0,10,0.0,0.0,251,8,300,251.0,15,158.92,158.92,27.0,12.0,0.0,83.0,35.0,1011.0,3.0,1.0,24.9134,36.2933,52.0,48.0,0.2071713147410358,6.5,0.666667
772,62.9666,23.9643,22,12,0,84,8,1009,3,2,1,0,32.0613,29.9183,31,21,4,0,1,0.1131386861313868,147.62,274,10,274,295.0,29,0.0,0.0,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
773,74.1419,19.8603,22,12,0,84,8,1009,3,2,1,0,54.7206,38.0494,0,3,0,0,2,0.0,0.0,274,10,274,295.0,29,0.0,0.0,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
774,53.017,53.017,22,12,0,84,8,1009,3,2,1,0,36.338,30.3221,77,96,5,3,3,0.2810218978102189,80.21,274,10,274,295.0,29,0.0,0.0,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
775,58.7808,26.6489,22,12,0,84,8,1009,3,2,1,0,24.4179,26.6371,8,8,2,0,4,0.0291970802919708,100.0,274,10,274,295.0,29,0.0,0.0,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860465
776,75.4504,29.2227,22,12,0,84,8,1009,3,2,1,0,24.8153,45.2291,13,16,2,0,5,0.0474452554744525,81.25,274,10,274,295.0,29,354.802,26.4832,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,45.6636,82.1064,29.0,30.0,0.1058394160583941,5.8,0.743902
777,24.3925,24.3925,22,12,0,84,8,1009,3,2,1,0,24.0069,20.5678,9,7,1,0,6,0.0328467153284671,128.57,274,10,274,295.0,29,0.0,0.0,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888889
778,31.4101,22.2998,22,12,0,84,8,1009,3,2,1,0,26.0201,37.5745,72,88,6,0,7,0.2627737226277372,81.82,274,10,274,295.0,29,122.804,35.6363,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,45.7865,34.7477,25.0,30.0,0.0912408759124087,5.0,0.75
779,55.6003,12.0863,22,12,0,84,8,1009,3,2,1,0,32.0968,27.4583,18,19,2,0,8,0.0656934306569343,94.74,274,10,274,295.0,29,441.988,11.4232,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,39.2752,85.9906,53.0,60.0,0.1934306569343065,5.3,0.892473
780,28.3833,28.3833,22,12,0,84,8,1009,3,2,1,0,13.0322,27.0959,7,7,0,0,9,0.0255474452554744,100.0,274,10,274,295.0,29,186.993,186.993,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,21.7778,23.7444,50.0,60.0,0.1824817518248175,5.0,0.891892
781,35.5758,24.2078,22,12,0,84,8,1009,3,2,1,0,21.6035,22.6286,10,9,2,0,10,0.0364963503649635,111.11,274,10,274,295.0,29,594.115,35.7155,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,49.9731,93.0253,64.0,60.0,0.2335766423357664,6.4,0.731707
782,12.3153,12.3153,22,12,0,84,8,1009,3,2,1,0,0.2566,0.4476,0,0,0,0,11,0.0,0.0,274,10,274,295.0,29,158.92,158.92,27.0,19.0,1.0,62.0,7.0,1007.0,3.0,0.0,20.0571,36.2933,63.0,60.0,0.22992700729927,6.3,0.666667
783,62.9666,29.3046,23,2,3,93,58,1010,2,2,1,0,32.0613,24.1167,6,11,1,0,1,0.0508474576271186,54.55,118,3,137,105.0,14,0.0,0.0,25.0,4.0,4.0,82.0,32.0,1008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
784,74.1419,32.8786,23,2,3,93,58,1010,2,2,1,0,54.7206,40.629,37,51,5,0,2,0.3135593220338983,72.55,118,3,137,105.0,14,0.0,0.0,25.0,4.0,4.0,82.0,32.0,1008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740741
785,72.1185,35.4967,23,2,3,93,58,1010,2,2,1,0,35.104,40.8657,11,13,2,0,3,0.0932203389830508,84.62,118,3,137,105.0,14,0.0,0.0,25.0,4.0,4.0,82.0,32.0,1008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90678
786,60.1022,31.9317,23,2,3,93,58,1010,2,2,1,0,23.4835,30.5283,43,49,5,0,4,0.3644067796610169,87.76,118,3,137,105.0,14,0.0,0.0,25.0,4.0,4.0,82.0,32.0,1008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792208
787,75.4504,28.7134,23,2,3,93,58,1010,2,2,1,0,24.8153,28.4227,7,13,0,0,5,0.059322033898305,53.85,118,3,137,105.0,14,354.802,41.4965,25.0,4.0,4.0,82.0,32.0,1008.0,2.0,0.0,45.6636,37.8722,38.0,42.0,0.3220338983050847,5.43,0.743902
