,runs_conceded,deliveries,wickets_taken,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,batting_inning,bowling_session,toss,bowling_venue,bowling_opposition,season,result,weather
507,49,60,1,594.115,38.7467,16,15,0,63,64,1021,3,2,0,1,26.6562,79.1412,7,0,2
508,34,60,0,235.698,43.105,16,15,0,63,64,1021,3,2,0,1,46.884,46.3844,7,0,3
509,39,36,1,441.988,35.122,16,15,0,63,64,1021,3,2,0,1,33.6773,47.0055,7,0,1
510,51,60,2,594.115,38.7467,28,1,1,79,12,1010,3,2,0,1,48.2943,34.5052,7,1,2
511,67,54,1,413.386,25.0729,28,1,1,79,12,1010,3,2,0,1,31.8562,31.7433,7,1,1
512,45,48,1,441.988,35.122,28,1,1,79,12,1010,3,2,0,1,26.1782,51.752,7,1,1
513,36,54,2,354.802,46.1085,28,1,1,79,12,1010,3,2,0,1,34.152,23.0954,7,1,1
514,46,60,1,186.993,20.8656,28,1,1,79,12,1010,3,2,0,1,19.4233,32.0391,7,1,3
515,12,24,0,264.519,26.804,28,1,1,79,12,1010,3,2,0,1,100.306,18.1202,7,1,3
516,29,24,0,413.386,25.0729,25,3,1,89,75,1011,3,1,1,1,39.4009,31.7433,7,0,1
517,29,36,2,594.115,38.7467,25,3,1,89,75,1011,3,1,1,1,49.9731,34.5052,7,0,2
518,39,30,2,354.802,46.1085,25,3,1,89,75,1011,3,1,1,1,45.6636,23.0954,7,0,1
519,26,36,2,186.993,20.8656,25,3,1,89,75,1011,3,1,1,1,21.7778,32.0391,7,0,3
520,44,30,0,441.988,35.122,25,3,1,89,75,1011,3,1,1,1,39.2752,51.752,7,0,1
521,34,60,4,594.115,39.0109,17,13,0,61,0,1015,3,1,0,1,22.6639,51.0771,8,0,2
522,45,48,2,62.9346,5.61153,17,13,0,61,0,1015,3,1,0,1,10.2289,17.3457,8,0,0
523,36,60,1,235.698,29.448,17,13,0,61,0,1015,3,1,0,1,27.1592,46.0288,8,0,3
524,12,39,1,264.519,33.1011,17,13,0,61,0,1015,3,1,0,1,11.0696,48.7779,8,0,3
525,4,12,0,441.988,36.8797,17,13,0,61,0,1015,3,1,0,1,29.0691,58.6169,8,0,1
526,42,60,1,413.386,39.2776,16,25,0,77,100,1010,3,2,0,1,21.1885,50.6218,8,1,1
527,58,60,2,594.115,39.0109,16,25,0,77,100,1010,3,2,0,1,35.5419,60.216,8,1,2
528,80,60,2,62.9346,5.61153,16,25,0,77,100,1010,3,2,0,1,18.1626,15.1537,8,1,0
529,28,36,0,354.802,37.936,16,25,0,77,100,1010,3,2,0,1,22.789,47.8568,8,1,1
530,46,60,2,235.698,29.448,16,25,0,77,100,1010,3,2,0,1,15.3694,34.7272,8,1,3
531,29,24,0,264.519,33.1011,16,25,0,77,100,1010,3,2,0,1,16.6461,49.0315,8,1,3
532,40,48,1,62.9346,5.61153,17,18,0,65,31,1013,3,1,0,0,18.1626,20.4351,8,1,0
533,42,54,3,413.386,39.2776,17,18,0,65,31,1013,3,1,0,0,21.1885,70.4721,8,1,1
534,60,54,1,594.115,39.0109,17,18,0,65,31,1013,3,1,0,0,35.5419,79.1412,8,1,2
535,48,60,2,235.698,29.448,17,18,0,65,31,1013,3,1,0,0,15.3694,46.3844,8,1,3
536,21,18,1,354.802,37.936,17,18,0,65,31,1013,3,1,0,0,22.789,48.0335,8,1,1
537,11,21,1,264.519,33.1011,17,18,0,65,31,1013,3,1,0,0,16.6461,64.7436,8,1,3
538,45,60,0,413.386,39.2776,18,10,1,89,76,1010,3,1,0,0,20.5718,72.3546,8,0,1
539,54,48,0,594.115,39.0109,18,10,1,89,76,1010,3,1,0,0,22.6639,93.0253,8,0,2
540,25,36,0,441.988,36.8797,18,10,1,89,76,1010,3,1,0,0,29.0691,85.9906,8,0,1
541,10,24,1,354.802,37.936,18,10,1,89,76,1010,3,1,0,0,7.2829,82.1064,8,0,1
542,14,24,0,235.698,29.448,18,10,1,89,76,1010,3,1,0,0,27.1592,44.2538,8,0,3
543,28,18,1,122.804,15.9945,18,10,1,89,76,1010,3,1,0,0,11.829,34.7477,8,0,0
544,34,42,0,594.115,39.0109,28,15,4,80,49,1011,2,1,0,0,18.3502,31.587,8,0,2
545,39,48,1,413.386,39.2776,28,15,4,80,49,1011,2,1,0,0,20.3366,29.248,8,0,1
546,53,60,1,183.552,22.6724,28,15,4,80,49,1011,2,1,0,0,21.6846,28.062,8,0,3
547,28,30,0,354.802,37.936,28,15,4,80,49,1011,2,1,0,0,25.8949,24.5498,8,0,1
548,37,36,1,235.698,29.448,28,15,4,80,49,1011,2,1,0,0,12.3652,24.6159,8,0,3
549,7,11,0,122.804,15.9945,28,15,4,80,49,1011,2,1,0,0,3.8249,8.49665,8,0,0
550,37,54,1,413.386,39.2776,29,20,0,71,38,1014,3,1,0,0,20.3366,72.3546,8,1,1
551,23,48,1,354.802,37.936,29,20,0,71,38,1014,3,1,0,0,25.8949,82.1064,8,1,1
552,46,60,2,186.993,14.71,29,20,0,71,38,1014,3,1,0,0,12.0036,23.7444,8,1,3
553,37,60,3,235.698,29.448,29,20,0,71,38,1014,3,1,0,0,12.3652,44.2538,8,1,3
554,40,47,2,594.115,39.0109,29,20,0,71,38,1014,3,1,0,0,18.3502,93.0253,8,1,2
555,8,11,0,413.386,39.2776,28,12,2,76,24,1011,3,1,0,0,3.964,29.248,8,1,1
556,46,48,3,62.9346,5.61153,28,12,2,76,24,1011,3,1,0,0,16.6136,8.19843,8,1,0
557,16,25,0,0.0,0.0,28,12,2,76,24,1011,3,1,0,0,8.3514,8.81795,8,1,0
558,29,48,4,354.802,37.936,28,12,2,76,24,1011,3,1,0,0,13.6683,24.5498,8,1,1
559,41,54,0,186.993,14.71,28,12,2,76,24,1011,3,1,0,0,18.612,43.8346,8,1,3
560,42,48,2,594.115,39.0109,28,12,2,76,24,1011,3,1,0,0,19.8451,31.587,8,1,2
561,8,12,0,122.804,15.9945,28,12,2,76,24,1011,3,1,0,0,6.436,8.49665,8,1,0
562,27,36,0,62.9346,5.61153,29,9,0,70,18,1015,3,2,0,1,16.6136,33.9958,8,0,0
563,40,48,0,0.0,0.0,29,9,0,70,18,1015,3,2,0,1,17.0695,17.9977,8,0,0
564,5,30,1,354.802,37.936,29,9,0,70,18,1015,3,2,0,1,13.6683,82.1064,8,0,1
565,7,18,0,594.115,39.0109,29,9,0,70,18,1015,3,2,0,1,19.8451,93.0253,8,0,2
566,32,36,2,235.698,29.448,29,9,0,70,18,1015,3,2,0,1,9.52853,44.2538,8,0,3
567,4,6,0,122.804,15.9945,29,9,0,70,18,1015,3,2,0,1,6.436,34.7477,8,0,0
568,50,58,2,62.9346,5.61153,29,16,0,70,7,1012,3,1,0,0,16.6136,33.9958,8,0,0
569,33,60,1,288.64,0.0,29,16,0,70,7,1012,3,1,0,0,18.9026,45.2125,8,0,3
570,38,60,1,354.802,37.936,29,16,0,70,7,1012,3,1,0,0,13.6683,82.1064,8,0,1
571,58,60,1,594.115,39.0109,29,16,0,70,7,1012,3,1,0,0,19.8451,93.0253,8,0,2
572,20,60,4,235.698,29.448,29,16,0,70,7,1012,3,1,0,0,9.52853,44.2538,8,0,3
573,21,24,1,594.115,39.0109,26,10,1,88,46,1009,3,1,1,0,60.7292,68.7139,8,1,2
574,27,30,1,62.9346,5.61153,26,10,1,88,46,1009,3,1,1,0,20.2162,20.9649,8,1,0
575,31,42,3,441.988,36.8797,26,10,1,88,46,1009,3,1,1,0,46.4186,43.6514,8,1,1
576,25,53,3,235.698,29.448,26,10,1,88,46,1009,3,1,1,0,38.5057,38.8407,8,1,3
577,11,30,2,264.519,33.1011,26,10,1,88,46,1009,3,1,1,0,46.1399,49.1856,8,1,3
578,14,12,0,0.0,0.0,26,10,1,88,46,1009,3,1,1,0,7.4097,7.8514,8,1,0
579,17,18,1,594.115,39.0109,26,14,1,83,33,1009,3,1,1,1,60.7292,68.7139,8,1,2
580,21,24,0,62.9346,5.61153,26,14,1,83,33,1009,3,1,1,1,20.2162,20.9649,8,1,0
581,23,24,1,441.988,36.8797,26,14,1,83,33,1009,3,1,1,1,46.4186,43.6514,8,1,1
582,16,24,2,235.698,29.448,26,14,1,83,33,1009,3,1,1,1,38.5057,38.8407,8,1,3
583,20,30,1,264.519,33.1011,26,14,1,83,33,1009,3,1,1,1,46.1399,49.1856,8,1,3
584,5,6,0,0.0,0.0,26,14,1,83,33,1009,3,1,1,1,7.4097,7.8514,8,1,0
585,57,60,1,594.115,39.0109,27,18,0,56,28,1007,3,2,0,0,49.9731,68.7139,8,0,2
586,17,30,0,354.802,37.936,27,18,0,56,28,1007,3,2,0,0,45.6636,107.059,8,0,1
587,39,60,0,264.519,33.1011,27,18,0,56,28,1007,3,2,0,0,30.7008,49.1856,8,0,3
588,51,48,2,441.988,36.8797,27,18,0,56,28,1007,3,2,0,0,39.2752,43.6514,8,0,1
589,35,60,3,183.552,22.6724,27,18,0,56,28,1007,3,2,0,0,23.071,27.5543,8,0,3
590,21,42,0,235.698,29.448,27,18,0,56,28,1007,3,2,0,0,39.9552,38.8407,8,0,3
591,52,54,3,594.115,39.0109,27,12,1,64,12,1008,3,2,0,0,49.9731,68.7139,8,1,2
592,31,42,0,354.802,37.936,27,12,1,64,12,1008,3,2,0,0,45.6636,107.059,8,1,1
593,51,58,4,183.552,22.6724,27,12,1,64,12,1008,3,2,0,0,23.071,27.5543,8,1,3
594,22,18,0,441.988,36.8797,27,12,1,64,12,1008,3,2,0,0,39.2752,43.6514,8,1,1
595,38,60,1,235.698,29.448,27,12,1,64,12,1008,3,2,0,0,39.9552,38.8407,8,1,3
596,40,60,2,264.519,33.1011,27,12,1,64,12,1008,3,2,0,0,30.7008,49.1856,8,1,3
597,22,35,3,288.64,0.0,26,13,1,87,33,1009,3,1,1,1,19.2161,41.0215,8,1,3
598,32,24,0,354.802,37.936,26,13,1,87,33,1009,3,1,1,1,61.955,107.059,8,1,1
599,29,60,2,186.993,14.71,26,13,1,87,33,1009,3,1,1,1,23.4576,37.4321,8,1,3
600,41,60,1,264.519,33.1011,26,13,1,87,33,1009,3,1,1,1,46.1399,49.1856,8,1,3
601,17,30,1,441.988,36.8797,26,13,1,87,33,1009,3,1,1,1,46.4186,43.6514,8,1,1
602,36,54,3,183.552,22.6724,26,13,1,87,33,1009,3,1,1,1,41.3512,27.5543,8,1,3
603,8,14,1,594.115,45.7818,26,6,3,84,34,1010,2,1,1,0,48.2943,51.0771,9,-1,2
604,3,12,0,413.386,30.6181,26,6,3,84,34,1010,2,1,1,0,31.8562,58.0883,9,-1,1
605,42,30,0,594.115,45.7818,27,7,10,79,35,1009,1,1,1,1,48.2943,51.0771,9,0,2
606,34,30,4,413.386,30.6181,27,7,10,79,35,1009,1,1,1,1,31.8562,58.0883,9,0,1
607,35,30,0,354.802,36.0352,27,7,10,79,35,1009,1,1,1,1,34.152,37.8722,9,0,1
608,31,24,2,186.993,22.0079,27,7,10,79,35,1009,1,1,1,1,19.4233,33.4343,9,0,3
609,13,6,0,264.519,30.6016,27,7,10,79,35,1009,1,1,1,1,100.306,48.7779,9,0,3
610,43,18,0,235.698,42.0144,27,7,10,79,35,1009,1,1,1,1,38.5658,46.0288,9,0,3
611,14,30,2,186.993,22.0079,27,4,9,90,25,1007,1,1,0,0,5.515,33.4343,9,1,3
612,20,24,1,413.386,30.6181,27,4,9,90,25,1007,1,1,0,0,37.0663,58.0883,9,1,1
613,4,6,0,354.802,36.0352,27,4,9,90,25,1007,1,1,0,0,35.1855,37.8722,9,1,1
614,25,36,3,235.698,42.0144,27,4,9,90,25,1007,1,1,0,0,13.8605,46.0288,9,1,3
615,31,36,0,264.519,30.6016,27,4,9,90,25,1007,1,1,0,0,26.4389,48.7779,9,1,3
616,31,18,0,594.115,45.7818,27,4,9,90,25,1007,1,1,0,0,43.6984,51.0771,9,1,2
617,73,60,2,288.64,11.8667,25,10,0,50,4,1016,3,2,0,0,21.8667,52.63,9,0,3
618,59,60,0,594.115,45.7818,25,10,0,50,4,1016,3,2,0,0,36.7668,92.8711,9,0,2
619,46,54,0,186.993,22.0079,25,10,0,50,4,1016,3,2,0,0,41.6876,61.9962,9,0,3
620,53,36,1,441.988,22.0551,25,10,0,50,4,1016,3,2,0,0,25.0018,80.4983,9,0,1
621,29,30,0,354.802,36.0352,25,10,0,50,4,1016,3,2,0,0,21.255,73.4666,9,0,1
622,39,48,1,160.701,0.0,25,10,0,50,4,1016,3,2,0,0,31.6084,59.0551,9,0,3
623,19,12,0,264.519,30.6016,25,10,0,50,4,1016,3,2,0,0,7.827,50.4942,9,0,3
624,56,60,1,413.386,30.6181,24,24,0,61,7,1016,3,2,0,1,22.1019,57.8118,9,1,1
625,78,60,1,594.115,45.7818,24,24,0,61,7,1016,3,2,0,1,22.7031,92.8711,9,1,2
626,19,16,0,441.988,22.0551,24,24,0,61,7,1016,3,2,0,1,26.7226,80.4983,9,1,1
627,17,22,0,354.802,36.0352,24,24,0,61,7,1016,3,2,0,1,7.7888,73.4666,9,1,1
628,45,60,1,160.701,0.0,24,24,0,61,7,1016,3,2,0,1,29.5789,59.0551,9,1,3
629,42,60,0,186.993,22.0079,24,24,0,61,7,1016,3,2,0,1,20.1545,61.9962,9,1,3
630,11,10,0,0.0,0.0,24,24,0,61,7,1016,3,2,0,1,4.1474,4.3917,9,1,0
631,13,12,0,264.519,30.6016,24,24,0,61,7,1016,3,2,0,1,23.7837,50.4942,9,1,3
632,67,60,1,413.386,30.6181,22,4,3,55,45,1017,2,2,0,1,23.632,57.8118,9,0,1
633,58,60,1,594.115,45.7818,22,4,3,55,45,1017,2,2,0,1,36.7668,92.8711,9,0,2
634,58,60,0,186.993,22.0079,22,4,3,55,45,1017,2,2,0,1,41.6876,61.9962,9,0,3
635,58,48,2,441.988,22.0551,22,4,3,55,45,1017,2,2,0,1,25.0018,80.4983,9,0,1
636,46,48,0,160.701,0.0,22,4,3,55,45,1017,2,2,0,1,31.6084,59.0551,9,0,3
637,29,24,0,354.802,36.0352,22,4,3,55,45,1017,2,2,0,1,21.255,73.4666,9,0,1
638,28,24,0,413.386,30.6181,21,28,0,41,0,1024,3,1,1,1,9.7867,57.8118,9,0,1
639,40,42,0,594.115,45.7818,21,28,0,41,0,1024,3,1,1,1,23.0156,92.8711,9,0,2
640,49,54,1,288.64,11.8667,21,28,0,41,0,1024,3,1,1,1,18.3711,52.63,9,0,3
641,15,36,1,354.802,36.0352,21,28,0,41,0,1024,3,1,1,1,17.295,73.4666,9,0,1
642,49,60,0,186.993,22.0079,21,28,0,41,0,1024,3,1,1,1,41.5609,61.9962,9,0,3
643,10,6,0,0.0,0.0,21,28,0,41,0,1024,3,1,1,1,3.0727,3.2602,9,0,0
644,25,19,0,264.519,30.6016,21,28,0,41,0,1024,3,1,1,1,17.5694,50.4942,9,0,3
645,5,6,0,35.1569,0.0,21,28,0,41,0,1024,3,1,1,1,2.3772,9.7684,9,0,0
646,26,60,1,354.802,36.0352,22,22,0,57,0,1021,3,2,0,0,17.295,73.4666,9,1,1
647,42,45,3,288.64,11.8667,22,22,0,57,0,1021,3,2,0,0,18.3711,52.63,9,1,3
648,44,60,0,186.993,22.0079,22,22,0,57,0,1021,3,2,0,0,41.5609,61.9962,9,1,3
649,57,60,4,594.115,45.7818,22,22,0,57,0,1021,3,2,0,0,23.0156,92.8711,9,1,2
650,42,60,1,183.552,19.6623,22,22,0,57,0,1021,3,2,0,0,20.1545,21.2457,9,1,3
651,11,12,0,264.519,30.6016,22,22,0,57,0,1021,3,2,0,0,17.5694,50.4942,9,1,3
652,37,48,1,594.115,45.7818,23,11,0,48,0,1012,3,1,0,0,26.4922,34.5052,9,1,2
653,38,36,0,413.386,30.6181,23,11,0,48,0,1012,3,1,0,0,31.5971,31.7433,9,1,1
654,21,44,3,354.802,36.0352,23,11,0,48,0,1012,3,1,0,0,23.1152,23.0954,9,1,1
655,33,54,2,186.993,22.0079,23,11,0,48,0,1012,3,1,0,0,30.7949,32.0391,9,1,3
656,35,54,1,441.988,22.0551,23,11,0,48,0,1012,3,1,0,0,48.9939,51.752,9,1,1
657,45,48,2,594.115,45.7818,26,9,0,44,0,1011,3,1,0,1,26.4922,34.5052,9,1,2
658,44,48,0,354.802,36.0352,26,9,0,44,0,1011,3,1,0,1,23.1152,23.0954,9,1,1
659,33,48,2,186.993,22.0079,26,9,0,44,0,1011,3,1,0,1,30.7949,32.0391,9,1,3
660,40,36,2,441.988,22.0551,26,9,0,44,0,1011,3,1,0,1,48.9939,51.752,9,1,1
661,43,48,2,183.552,19.6623,26,9,0,44,0,1011,3,1,0,1,14.021,14.5547,9,1,3
662,17,30,1,35.1569,0.0,26,9,0,44,0,1011,3,1,0,1,13.4466,14.2316,9,1,0
663,24,60,2,288.64,11.8667,32,5,0,29,0,1015,3,2,0,1,58.5641,44.1083,9,1,3
664,39,54,1,441.988,22.0551,32,5,0,29,0,1015,3,2,0,1,48.9939,51.752,9,1,1
665,49,60,3,68.0699,0.0,32,5,0,29,0,1015,3,2,0,1,9.24027,9.75353,9,1,0
666,46,54,1,186.993,22.0079,32,5,0,29,0,1015,3,2,0,1,30.7949,32.0391,9,1,3
667,42,36,0,35.1569,0.0,32,5,0,29,0,1015,3,2,0,1,13.4466,14.2316,9,1,0
668,17,18,0,0.0,0.0,32,5,0,29,0,1015,3,2,0,1,6.8532,7.2407,9,1,0
669,21,18,0,354.802,36.0352,32,5,0,29,0,1015,3,2,0,1,23.1152,23.0954,9,1,1
670,52,59,5,594.115,45.7818,26,23,0,72,5,1012,3,1,1,1,12.8311,92.8711,9,1,2
671,65,54,2,288.64,11.8667,26,23,0,72,5,1012,3,1,1,1,12.4725,52.63,9,1,3
672,47,54,1,186.993,22.0079,26,23,0,72,5,1012,3,1,1,1,14.5836,61.9962,9,1,3
673,56,60,1,0.0,0.0,26,23,0,72,5,1012,3,1,1,1,25.0504,32.3079,9,1,0
674,36,36,0,441.988,22.0551,26,23,0,72,5,1012,3,1,1,1,28.9046,80.4983,9,1,1
675,25,30,1,354.802,36.0352,26,23,0,72,5,1012,3,1,1,1,16.981,73.4666,9,1,1
676,58,60,1,594.115,45.7818,26,28,0,71,3,1013,3,2,0,1,12.8311,93.0253,9,1,2
677,9,20,0,354.802,36.0352,26,28,0,71,3,1013,3,2,0,1,16.981,82.1064,9,1,1
678,41,60,3,186.993,22.0079,26,28,0,71,3,1013,3,2,0,1,14.5836,23.7444,9,1,3
679,40,40,0,441.988,22.0551,26,28,0,71,3,1013,3,2,0,1,28.9046,85.9906,9,1,1
680,60,60,4,183.552,19.6623,26,28,0,71,3,1013,3,2,0,1,8.1368,27.6534,9,1,3
681,51,60,1,0.0,0.0,26,28,0,71,3,1013,3,2,0,1,25.0504,36.8619,9,1,0
682,23,30,0,594.115,45.7818,26,8,0,36,6,1011,3,1,1,1,26.4922,19.9538,9,1,2
683,30,42,2,288.64,11.8667,26,8,0,36,6,1011,3,1,1,1,58.5641,18.3352,9,1,3
684,29,60,3,441.988,22.0551,26,8,0,36,6,1011,3,1,1,1,48.9939,17.9766,9,1,1
685,29,58,2,0.0,0.0,26,8,0,36,6,1011,3,1,1,1,20.4236,11.1187,9,1,0
686,11,42,3,183.552,19.6623,26,8,0,36,6,1011,3,1,1,1,14.021,5.78497,9,1,3
687,32,60,2,288.64,11.8667,32,12,0,24,5,1011,3,2,0,0,58.5641,44.1083,9,1,3
688,29,48,2,441.988,22.0551,32,12,0,24,5,1011,3,2,0,0,48.9939,51.752,9,1,1
689,37,60,0,186.993,22.0079,32,12,0,24,5,1011,3,2,0,0,30.7949,32.0391,9,1,3
690,33,60,1,0.0,0.0,32,12,0,24,5,1011,3,2,0,0,20.4236,19.9272,9,1,0
691,55,54,2,183.552,19.6623,32,12,0,24,5,1011,3,2,0,0,14.021,14.5547,9,1,3
692,11,18,2,35.1569,0.0,32,12,0,24,5,1011,3,2,0,0,13.4466,14.2316,9,1,0
693,56,60,5,594.115,45.7818,33,11,0,20,2,1013,3,2,0,0,26.4922,92.8711,9,1,2
694,41,60,0,288.64,11.8667,33,11,0,20,2,1013,3,2,0,0,58.5641,52.63,9,1,3
695,54,54,0,186.993,22.0079,33,11,0,20,2,1013,3,2,0,0,30.7949,61.9962,9,1,3
696,66,60,0,441.988,22.0551,33,11,0,20,2,1013,3,2,0,0,48.9939,80.4983,9,1,1
697,23,42,0,354.802,36.0352,33,11,0,20,2,1013,3,2,0,0,23.1152,73.4666,9,1,1
698,19,24,0,0.0,0.0,33,11,0,20,2,1013,3,2,0,0,20.4236,32.3079,9,1,0
699,29,48,3,288.64,34.886,13,28,1,76,57,1000,3,1,0,0,6.97493,10.7386,10,1,3
700,30,48,2,413.386,26.2437,13,28,1,76,57,1000,3,1,0,0,9.1856,9.696,10,1,1
701,6,12,0,354.802,44.8738,13,28,1,76,57,1000,3,1,0,0,3.9197,15.2778,10,1,1
702,27,47,1,186.993,59.7871,13,28,1,76,57,1000,3,1,0,0,15.0273,15.8469,10,1,3
703,27,60,3,183.552,22.0636,13,28,1,76,57,1000,3,1,0,0,8.2202,8.6792,10,1,3
704,11,18,0,35.1569,14.6979,13,28,1,76,57,1000,3,1,0,0,6.0186,6.3617,10,1,0
705,7,6,0,0.0,2.9477,13,28,1,76,57,1000,3,1,0,0,2.6554,2.8207,10,1,0
706,71,48,0,594.115,49.0152,18,19,0,66,33,1002,3,2,0,1,35.5419,60.216,10,0,2
707,60,48,2,413.386,26.2437,18,19,0,66,33,1002,3,2,0,1,21.1885,50.6218,10,0,1
708,34,36,0,288.64,34.886,18,19,0,66,33,1002,3,2,0,1,29.426,42.5391,10,0,3
709,25,18,0,441.988,41.8286,18,19,0,66,33,1002,3,2,0,1,52.0183,39.5061,10,0,1
710,25,36,1,354.802,44.8738,18,19,0,66,33,1002,3,2,0,1,22.789,47.8568,10,0,1
711,30,48,3,186.993,59.7871,18,19,0,66,33,1002,3,2,0,1,7.0213,26.255,10,0,3
712,15,36,3,413.386,26.2437,14,12,0,80,71,1016,3,1,0,0,4.9878,50.6218,10,1,1
713,17,24,1,594.115,49.0152,14,12,0,80,71,1016,3,1,0,0,16.6764,60.216,10,1,2
714,36,36,1,68.0699,9.28393,14,12,0,80,71,1016,3,1,0,0,13.7063,23.5731,10,1,0
715,13,43,4,186.993,59.7871,14,12,0,80,71,1016,3,1,0,0,4.86697,26.255,10,1,3
716,9,12,1,354.802,44.8738,14,12,0,80,71,1016,3,1,0,0,5.01025,47.8568,10,1,1
717,6,6,0,264.519,38.7514,14,12,0,80,71,1016,3,1,0,0,2.5163,49.0315,10,1,3
718,14,18,0,413.386,26.2437,11,11,2,98,100,1015,3,1,1,0,25.0355,50.6218,10,0,1
719,13,18,0,594.115,49.0152,11,11,2,98,100,1015,3,1,1,0,28.9551,60.216,10,0,2
720,29,19,0,235.698,9.63257,11,11,2,98,100,1015,3,1,1,0,8.7563,34.7272,10,0,3
721,8,6,0,186.993,59.7871,11,11,2,98,100,1015,3,1,1,0,2.7945,26.255,10,0,3
722,9,12,0,35.1569,14.6979,11,11,2,98,100,1015,3,1,1,0,4.337,20.4036,10,0,0
723,81,60,0,413.386,26.2437,19,5,0,60,35,1024,3,1,0,0,45.4557,50.6218,10,1,1
724,52,60,3,594.115,49.0152,19,5,0,60,35,1024,3,1,0,0,13.9479,60.216,10,1,2
725,30,42,1,354.802,44.8738,19,5,0,60,35,1024,3,1,0,0,16.5132,47.8568,10,1,1
726,49,60,1,186.993,59.7871,19,5,0,60,35,1024,3,1,0,0,21.1282,26.255,10,1,3
727,60,60,2,183.552,22.0636,19,5,0,60,35,1024,3,1,0,0,12.9773,34.1266,10,1,3
728,15,18,0,35.1569,14.6979,19,5,0,60,35,1024,3,1,0,0,6.575,20.4036,10,1,0
729,22,30,0,413.386,26.2437,16,11,1,79,71,1010,3,2,0,0,10.3555,50.6218,10,1,1
730,50,55,3,594.115,49.0152,16,11,1,79,71,1010,3,2,0,0,8.72913,60.216,10,1,2
731,36,60,1,186.993,59.7871,16,11,1,79,71,1010,3,2,0,0,19.3199,26.255,10,1,3
732,50,54,2,183.552,22.0636,16,11,1,79,71,1010,3,2,0,0,11.4292,34.1266,10,1,3
733,17,30,0,264.519,38.7514,16,11,1,79,71,1010,3,2,0,0,9.66,49.0315,10,1,3
734,18,24,1,35.1569,14.6979,16,11,1,79,71,1010,3,2,0,0,8.3957,20.4036,10,1,0
735,23,36,1,354.802,44.8738,16,11,1,79,71,1010,3,2,0,0,11.898,47.8568,10,1,1
736,52,42,0,594.115,49.0152,29,18,10,71,25,1009,1,2,0,0,60.7292,68.7139,10,0,2
737,26,36,0,413.386,26.2437,29,18,10,71,25,1009,1,2,0,0,33.4576,81.6954,10,0,1
738,49,60,1,186.993,59.7871,29,18,10,71,25,1009,1,2,0,0,23.4576,37.4321,10,0,3
739,30,36,1,354.802,44.8738,29,18,10,71,25,1009,1,2,0,0,61.955,107.059,10,0,1
740,61,60,3,183.552,22.0636,29,18,10,71,25,1009,1,2,0,0,41.3512,27.5543,10,0,3
741,47,42,0,35.1569,14.6979,29,18,10,71,25,1009,1,2,0,0,16.6398,20.5129,10,0,0
742,31,24,0,264.519,38.7514,29,18,10,71,25,1009,1,2,0,0,46.1399,49.1856,10,0,3
743,24,36,4,594.115,49.0152,22,14,0,86,14,1009,3,1,1,1,49.9731,68.7139,10,1,2
744,39,30,0,413.386,26.2437,22,14,0,86,14,1009,3,1,1,1,39.4009,81.6954,10,1,1
745,36,42,1,186.993,59.7871,22,14,0,86,14,1009,3,1,1,1,21.7778,37.4321,10,1,3
746,11,18,0,354.802,44.8738,22,14,0,86,14,1009,3,1,1,1,45.6636,107.059,10,1,1
747,18,37,2,183.552,22.0636,22,14,0,86,14,1009,3,1,1,1,23.071,27.5543,10,1,3
748,40,60,3,264.519,38.7514,22,14,0,86,14,1009,3,1,1,1,30.7008,49.1856,10,1,3
749,8,6,0,35.1569,14.6979,22,14,0,86,14,1009,3,1,1,1,2.7945,20.5129,10,1,0
750,85,60,0,594.115,49.0152,31,36,0,59,16,1007,3,2,0,0,48.2943,68.7139,10,0,2
751,66,60,1,186.993,59.7871,31,36,0,59,16,1007,3,2,0,0,19.4233,37.4321,10,0,3
752,43,36,0,354.802,44.8738,31,36,0,59,16,1007,3,2,0,0,34.152,107.059,10,0,1
753,48,42,2,183.552,22.0636,31,36,0,59,16,1007,3,2,0,0,27.5644,27.5543,10,0,3
754,48,60,2,235.698,9.63257,31,36,0,59,16,1007,3,2,0,0,38.5658,38.8407,10,0,3
755,42,42,0,264.519,38.7514,31,36,0,59,16,1007,3,2,0,0,100.306,49.1856,10,0,3
756,60,54,1,594.115,49.0152,27,21,0,79,100,1009,3,1,0,0,48.2943,92.8711,10,0,2
757,56,53,0,413.386,26.2437,27,21,0,79,100,1009,3,1,0,0,31.8562,57.8118,10,0,1
758,48,54,2,354.802,44.8738,27,21,0,79,100,1009,3,1,0,0,34.152,73.4666,10,0,1
759,43,42,2,441.988,41.8286,27,21,0,79,100,1009,3,1,0,0,26.1782,80.4983,10,0,1
760,49,54,1,235.698,9.63257,27,21,0,79,100,1009,3,1,0,0,38.5658,28.766,10,0,3
761,17,12,0,264.519,38.7514,27,21,0,79,100,1009,3,1,0,0,100.306,50.4942,10,0,3
762,23,24,0,413.386,26.2437,26,20,0,84,26,1011,3,1,1,1,31.8562,57.8118,10,1,1
763,56,41,2,594.115,49.0152,26,20,0,84,26,1011,3,1,1,1,48.2943,92.8711,10,1,2
764,38,60,2,235.698,9.63257,26,20,0,84,26,1011,3,1,1,1,38.5658,28.766,10,1,3
