,runs_conceded,deliveries,wickets_taken,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,batting_inning,bowling_session,toss,bowling_venue,bowling_opposition,season,result,weather
249,13,12,0,413.386,44.2963,27,11,2,82,27,1009,3,1,1,1,33.4576,70.4721,4,0,1
250,16,24,0,62.9346,0.0,27,11,2,82,27,1009,3,1,1,1,20.2162,20.4351,4,0,0
251,32,36,3,160.701,0.0,27,11,2,82,27,1009,3,1,1,1,17.8201,27.2504,4,0,3
252,35,48,3,594.115,40.9675,28,18,5,72,50,1008,2,2,0,1,60.7292,79.1412,4,1,2
253,45,48,2,62.9346,0.0,28,18,5,72,50,1008,2,2,0,1,20.2162,20.4351,4,1,0
254,37,60,1,160.701,0.0,28,18,5,72,50,1008,2,2,0,1,17.8201,27.2504,4,1,3
255,6,18,1,354.802,35.0584,28,18,5,72,50,1008,2,2,0,1,61.955,48.0335,4,1,1
256,35,48,0,122.804,2.9477,28,18,5,72,50,1008,2,2,0,1,38.9943,63.9574,4,1,0
257,49,55,3,183.552,30.9946,28,18,5,72,50,1008,2,2,0,1,41.3512,34.103,4,1,3
258,35,30,0,594.115,35.7155,26,15,0,48,0,1016,3,1,1,1,22.7031,92.8711,5,0,2
259,16,24,2,288.64,20.5463,26,15,0,48,0,1016,3,1,1,1,16.3982,52.63,5,0,3
260,35,35,0,58.5243,0.0,26,15,0,48,0,1016,3,1,1,1,32.3012,27.5632,5,0,0
261,23,24,0,160.701,12.3917,26,15,0,48,0,1016,3,1,1,1,29.5789,59.0551,5,0,3
262,17,18,0,0.0,0.0,26,15,0,48,0,1016,3,1,1,1,6.8532,7.2407,5,0,0
263,36,54,3,594.115,35.7155,26,13,0,59,0,1015,3,1,1,1,22.7031,92.8711,5,1,2
264,30,54,2,441.988,11.4232,26,13,0,59,0,1015,3,1,1,1,26.7226,80.4983,5,1,1
265,54,54,2,58.5243,0.0,26,13,0,59,0,1015,3,1,1,1,32.3012,27.5632,5,1,0
266,38,57,0,160.701,12.3917,26,13,0,59,0,1015,3,1,1,1,29.5789,59.0551,5,1,3
267,3,6,0,264.519,78.6259,26,13,0,59,0,1015,3,1,1,1,23.7837,50.4942,5,1,3
268,43,54,0,122.804,35.6363,26,13,0,59,0,1015,3,1,1,1,25.4652,22.9061,5,1,0
269,57,60,2,594.115,35.7155,28,12,0,58,0,1013,3,2,0,0,22.7031,92.8711,5,0,2
270,45,60,1,441.988,11.4232,28,12,0,58,0,1013,3,2,0,0,26.7226,80.4983,5,0,1
271,59,60,0,58.5243,0.0,28,12,0,58,0,1013,3,2,0,0,32.3012,27.5632,5,0,0
272,38,48,1,264.519,78.6259,28,12,0,58,0,1013,3,2,0,0,23.7837,50.4942,5,0,3
273,39,54,2,160.701,12.3917,28,12,0,58,0,1013,3,2,0,0,29.5789,59.0551,5,0,3
274,15,18,0,122.804,35.6363,28,12,0,58,0,1013,3,2,0,0,25.4652,22.9061,5,0,0
275,38,57,1,594.115,35.7155,30,11,0,46,0,1013,3,2,0,0,36.7668,92.8711,5,0,2
276,36,60,1,441.988,11.4232,30,11,0,46,0,1013,3,2,0,0,25.0018,80.4983,5,0,1
277,26,60,3,58.5243,0.0,30,11,0,46,0,1013,3,2,0,0,8.17383,27.5632,5,0,0
278,40,54,2,122.804,35.6363,30,11,0,46,0,1013,3,2,0,0,10.7337,22.9061,5,0,0
279,55,60,2,160.701,12.3917,30,11,0,46,0,1013,3,2,0,0,31.6084,59.0551,5,0,3
280,3,6,0,264.519,78.6259,30,11,0,46,0,1013,3,2,0,0,7.827,50.4942,5,0,3
281,28,54,1,594.115,35.7155,25,26,3,72,22,1015,2,1,1,1,23.0156,92.8711,5,0,2
282,32,42,0,441.988,11.4232,25,26,3,72,22,1015,2,1,1,1,16.8818,80.4983,5,0,1
283,48,48,0,160.701,12.3917,25,26,3,72,22,1015,2,1,1,1,18.1823,59.0551,5,0,3
284,47,56,2,58.5243,0.0,25,26,3,72,22,1015,2,1,1,1,11.5048,27.5632,5,0,0
285,11,30,1,354.802,26.4832,25,26,3,72,22,1015,2,1,1,1,17.295,73.4666,5,0,1
286,36,42,3,122.804,35.6363,25,26,3,72,22,1015,2,1,1,1,6.6305,22.9061,5,0,0
287,12,12,0,264.519,78.6259,25,26,3,72,22,1015,2,1,1,1,17.5694,50.4942,5,0,3
288,54,60,5,594.115,35.7155,26,14,0,40,0,1009,3,2,0,0,7.09898,68.7139,5,0,2
289,50,60,1,413.386,58.151,26,14,0,40,0,1009,3,2,0,0,21.2673,81.6954,5,0,1
290,65,54,0,58.5243,0.0,26,14,0,40,0,1009,3,2,0,0,21.9504,23.1377,5,0,0
291,23,30,0,354.802,26.4832,26,14,0,40,0,1009,3,2,0,0,10.4946,107.059,5,0,1
292,36,36,0,0.0,0.0,26,14,0,40,0,1009,3,2,0,0,13.7063,24.9576,5,0,0
293,17,12,0,264.519,78.6259,26,14,0,40,0,1009,3,2,0,0,5.4498,49.1856,5,0,3
294,54,48,1,183.552,28.4086,26,14,0,40,0,1009,3,2,0,0,19.0169,27.5543,5,0,3
295,38,60,1,594.115,35.7155,23,19,0,79,56,1019,3,1,0,0,19.5981,68.7139,5,0,2
296,47,48,0,413.386,58.151,23,19,0,79,56,1019,3,1,0,0,18.0432,81.6954,5,0,1
297,13,12,0,354.802,26.4832,23,19,0,79,56,1019,3,1,0,0,4.8934,107.059,5,0,1
298,46,60,3,68.0699,8.78762,23,19,0,79,56,1019,3,1,0,0,9.10117,15.3019,5,0,0
299,44,52,0,264.519,78.6259,23,19,0,79,56,1019,3,1,0,0,18.5615,49.1856,5,0,3
300,6,6,0,0.0,0.0,23,19,0,79,56,1019,3,1,0,0,2.5163,24.9576,5,0,0
301,40,54,0,235.698,19.2908,23,19,0,79,56,1019,3,1,0,0,18.4729,38.8407,5,0,3
302,20,30,2,594.115,35.7155,25,8,0,35,5,1010,3,1,1,1,5.9323,68.7139,5,0,2
303,31,36,0,413.386,58.151,25,8,0,35,5,1010,3,1,1,1,13.0108,81.6954,5,0,1
304,38,30,0,68.0699,8.78762,25,8,0,35,5,1010,3,1,1,1,12.5811,15.3019,5,0,0
305,24,36,0,235.698,19.2908,25,8,0,35,5,1010,3,1,1,1,12.0371,38.8407,5,0,3
306,22,30,1,264.519,78.6259,25,8,0,35,5,1010,3,1,1,1,10.3555,49.1856,5,0,3
307,21,18,0,0.0,0.0,25,8,0,35,5,1010,3,1,1,1,7.4096,24.9576,5,0,0
308,21,24,0,354.802,26.4832,25,8,0,35,5,1010,3,1,1,1,8.813,107.059,5,0,1
309,57,60,1,594.115,35.7155,30,15,0,38,40,1006,3,2,0,0,22.241,68.7139,5,1,2
310,40,48,1,413.386,58.151,30,15,0,38,40,1006,3,2,0,0,17.0695,81.6954,5,1,1
311,53,60,0,186.993,0.0,30,15,0,38,40,1006,3,2,0,0,21.6846,37.4321,5,1,3
312,34,24,2,441.988,11.4232,30,15,0,38,40,1006,3,2,0,0,6.0534,43.6514,5,1,1
313,6,6,0,354.802,26.4832,30,15,0,38,40,1006,3,2,0,0,2.5163,107.059,5,1,1
314,60,48,0,264.519,78.6259,30,15,0,38,40,1006,3,2,0,0,19.8515,49.1856,5,1,3
315,45,54,2,235.698,19.2908,30,15,0,38,40,1006,3,2,0,0,11.0815,38.8407,5,1,3
316,46,60,0,413.386,58.151,26,5,0,57,12,1009,3,2,0,1,20.7109,81.6954,5,1,1
317,79,60,2,594.115,35.7155,26,5,0,57,12,1009,3,2,0,1,23.1186,68.7139,5,1,2
318,16,18,0,354.802,26.4832,26,5,0,57,12,1009,3,2,0,1,6.7141,107.059,5,1,1
319,64,42,0,441.988,11.4232,26,5,0,57,12,1009,3,2,0,1,26.5532,43.6514,5,1,1
320,50,54,1,186.993,0.0,26,5,0,57,12,1009,3,2,0,1,19.8639,37.4321,5,1,3
321,12,12,0,264.519,78.6259,26,5,0,57,12,1009,3,2,0,1,4.7543,49.1856,5,1,3
322,43,54,0,235.698,19.2908,26,5,0,57,12,1009,3,2,0,1,18.8902,38.8407,5,1,3
323,49,54,1,594.115,35.7155,25,21,0,47,7,1012,3,1,0,1,17.7652,93.0253,5,0,2
324,38,48,0,413.386,58.151,25,21,0,47,7,1012,3,1,0,1,21.2588,72.3546,5,0,1
325,47,60,1,68.0699,8.78762,25,21,0,47,7,1012,3,1,0,1,18.1085,35.8642,5,0,0
326,31,58,2,354.802,26.4832,25,21,0,47,7,1012,3,1,0,1,13.6957,82.1064,5,0,1
327,37,30,1,441.988,11.4232,25,21,0,47,7,1012,3,1,0,1,12.442,85.9906,5,0,1
328,27,30,0,264.519,78.6259,25,21,0,47,7,1012,3,1,0,1,12.8718,51.7822,5,0,3
329,48,60,2,594.115,35.7155,38,12,0,18,6,1010,3,2,0,1,17.7652,79.1412,5,0,2
330,39,60,2,413.386,58.151,38,12,0,18,6,1010,3,2,0,1,21.2588,70.4721,5,0,1
331,37,54,2,354.802,26.4832,38,12,0,18,6,1010,3,2,0,1,13.6957,48.0335,5,0,1
332,55,55,2,68.0699,8.78762,38,12,0,18,6,1010,3,2,0,1,18.1085,14.3413,5,0,0
333,45,60,2,186.993,0.0,38,12,0,18,6,1010,3,2,0,1,11.934,28.8981,5,0,3
334,1,6,0,264.519,78.6259,38,12,0,18,6,1010,3,2,0,1,12.8718,64.7436,5,0,3
335,53,60,2,594.115,35.7155,26,10,0,42,30,1012,3,1,1,1,21.6269,93.0253,5,-1,2
336,39,60,1,413.386,58.151,26,10,0,42,30,1012,3,1,1,1,28.8994,72.3546,5,-1,1
337,35,30,0,354.802,26.4832,26,10,0,42,30,1012,3,1,1,1,17.4491,82.1064,5,-1,1
338,45,54,2,441.988,11.4232,26,10,0,42,30,1012,3,1,1,1,13.9021,85.9906,5,-1,1
339,33,60,0,235.698,19.2908,26,10,0,42,30,1012,3,1,1,1,26.7935,44.2538,5,-1,3
340,30,36,0,186.993,0.0,26,10,0,42,30,1012,3,1,1,1,12.8717,23.7444,5,-1,3
341,42,53,1,594.115,35.7155,26,16,0,59,28,1015,3,2,0,0,25.0992,79.1412,5,1,2
342,29,48,0,413.386,58.151,26,16,0,59,28,1015,3,2,0,0,18.5488,70.4721,5,1,1
343,18,48,2,75.058,0.0,26,16,0,59,28,1015,3,2,0,0,8.351,29.184,5,1,0
344,26,24,1,354.802,26.4832,26,16,0,59,28,1015,3,2,0,0,28.1287,48.0335,5,1,1
345,29,42,2,441.988,11.4232,26,16,0,59,28,1015,3,2,0,0,20.7557,47.0055,5,1,1
346,12,30,1,235.698,19.2908,26,16,0,59,28,1015,3,2,0,0,12.8636,46.3844,5,1,3
347,55,48,2,594.115,35.7155,25,1,3,89,17,1008,2,1,0,1,19.2237,93.0253,5,1,2
348,40,54,3,413.386,58.151,25,1,3,89,17,1008,2,1,0,1,15.1195,72.3546,5,1,1
349,52,60,1,75.058,0.0,25,1,3,89,17,1008,2,1,0,1,24.8238,22.5661,5,1,0
350,12,24,0,354.802,26.4832,25,1,3,89,17,1008,2,1,0,1,14.844,82.1064,5,1,1
351,37,43,4,441.988,11.4232,25,1,3,89,17,1008,2,1,0,1,11.8309,85.9906,5,1,1
352,35,42,0,235.698,19.2908,25,1,3,89,17,1008,2,1,0,1,30.0803,44.2538,5,1,3
353,56,60,1,594.115,35.7155,22,8,0,58,0,1018,3,2,0,0,26.6562,79.1412,5,1,2
354,59,60,1,413.386,58.151,22,8,0,58,0,1018,3,2,0,0,25.1461,70.4721,5,1,1
355,40,60,1,75.058,0.0,22,8,0,58,0,1018,3,2,0,0,15.8829,29.184,5,1,0
356,45,54,1,235.698,19.2908,22,8,0,58,0,1018,3,2,0,0,46.884,46.3844,5,1,3
357,43,42,2,354.802,26.4832,22,8,0,58,0,1018,3,2,0,0,27.8505,48.0335,5,1,1
358,35,24,0,441.988,11.4232,22,8,0,58,0,1018,3,2,0,0,33.6773,47.0055,5,1,1
359,96,46,1,594.115,35.7155,12,14,0,75,19,1019,3,1,1,0,26.6562,93.0253,5,0,2
360,71,48,0,413.386,58.151,12,14,0,75,19,1019,3,1,1,0,25.1461,72.3546,5,0,1
361,21,18,1,75.058,0.0,12,14,0,75,19,1019,3,1,1,0,15.8829,22.5661,5,0,0
362,59,42,0,441.988,11.4232,12,14,0,75,19,1019,3,1,1,0,33.6773,85.9906,5,0,1
363,44,42,0,354.802,26.4832,12,14,0,75,19,1019,3,1,1,0,27.8505,82.1064,5,0,1
364,20,24,0,235.698,19.2908,12,14,0,75,19,1019,3,1,1,0,46.884,44.2538,5,0,3
365,49,60,4,594.115,35.7155,15,10,1,89,100,1015,3,1,1,1,20.5008,79.1412,5,1,2
366,38,55,2,413.386,58.151,15,10,1,89,100,1015,3,1,1,1,22.9209,70.4721,5,1,1
367,8,24,0,354.802,26.4832,15,10,1,89,100,1015,3,1,1,1,22.157,48.0335,5,1,1
368,50,60,1,186.993,0.0,15,10,1,89,100,1015,3,1,1,1,21.2673,28.8981,5,1,3
369,8,5,0,441.988,11.4232,15,10,1,89,100,1015,3,1,1,1,13.18,47.0055,5,1,1
370,25,25,1,0.0,0.0,15,10,1,89,100,1015,3,1,1,1,9.6033,10.1364,5,1,0
371,43,60,1,235.698,19.2908,15,10,1,89,100,1015,3,1,1,1,40.5872,46.3844,5,1,3
372,8,6,0,264.519,78.6259,15,10,1,89,100,1015,3,1,1,1,20.9627,64.7436,5,1,3
373,74,48,1,594.115,35.7155,25,15,1,84,57,1013,3,2,0,0,19.2237,79.1412,5,0,2
374,60,60,1,413.386,58.151,25,15,1,84,57,1013,3,2,0,0,15.1195,70.4721,5,0,1
375,64,54,1,75.058,0.0,25,15,1,84,57,1013,3,2,0,0,24.8238,29.184,5,0,0
376,35,54,0,264.519,78.6259,25,15,1,84,57,1013,3,2,0,0,17.7774,64.7436,5,0,3
377,51,42,2,68.0699,8.78762,25,15,1,84,57,1013,3,2,0,0,9.79355,14.3413,5,0,0
378,36,42,1,235.698,19.2908,25,15,1,84,57,1013,3,2,0,0,30.0803,46.3844,5,0,3
379,40,60,1,264.519,78.6259,21,21,0,64,9,1024,3,2,0,0,23.2421,64.7436,5,1,3
380,57,60,0,413.386,58.151,21,21,0,64,9,1024,3,2,0,0,28.8994,70.4721,5,1,1
381,40,60,3,594.115,35.7155,21,21,0,64,9,1024,3,2,0,0,21.6269,79.1412,5,1,2
382,71,60,0,75.058,0.0,21,21,0,64,9,1024,3,2,0,0,19.0833,29.184,5,1,0
383,58,60,0,235.698,19.2908,21,21,0,64,9,1024,3,2,0,0,26.7935,46.3844,5,1,3
384,41,60,1,264.519,78.6259,23,14,0,45,0,1016,3,2,0,1,23.2421,64.7436,5,0,3
385,40,57,2,413.386,58.151,23,14,0,45,0,1016,3,2,0,1,28.8994,70.4721,5,0,1
386,69,60,0,594.115,35.7155,23,14,0,45,0,1016,3,2,0,1,21.6269,79.1412,5,0,2
387,40,60,3,75.058,0.0,23,14,0,45,0,1016,3,2,0,1,19.0833,29.184,5,0,0
388,36,60,3,235.698,19.2908,23,14,0,45,0,1016,3,2,0,1,26.7935,46.3844,5,0,3
389,67,60,0,413.386,58.151,35,6,0,25,5,1010,3,2,0,1,31.5971,72.3546,5,0,1
390,67,60,1,288.64,20.5463,35,6,0,25,5,1010,3,2,0,1,58.5641,45.2125,5,0,3
391,54,60,0,264.519,78.6259,35,6,0,25,5,1010,3,2,0,1,28.0079,51.7822,5,0,3
392,45,54,0,160.701,12.3917,35,6,0,25,5,1010,3,2,0,1,37.2559,52.8276,5,0,3
393,57,60,2,75.058,0.0,35,6,0,25,5,1010,3,2,0,1,22.0641,22.5661,5,0,0
394,7,6,0,0.0,0.0,35,6,0,25,5,1010,3,2,0,1,2.6554,2.8207,5,0,0
395,44,48,0,594.115,35.7155,28,9,0,38,3,1009,3,1,1,1,26.4922,92.8711,5,0,2
396,22,42,0,413.386,58.151,28,9,0,38,3,1009,3,1,1,1,31.5971,57.8118,5,0,1
397,37,48,2,288.64,20.5463,28,9,0,38,3,1009,3,1,1,1,58.5641,52.63,5,0,3
398,49,47,1,160.701,12.3917,28,9,0,38,3,1009,3,1,1,1,37.2559,59.0551,5,0,3
399,23,42,1,75.058,0.0,28,9,0,38,3,1009,3,1,1,1,22.0641,33.9319,5,0,0
400,13,12,0,264.519,78.6259,28,9,0,38,3,1009,3,1,1,1,28.0079,50.4942,5,0,3
401,29,48,0,594.115,35.7155,30,9,0,55,24,1006,3,1,1,0,26.4922,34.5052,5,0,2
402,30,36,2,413.386,58.151,30,9,0,55,24,1006,3,1,1,0,31.5971,31.7433,5,0,1
403,44,43,1,288.64,20.5463,30,9,0,55,24,1006,3,1,1,0,58.5641,44.1083,5,0,3
404,38,48,2,186.993,0.0,30,9,0,55,24,1006,3,1,1,0,30.7949,32.0391,5,0,3
405,46,36,0,75.058,0.0,30,9,0,55,24,1006,3,1,1,0,22.0641,15.9217,5,0,0
406,12,12,0,264.519,78.6259,30,9,0,55,24,1006,3,1,1,0,28.0079,18.1202,5,0,3
407,24,42,1,594.115,83.905,23,15,0,84,38,1008,3,1,1,1,49.9731,92.8711,6,0,2
408,29,54,1,413.386,77.9972,23,15,0,84,38,1008,3,1,1,1,39.4009,57.8118,6,0,1
409,18,36,0,354.802,41.4965,23,15,0,84,38,1008,3,1,1,1,45.6636,73.4666,6,0,1
410,31,37,0,441.988,42.6328,23,15,0,84,38,1008,3,1,1,1,39.2752,80.4983,6,0,1
411,18,36,1,235.698,57.4822,23,15,0,84,38,1008,3,1,1,1,39.9552,28.766,6,0,3
412,33,50,2,413.386,77.9972,23,15,0,87,30,1008,3,1,1,1,39.4009,57.8118,6,1,1
413,40,48,2,594.115,83.905,23,15,0,87,30,1008,3,1,1,1,49.9731,92.8711,6,1,2
414,48,60,0,354.802,41.4965,23,15,0,87,30,1008,3,1,1,1,45.6636,73.4666,6,1,1
415,44,60,6,441.988,42.6328,23,15,0,87,30,1008,3,1,1,1,39.2752,80.4983,6,1,1
416,37,60,0,235.698,57.4822,23,15,0,87,30,1008,3,1,1,1,39.9552,28.766,6,1,3
417,9,18,1,594.115,83.905,28,23,2,74,47,1007,3,0,0,0,60.7292,92.8711,6,-1,2
418,3,18,1,413.386,77.9972,28,23,2,74,47,1007,3,0,0,0,33.4576,57.8118,6,-1,1
419,0,2,0,354.802,41.4965,28,23,2,74,47,1007,3,0,0,0,61.955,73.4666,6,-1,1
420,30,42,2,594.115,83.905,27,15,0,81,60,1010,3,1,1,1,60.7292,92.8711,6,1,2
421,36,54,1,413.386,77.9972,27,15,0,81,60,1010,3,1,1,1,33.4576,57.8118,6,1,1
422,33,54,1,354.802,41.4965,27,15,0,81,60,1010,3,1,1,1,61.955,73.4666,6,1,1
423,49,60,1,0.0,0.0,27,15,0,81,60,1010,3,1,1,1,21.1282,22.2712,6,1,0
424,42,60,4,441.988,42.6328,27,15,0,81,60,1010,3,1,1,1,46.4186,80.4983,6,1,1
425,52,60,1,594.115,83.905,28,21,0,72,45,1010,3,2,0,0,60.7292,92.8711,6,1,2
426,53,60,2,413.386,77.9972,28,21,0,72,45,1010,3,2,0,0,33.4576,57.8118,6,1,1
427,41,60,0,354.802,41.4965,28,21,0,72,45,1010,3,2,0,0,61.955,73.4666,6,1,1
428,12,18,0,264.519,71.8341,28,21,0,72,45,1010,3,2,0,0,46.1399,50.4942,6,1,3
429,54,48,1,441.988,42.6328,28,21,0,72,45,1010,3,2,0,0,46.4186,80.4983,6,1,1
430,30,54,2,122.804,19.8411,28,21,0,72,45,1010,3,2,0,0,38.9943,22.9061,6,1,0
431,20,30,1,413.386,77.9972,27,26,0,78,5,1010,3,2,0,0,31.8562,72.3546,6,0,1
432,83,60,0,594.115,83.905,27,26,0,78,5,1010,3,2,0,0,48.2943,93.0253,6,0,2
433,58,60,1,354.802,41.4965,27,26,0,78,5,1010,3,2,0,0,34.152,82.1064,6,0,1
434,70,60,3,441.988,42.6328,27,26,0,78,5,1010,3,2,0,0,26.1782,85.9906,6,0,1
435,28,30,0,264.519,71.8341,27,26,0,78,5,1010,3,2,0,0,100.306,51.7822,6,0,3
436,52,60,0,235.698,57.4822,27,26,0,78,5,1010,3,2,0,0,38.5658,44.2538,6,0,3
437,36,45,2,594.115,83.905,27,27,0,79,20,1008,3,2,0,0,48.2943,93.0253,6,1,2
438,42,36,0,62.0616,0.0,27,27,0,79,20,1008,3,2,0,0,14.5409,52.3503,6,1,0
439,19,48,3,441.988,42.6328,27,27,0,79,20,1008,3,2,0,0,26.1782,85.9906,6,1,1
440,14,42,3,354.802,41.4965,27,27,0,79,20,1008,3,2,0,0,34.152,82.1064,6,1,1
441,21,30,1,235.698,57.4822,27,27,0,79,20,1008,3,2,0,0,38.5658,44.2538,6,1,3
442,60,60,2,594.115,83.905,27,12,0,83,68,1009,3,1,1,1,60.7292,93.0253,6,0,2
443,57,54,1,441.988,42.6328,27,12,0,83,68,1009,3,1,1,1,46.4186,85.9906,6,0,1
444,42,36,0,62.0616,0.0,27,12,0,83,68,1009,3,1,1,1,21.1532,52.3503,6,0,0
445,49,52,0,354.802,41.4965,27,12,0,83,68,1009,3,1,1,1,61.955,82.1064,6,0,1
446,36,54,1,235.698,57.4822,27,12,0,83,68,1009,3,1,1,1,38.5057,44.2538,6,0,3
447,14,18,0,264.519,71.8341,27,12,0,83,68,1009,3,1,1,1,46.1399,51.7822,6,0,3
448,19,24,0,122.804,19.8411,27,12,0,83,68,1009,3,1,1,1,38.9943,34.7477,6,0,0
449,41,48,1,594.115,83.905,27,12,0,83,35,1011,3,1,1,1,60.7292,93.0253,6,0,2
450,51,36,0,441.988,42.6328,27,12,0,83,35,1011,3,1,1,1,46.4186,85.9906,6,0,1
451,18,36,1,354.802,41.4965,27,12,0,83,35,1011,3,1,1,1,61.955,82.1064,6,0,1
452,52,48,1,158.92,0.0,27,12,0,83,35,1011,3,1,1,1,24.9134,36.2933,6,0,3
453,44,42,0,235.698,57.4822,27,12,0,83,35,1011,3,1,1,1,38.5057,44.2538,6,0,3
454,37,36,1,122.804,19.8411,27,12,0,83,35,1011,3,1,1,1,38.9943,34.7477,6,0,0
455,10,8,0,264.519,71.8341,27,12,0,83,35,1011,3,1,1,1,46.1399,51.7822,6,0,3
456,64,60,3,594.115,83.905,27,19,1,62,7,1007,3,2,0,0,49.9731,93.0253,6,0,2
457,53,60,1,441.988,42.6328,27,19,1,62,7,1007,3,2,0,0,39.2752,85.9906,6,0,1
458,29,30,0,354.802,41.4965,27,19,1,62,7,1007,3,2,0,0,45.6636,82.1064,6,0,1
459,63,60,2,158.92,0.0,27,19,1,62,7,1007,3,2,0,0,20.0571,36.2933,6,0,3
460,50,60,1,186.993,34.3457,27,19,1,62,7,1007,3,2,0,0,21.7778,23.7444,6,0,3
461,25,30,0,122.804,19.8411,27,19,1,62,7,1007,3,2,0,0,45.7865,34.7477,6,0,0
462,39,60,2,594.115,38.7467,25,4,4,82,32,1008,2,2,0,0,49.9731,51.0771,7,1,2
463,50,60,1,413.386,25.0729,25,4,4,82,32,1008,2,2,0,0,39.4009,58.0883,7,1,1
464,38,42,1,354.802,46.1085,25,4,4,82,32,1008,2,2,0,0,45.6636,37.8722,7,1,1
465,52,42,1,441.988,35.122,25,4,4,82,32,1008,2,2,0,0,39.2752,58.6169,7,1,1
466,28,60,1,235.698,43.105,25,4,4,82,32,1008,2,2,0,0,39.9552,46.0288,7,1,3
467,34,36,0,122.804,22.4706,25,4,4,82,32,1008,2,2,0,0,45.7865,26.3442,7,1,0
468,40,42,1,594.115,38.7467,24,0,22,91,55,1008,1,2,0,1,49.9731,51.0771,7,1,2
469,45,42,1,413.386,25.0729,24,0,22,91,55,1008,1,2,0,1,39.4009,58.0883,7,1,1
470,15,30,1,354.802,46.1085,24,0,22,91,55,1008,1,2,0,1,45.6636,37.8722,7,1,1
471,22,24,0,441.988,35.122,24,0,22,91,55,1008,1,2,0,1,39.2752,58.6169,7,1,1
472,34,30,2,122.804,22.4706,24,0,22,91,55,1008,1,2,0,1,45.7865,26.3442,7,1,0
473,9,12,0,264.519,26.804,24,0,22,91,55,1008,1,2,0,1,30.7008,48.7779,7,1,3
474,20,18,0,235.698,43.105,24,0,22,91,55,1008,1,2,0,1,39.9552,46.0288,7,1,3
475,38,36,0,594.115,38.7467,27,6,4,79,37,1012,2,2,0,1,48.2943,51.0771,7,1,2
476,17,30,2,413.386,25.0729,27,6,4,79,37,1012,2,2,0,1,31.8562,58.0883,7,1,1
477,19,36,0,354.802,46.1085,27,6,4,79,37,1012,2,2,0,1,34.152,37.8722,7,1,1
478,16,30,1,441.988,35.122,27,6,4,79,37,1012,2,2,0,1,26.1782,58.6169,7,1,1
479,23,36,1,235.698,43.105,27,6,4,79,37,1012,2,2,0,1,38.5658,46.0288,7,1,3
480,15,24,3,122.804,22.4706,27,6,4,79,37,1012,2,2,0,1,9.70423,26.3442,7,1,0
481,53,60,1,413.386,25.0729,32,16,0,24,2,1001,3,2,0,0,22.9209,70.4721,7,0,1
482,61,60,1,594.115,38.7467,32,16,0,24,2,1001,3,2,0,0,20.5008,79.1412,7,0,2
483,46,48,1,354.802,46.1085,32,16,0,24,2,1001,3,2,0,0,22.157,48.0335,7,0,1
484,62,60,1,183.552,0.0,32,16,0,24,2,1001,3,2,0,0,22.9365,34.103,7,0,3
485,17,24,0,264.519,26.804,32,16,0,24,2,1001,3,2,0,0,20.9627,64.7436,7,0,3
486,28,24,0,441.988,35.122,32,16,0,24,2,1001,3,2,0,0,13.18,47.0055,7,0,1
487,33,24,0,122.804,22.4706,32,16,0,24,2,1001,3,2,0,0,10.4822,63.9574,7,0,0
488,24,54,1,413.386,25.0729,19,11,2,60,5,1017,3,2,0,1,28.8994,70.4721,7,1,1
489,24,60,2,354.802,46.1085,19,11,2,60,5,1017,3,2,0,1,17.4491,48.0335,7,1,1
490,40,54,2,441.988,35.122,19,11,2,60,5,1017,3,2,0,1,13.9021,47.0055,7,1,1
491,32,54,3,594.115,38.7467,19,11,2,60,5,1017,3,2,0,1,21.6269,79.1412,7,1,2
492,41,47,1,183.552,0.0,19,11,2,60,5,1017,3,2,0,1,16.9747,34.103,7,1,3
493,7,12,0,122.804,22.4706,19,11,2,60,5,1017,3,2,0,1,4.0588,63.9574,7,1,0
494,10,24,1,354.802,46.1085,28,24,0,62,11,1007,3,2,0,0,14.844,48.0335,7,1,1
495,22,60,5,413.386,25.0729,28,24,0,62,11,1007,3,2,0,0,15.1195,70.4721,7,1,1
496,14,42,3,594.115,38.7467,28,24,0,62,11,1007,3,2,0,0,19.2237,79.1412,7,1,2
497,14,18,0,441.988,35.122,28,24,0,62,11,1007,3,2,0,0,11.8309,47.0055,7,1,1
498,12,16,1,62.9346,0.0,28,24,0,62,11,1007,3,2,0,0,5.6899,20.4351,7,1,0
499,50,60,0,354.802,46.1085,23,8,1,82,91,1015,3,2,0,0,28.1287,48.0335,7,-1,1
500,30,60,3,413.386,25.0729,23,8,1,82,91,1015,3,2,0,0,18.5488,70.4721,7,-1,1
501,33,60,2,594.115,38.7467,23,8,1,82,91,1015,3,2,0,0,25.0992,79.1412,7,-1,2
502,64,60,2,441.988,35.122,23,8,1,82,91,1015,3,2,0,0,20.7557,47.0055,7,-1,1
503,37,60,2,235.698,43.105,23,8,1,82,91,1015,3,2,0,0,12.8636,46.3844,7,-1,3
504,22,42,1,264.519,26.804,16,15,0,63,64,1021,3,2,0,1,13.3611,64.7436,7,0,3
505,57,60,1,413.386,25.0729,16,15,0,63,64,1021,3,2,0,1,25.1461,70.4721,7,0,1
506,44,42,0,354.802,46.1085,16,15,0,63,64,1021,3,2,0,1,27.8505,48.0335,7,0,1
