,balls,maidens,runs,wickets,dots,fours,sixes,econ,wides,no_balls,player_consistency,player_form,temp,wind,rain,humidity,cloud,pressure,viscosity,result,inning,bowling_session,toss,venue,opposition,season,bowling_performance
352,42,0,35,0,13,1,0,5.0,1,0,0.226412802,0.018530849,0.024015138,0.000960606,0.002881817,0.085493892,0.016330294,0.968290372,0.001921211,1,1,0,1,0.028895302,0.042510445,5,3
353,60,0,56,1,30,4,0,5.6,2,0,0.501855932,0.030169303,0.018583659,0.006757694,0.0,0.048993283,0.0,0.85991658,0.002534135,1,2,0,0,0.022516806,0.066851503,5,2
354,60,0,59,1,29,5,1,5.9,0,0,0.374244742,0.052645,0.01991694,0.007242524,0.0,0.052508297,0.0,0.921611151,0.002715946,1,2,0,0,0.022765153,0.063799483,5,2
355,60,0,40,1,40,2,2,4.0,0,0,0.073292498,0.041133362,0.02148252,0.007811825,0.0,0.056635734,0.0,0.994054776,0.002929435,1,2,0,0,0.015509305,0.028497539,5,0
356,54,0,45,1,27,2,2,5.0,0,0,0.224676095,0.018388708,0.020971218,0.007625897,0.0,0.055287756,0.0,0.970395443,0.002859712,1,2,0,0,0.044691572,0.044215334,5,0
357,42,0,43,2,16,3,1,6.14,0,0,0.328026665,0.02448463,0.020339757,0.007396275,0.0,0.053622997,0.0,0.94117605,0.002773603,1,2,0,0,0.025748746,0.044408625,5,3
358,24,0,35,0,10,3,2,8.75,1,0,0.397065459,0.010262175,0.019763976,0.0071869,0.0,0.052105027,0.0,0.914533057,0.002695088,1,2,0,0,0.030254424,0.04222798,5,1
359,46,0,96,1,11,15,2,12.52,2,0,0.500635473,0.030095935,0.01011189,0.011797205,0.0,0.063199314,0.016010493,0.858668014,0.002527973,-1,1,1,0,0.022462047,0.078388469,5,2
360,48,0,71,0,17,11,0,8.88,1,0,0.373522974,0.052543469,0.010842834,0.012649973,0.0,0.067767711,0.01716782,0.920737301,0.002710708,-1,1,1,0,0.022721249,0.065377408,5,2
361,18,0,21,1,8,3,0,7.0,0,0,0.073149357,0.041053027,0.011694853,0.013643995,0.0,0.073092831,0.018516851,0.993087936,0.002923713,-1,1,1,0,0.015479015,0.021992269,5,4
362,42,0,59,0,9,3,1,8.43,1,0,0.395530481,0.010222503,0.010738676,0.012528455,0.0,0.067116723,0.017002903,0.91189254,0.002684669,-1,1,1,0,0.030137467,0.076952097,5,3
363,42,0,44,0,13,1,1,6.29,0,0,0.326788069,0.024392179,0.011052522,0.012894609,0.0,0.069078261,0.017499826,0.938543308,0.00276313,-1,1,1,0,0.025651521,0.075623565,5,3
364,24,0,20,0,7,0,0,5.0,1,0,0.224242719,0.018353238,0.011416782,0.013319579,0.0,0.071354886,0.018076571,0.969475053,0.002854195,-1,1,1,0,0.044605366,0.042102998,5,4
365,60,0,49,4,32,2,0,4.9,3,0,0.500439297,0.030084141,0.01263491,0.008423273,0.000842327,0.074967132,0.084232732,0.854962232,0.002526982,1,1,1,1,0.017268384,0.066662795,5,0
366,55,1,38,2,36,5,0,4.15,1,0,0.373004229,0.052470497,0.013534719,0.009023146,0.000902315,0.080306001,0.090231461,0.915849333,0.002706944,1,1,1,1,0.020681863,0.063588006,5,0
367,24,0,8,0,18,0,0,2.0,0,0,0.326917603,0.024401847,0.013821129,0.009214086,0.000921409,0.082005363,0.092140857,0.935229698,0.002764226,1,1,1,1,0.02041565,0.044258479,5,1
368,60,0,50,1,32,4,0,5.0,2,0,0.179443426,0.032959042,0.014394397,0.009596264,0.000959626,0.085406753,0.095962643,0.97402083,0.002878879,1,1,1,1,0.020408663,0.027731381,5,0
369,5,0,8,0,0,1,0,9.6,0,0,0.395904828,0.010232178,0.013436049,0.008957366,0.000895737,0.079720557,0.08957366,0.909172649,0.00268721,1,1,1,1,0.011805808,0.042104547,5,4
370,25,0,25,1,8,1,0,6.0,0,0,0.0,0.009143889,0.014647127,0.009764751,0.000976475,0.086906286,0.097647513,0.991122254,0.002929425,1,1,1,1,0.009377384,0.009897942,5,1
371,60,0,43,1,34,1,1,4.3,2,1,0.223895695,0.018324836,0.014248892,0.009499262,0.000949926,0.084543428,0.094992616,0.964175049,0.002849778,1,1,1,1,0.038554843,0.044061755,5,0
372,6,0,8,0,3,1,0,8.0,1,0,0.248919565,0.073989108,0.014115408,0.009410272,0.000941027,0.083751418,0.094102717,0.955142575,0.002823082,1,1,1,1,0.01972647,0.060925487,5,4
373,48,0,74,1,20,6,3,9.25,3,0,0.502439207,0.030204367,0.021142338,0.012685403,0.000845694,0.071038256,0.048204531,0.856687539,0.002537081,-1,2,0,0,0.016257359,0.0669292,5,2
374,60,0,60,1,29,6,0,6.0,1,0,0.374754143,0.052716657,0.022663693,0.013598216,0.000906548,0.07615001,0.051673221,0.918332857,0.002719643,-1,2,0,0,0.013706549,0.063886323,5,2
375,54,0,64,1,23,8,0,7.11,0,0,0.073381661,0.041183402,0.024441652,0.014664991,0.000977666,0.082123951,0.055726967,0.990375745,0.002932998,-1,2,0,0,0.024269387,0.028532207,5,2
376,54,0,35,0,25,0,0,3.89,0,0,0.250171087,0.074361112,0.023643962,0.014186377,0.000945758,0.079443712,0.053908233,0.958053339,0.002837275,-1,2,0,0,0.016813127,0.061231809,5,0
377,42,0,51,2,19,4,2,7.29,0,0,0.066672861,0.008607266,0.02448691,0.014692146,0.000979476,0.082276019,0.055830155,0.992209604,0.002938429,-1,2,0,0,0.009592551,0.014046965,5,3
378,42,0,36,1,17,1,0,5.14,1,0,0.225106491,0.018423934,0.02387658,0.014325948,0.000955063,0.08022531,0.054438603,0.967479041,0.00286519,-1,2,0,0,0.028728588,0.044300034,5,3
379,60,0,40,1,31,1,0,4.0,0,0,0.24834145,0.073817268,0.019715674,0.019715674,0.0,0.060085865,0.008449575,0.961373833,0.002816525,1,2,0,0,0.021820651,0.060783987,5,0
380,60,0,57,0,22,3,0,5.7,1,0,0.372175979,0.052353987,0.018906532,0.018906532,0.0,0.057619906,0.008102799,0.921918503,0.002700933,1,2,0,0,0.026018449,0.063446809,5,2
381,60,1,40,3,32,2,0,4.0,0,0,0.49951682,0.030028686,0.017656267,0.017656267,0.0,0.053809576,0.007566972,0.860953222,0.002522324,1,2,0,0,0.018183349,0.066539913,5,0
382,60,0,71,0,25,5,3,7.1,0,1,0.072824906,0.040870939,0.020375217,0.020375217,0.0,0.062095899,0.008732236,0.993534383,0.002910745,1,2,0,0,0.018515542,0.02831573,5,2
383,60,0,58,0,20,1,2,5.8,1,0,0.223469253,0.018289933,0.019910455,0.019910455,0.0,0.060679481,0.008533052,0.970871688,0.002844351,1,2,0,0,0.02540337,0.043977833,5,2
384,60,1,41,1,34,2,1,4.1,1,0,0.250405796,0.074430877,0.021772853,0.013253041,0.0,0.04259906,0.0,0.961792116,0.002839937,-1,2,0,1,0.022002036,0.061289256,5,0
385,57,0,40,2,36,3,1,4.21,1,0,0.375018121,0.052753791,0.020865285,0.012700608,0.0,0.040823384,0.0,0.921701293,0.002721559,-1,2,0,1,0.02621714,0.063931324,5,0
386,60,0,69,0,27,8,0,6.9,1,0,0.502838703,0.030228383,0.019466417,0.011849123,0.0,0.038086468,0.0,0.8599078,0.002539098,-1,2,0,1,0.018304272,0.066982416,5,2
387,60,0,40,3,31,1,1,4.0,0,0,0.073471995,0.041234099,0.022514001,0.013704174,0.0,0.044049132,0.0,0.99453152,0.002936609,-1,2,0,1,0.018680062,0.028567331,5,0
388,60,0,36,3,33,3,0,3.6,0,0,0.225364204,0.018445026,0.021991602,0.013386193,0.0,0.043027048,0.0,0.97145513,0.00286847,-1,2,0,1,0.025618783,0.044350751,5,0
389,60,0,67,0,26,7,1,6.7,1,0,0.376971964,0.053028638,0.031916946,0.005471477,0.0,0.022797819,0.004559564,0.921031878,0.002735738,-1,2,0,1,0.028813798,0.065981082,5,2
390,60,1,67,1,25,8,0,6.7,2,0,0.273813406,0.019490897,0.033202152,0.005691798,0.0,0.023715823,0.004743165,0.958119251,0.002845899,-1,2,0,1,0.055555833,0.042890066,5,2
391,60,0,54,0,18,3,0,5.4,0,0,0.252021379,0.074911094,0.033346369,0.00571652,0.0,0.023818835,0.004763767,0.962280944,0.00285826,-1,2,0,1,0.026684622,0.049335668,5,2
392,54,0,45,0,20,2,0,5.0,1,0,0.156665782,0.012080543,0.034121147,0.005849339,0.0,0.024372248,0.00487445,0.984638802,0.00292467,-1,2,0,1,0.036320401,0.051501094,5,0
393,60,0,57,2,23,3,1,5.7,2,0,0.07394162,0.041497663,0.034479425,0.005910759,0.0,0.024628161,0.004925632,0.994977702,0.002955379,-1,2,0,1,0.021735928,0.022230462,5,2
394,6,0,7,0,2,1,0,7.0,0,0,0.0,0.002556677,0.034620532,0.005934948,0.0,0.024728952,0.00494579,0.999049642,0.002967474,-1,2,0,1,0.00262661,0.002790118,5,4
395,48,1,44,0,26,6,0,5.5,0,0,0.505015983,0.030359271,0.023800859,0.007650276,0.0,0.032301166,0.002550092,0.857680965,0.002550092,-1,1,1,1,0.022519183,0.078943285,5,3
396,42,2,22,0,31,3,0,3.14,0,0,0.377522547,0.053106089,0.02557085,0.008219202,0.0,0.034703296,0.002739734,0.921463837,0.002739734,-1,1,1,1,0.028855882,0.052796316,5,1
397,48,1,37,2,31,5,0,4.63,0,2,0.273922661,0.019498674,0.02657232,0.008541103,0.0,0.036062435,0.002847034,0.957552539,0.002847034,-1,1,1,1,0.055578001,0.049946472,5,0
398,47,1,49,1,26,5,2,6.26,0,0,0.156733966,0.012085801,0.027308797,0.008777828,0.0,0.037061939,0.002925943,0.984092018,0.002925943,-1,1,1,1,0.036336208,0.057597277,5,3
399,42,0,23,1,28,0,1,3.29,2,0,0.073976442,0.041517206,0.02759653,0.008870313,0.0,0.037452434,0.002956771,0.994460688,0.002956771,-1,1,1,1,0.021746165,0.033442954,5,1
400,12,0,13,0,5,2,0,6.5,0,0,0.252221073,0.074970451,0.026698234,0.008581575,0.0,0.036233317,0.002860525,0.962089916,0.002860525,-1,1,1,1,0.026705766,0.048146641,5,4
401,48,0,29,0,28,2,0,3.63,3,0,0.507074762,0.030483036,0.025604879,0.007681464,0.0,0.046942279,0.020483903,0.858616952,0.002560488,-1,1,1,0,0.022610986,0.029450049,5,0
402,36,0,30,2,23,5,0,5.0,1,0,0.378489018,0.053242042,0.027467477,0.008240243,0.0,0.050357042,0.021973982,0.92107607,0.002746748,-1,1,1,0,0.028929754,0.029063612,5,1
403,43,0,44,1,24,6,0,6.14,3,0,0.274492509,0.019539237,0.028529571,0.008558871,0.0,0.052304213,0.022823657,0.956691603,0.002852957,-1,1,1,0,0.055693621,0.041946362,5,3
404,48,0,38,2,28,4,0,4.75,0,0,0.182075297,0.033442447,0.029211034,0.00876331,0.0,0.053553563,0.023368827,0.979543346,0.002921103,-1,1,1,0,0.029985029,0.031196508,5,0
405,36,0,46,0,12,5,0,7.67,0,0,0.074145129,0.041611877,0.029635134,0.00889054,0.0,0.054331079,0.023708107,0.993764821,0.002963513,-1,1,1,0,0.021795752,0.015728057,5,3
406,12,0,12,0,4,1,0,6.0,0,0,0.252912111,0.075175856,0.028683623,0.008605087,0.0,0.052586642,0.022946899,0.961857497,0.002868362,-1,1,1,0,0.026778935,0.0173251,5,4
407,42,2,24,1,33,4,0,3.43,0,1,0.502754482,0.07100244,0.019463156,0.012693363,0.0,0.071082832,0.032156519,0.852993979,0.002538673,-1,1,1,1,0.042288446,0.078589771,6,1
408,54,3,29,1,44,4,0,3.22,3,0,0.376242089,0.070988929,0.020933384,0.013652207,0.0,0.07645236,0.034585592,0.917428326,0.002730441,-1,1,1,1,0.035860617,0.052617245,6,0
409,36,1,18,0,31,3,0,3.0,1,0,0.329366344,0.038521628,0.021351136,0.013924654,0.0,0.077978064,0.035275791,0.935736763,0.002784931,-1,1,1,1,0.042389989,0.0681998,6,1
410,37,0,31,0,24,4,0,5.03,2,0,0.398442868,0.038432571,0.020734015,0.013522184,0.0,0.07572423,0.034256199,0.908690759,0.002704437,-1,1,1,1,0.035405765,0.072567521,6,1
411,36,0,18,1,26,1,1,3.0,0,0,0.226109765,0.055143814,0.022064356,0.014389797,0.0,0.080582866,0.036454153,0.966994386,0.002877959,-1,1,1,1,0.038329816,0.027595794,6,1
412,50,1,33,2,33,4,0,3.96,0,0,0.37624692,0.070989841,0.020933653,0.013652383,0.0,0.079183819,0.027304765,0.917440105,0.002730477,1,1,1,1,0.035861077,0.052617921,6,0
413,48,1,40,2,26,5,0,5.0,0,0,0.502760062,0.071003228,0.019463372,0.012693504,0.0,0.073622321,0.025387007,0.853003447,0.002538701,1,1,1,1,0.042288915,0.078590643,6,0
414,60,0,48,0,33,4,1,4.8,0,0,0.329370744,0.038522142,0.021351422,0.01392484,0.0,0.080764073,0.02784968,0.935749262,0.002784968,1,1,1,1,0.042390556,0.068200711,6,0
415,60,0,44,6,34,5,0,4.4,0,0,0.398447887,0.038433055,0.020734277,0.013522354,0.0,0.078429655,0.027044708,0.908702206,0.002704471,1,1,1,1,0.035406211,0.072568435,6,0
416,60,1,37,0,29,1,0,3.7,0,0,0.22611299,0.055144601,0.022064671,0.014390003,0.0,0.083462016,0.028780005,0.96700818,0.002878001,1,1,1,1,0.038330362,0.027596188,6,0
417,18,0,9,1,13,1,0,3.0,0,0,0.502948334,0.071029817,0.023703413,0.019470661,0.001693101,0.062644735,0.039787872,0.852476326,0.002539651,0,0,0,0,0.051410333,0.078620074,6,4
418,18,1,3,1,16,0,0,1.0,0,0,0.37666355,0.07106845,0.025512667,0.020956834,0.001822333,0.067426334,0.042824834,0.917544848,0.0027335,0,0,0,0,0.03048545,0.052676186,6,4
419,2,0,0,0,2,0,0,0.0,0,0,0.329439277,0.038530158,0.025998444,0.021355864,0.001857032,0.068710172,0.043640245,0.935015452,0.002785548,0,0,0,0,0.057526199,0.068214902,6,4
420,42,0,30,2,26,3,0,4.29,2,0,0.501483456,0.070822937,0.02279029,0.012661272,0.0,0.068370871,0.05064509,0.852525674,0.002532254,1,1,1,1,0.051260596,0.078391086,6,3
421,54,0,36,1,38,4,0,4.0,5,0,0.375393498,0.070828818,0.024518548,0.013621416,0.0,0.073555644,0.054485662,0.917175311,0.002724283,1,1,1,1,0.030382658,0.05249857,6,0
422,54,0,33,1,29,1,0,3.67,2,0,0.328285979,0.038395271,0.024982163,0.013878979,0.0,0.074946489,0.055515918,0.934517952,0.002775796,1,1,1,1,0.057324812,0.067976096,6,0
423,60,0,49,1,19,0,0,4.9,1,0,0.0,0.020414544,0.026570418,0.014761343,0.0,0.079711254,0.059045374,0.993930455,0.002952269,1,1,1,1,0.020792041,0.021916855,6,2
424,60,1,42,4,34,3,1,4.2,1,0,0.397393199,0.038331323,0.024275809,0.013486561,0.0,0.072827428,0.053946243,0.908095087,0.002697312,1,1,1,1,0.041735151,0.072376347,6,0
425,60,1,52,1,35,8,0,5.2,1,0,0.5019631,0.070890676,0.02365698,0.017742735,0.0,0.060832235,0.038020147,0.853341071,0.002534676,1,2,0,0,0.051309624,0.078466063,6,0
426,60,1,53,2,33,7,0,5.3,0,0,0.375809156,0.070907244,0.025454796,0.019091097,0.0,0.06545519,0.040909494,0.918190862,0.0027273,1,2,0,0,0.0304163,0.052556699,6,2
427,60,0,41,0,35,5,0,4.1,0,0,0.328663377,0.038439411,0.025937212,0.019452909,0.0,0.066695687,0.041684804,0.935592276,0.002778987,1,2,0,0,0.057390712,0.068054241,6,0
428,18,0,12,0,6,0,0,4.0,0,0,0.251256912,0.068232581,0.026596175,0.019947131,0.0,0.068390164,0.042743852,0.959362018,0.00284959,1,2,0,0,0.043826602,0.047962592,6,4
429,48,0,54,1,19,4,2,6.75,1,0,0.397824533,0.038372928,0.025202238,0.018901679,0.0,0.064805756,0.040503597,0.909080742,0.00270024,1,2,0,0,0.041780451,0.072454905,6,2
430,54,0,30,2,26,0,0,3.33,1,0,0.120069761,0.019399337,0.027376578,0.020532434,0.0,0.070396916,0.043998072,0.987512287,0.002933205,1,2,0,0,0.038126089,0.022396094,6,0
431,30,0,20,1,22,3,0,4.0,1,0,0.375674371,0.070881813,0.024536893,0.023628119,0.0,0.070884357,0.004543869,0.91786155,0.002726321,-1,2,0,0,0.02895008,0.065753966,6,1
432,60,0,83,0,18,8,2,8.3,0,2,0.502366166,0.0709476,0.022830406,0.021984835,0.0,0.065954505,0.004227853,0.854026287,0.002536712,-1,2,0,0,0.040836239,0.078659457,6,2
433,60,0,58,1,24,4,0,5.8,1,0,0.32898082,0.038476538,0.02503504,0.024107816,0.0,0.072323448,0.004636118,0.936495929,0.002781671,-1,2,0,0,0.031666544,0.076130999,6,2
434,60,0,70,3,21,8,0,7.0,0,0,0.398062436,0.038395876,0.024316691,0.023416073,0.0,0.070248219,0.004503091,0.90962438,0.002701855,-1,2,0,0,0.023576563,0.077444699,6,2
435,30,0,28,0,5,0,0,5.6,0,0,0.250451039,0.068013734,0.025564054,0.024617237,0.0,0.073851712,0.004734084,0.956284992,0.00284045,-1,2,0,0,0.094971408,0.049028258,6,1
436,60,0,52,0,22,3,0,5.2,1,0,0.225765355,0.055059819,0.025862182,0.024904323,0.0,0.07471297,0.004789293,0.96743718,0.002873576,-1,2,0,0,0.036940583,0.042388883,6,2
437,45,0,36,2,25,3,0,4.8,0,0,0.502987091,0.071035291,0.022858624,0.022858624,0.0,0.066882641,0.016932314,0.853388634,0.002539847,1,2,0,0,0.040886713,0.07875668,6,3
438,36,0,42,0,15,3,0,7.0,5,0,0.06109866,0.027733312,0.026581071,0.026581071,0.0,0.077774246,0.019689683,0.992360002,0.002953452,1,2,0,0,0.014315285,0.051538039,6,3
439,48,3,19,3,39,3,0,2.38,0,0,0.398620727,0.038449727,0.024350796,0.024350796,0.0,0.071248625,0.018037627,0.909096385,0.002705644,1,2,0,0,0.02360963,0.077553317,6,0
440,42,2,14,3,32,1,0,2.0,0,0,0.329469948,0.038533745,0.025072262,0.025072262,0.0,0.073359581,0.018572046,0.936031104,0.002785807,1,2,0,0,0.031713625,0.076244191,6,1
441,30,0,21,1,13,1,0,4.2,0,0,0.226123623,0.055147194,0.025903223,0.025903223,0.0,0.075790911,0.019187572,0.967053652,0.002878136,1,2,0,0,0.036999204,0.04245615,6,1
442,60,0,60,2,27,6,1,6.0,0,0,0.501612014,0.070841093,0.022796133,0.010131615,0.0,0.070077,0.057412482,0.851899921,0.002532904,-1,1,1,1,0.051273737,0.078541373,6,2
443,54,0,57,1,22,5,0,6.33,0,0,0.397366473,0.038328745,0.024274177,0.010788523,0.0,0.074620617,0.061134963,0.907134971,0.002697131,-1,1,1,1,0.041732344,0.077309297,6,2
444,36,0,42,0,15,4,0,7.0,4,0,0.060905935,0.027645832,0.026497226,0.011776545,0.0,0.081454435,0.066733754,0.990211144,0.002944136,-1,1,1,1,0.020759301,0.051375471,6,3
445,52,0,49,0,23,5,0,5.65,0,0,0.328202241,0.038385478,0.024975791,0.011100351,0.0,0.076777431,0.062901991,0.93335455,0.002775088,-1,1,1,1,0.057310189,0.075950825,6,3
446,54,0,36,1,22,0,0,4.0,0,0,0.225470929,0.054988014,0.025828455,0.011479313,0.0,0.079398583,0.065049441,0.965218913,0.002869828,-1,1,1,1,0.036834916,0.042333602,6,0
447,18,0,14,0,8,1,0,4.67,0,0,0.251023208,0.068169115,0.025622457,0.011387759,0.0,0.07876533,0.064530632,0.957520694,0.00284694,-1,1,1,1,0.043785837,0.049140266,6,4
448,24,0,19,0,8,1,0,4.75,0,0,0.119919923,0.019375128,0.0263659,0.011718178,0.0,0.081050728,0.066403006,0.98530343,0.002929544,-1,1,1,1,0.038078511,0.033931643,6,1
449,48,1,41,1,25,3,0,5.13,2,0,0.501497451,0.070824914,0.022790926,0.010129301,0.0,0.070060996,0.029543793,0.853393574,0.002532325,-1,1,1,1,0.051262027,0.078523435,6,3
450,36,0,51,0,18,8,1,8.5,1,0,0.397263574,0.03831882,0.024267891,0.010785729,0.0,0.074601294,0.031458377,0.908697687,0.002696432,-1,1,1,1,0.041721538,0.077289277,6,3
451,36,1,18,1,25,1,0,3.0,0,0,0.32811227,0.038374955,0.024968944,0.011097308,0.0,0.076756384,0.03236715,0.934948238,0.002774327,-1,1,1,1,0.057294479,0.075930004,6,1
452,48,0,52,1,26,4,1,6.5,1,2,0.154456666,0.017347606,0.026241694,0.011662975,0.0,0.080668911,0.034017011,0.982605647,0.002915744,-1,1,1,1,0.024213697,0.035273988,6,2
453,42,0,44,0,17,5,0,6.29,0,0,0.22540483,0.054971894,0.025820883,0.011475948,0.0,0.079375306,0.033471515,0.966848606,0.002868987,-1,1,1,1,0.036824117,0.042321192,6,3
454,36,0,37,1,14,2,0,6.17,0,0,0.11988329,0.019369209,0.026357845,0.011714598,0.0,0.081025969,0.034167577,0.98695487,0.002928649,-1,1,1,1,0.038066879,0.033921278,6,3
455,8,0,10,0,2,1,0,7.5,0,0,0.250950786,0.068149448,0.025615064,0.011384473,0.0,0.078742605,0.033204713,0.959141856,0.002846118,-1,1,1,1,0.043773204,0.049126088,6,4
456,60,0,64,3,24,8,0,6.4,1,0,0.503884484,0.071162027,0.022899407,0.016114397,0.000848126,0.052583823,0.005936883,0.85406306,0.002544379,-1,2,0,0,0.042383494,0.078897192,6,2
457,60,0,53,1,32,4,1,5.3,3,0,0.399315225,0.038516716,0.024393221,0.0171656,0.000903453,0.056014064,0.006324168,0.909776807,0.002710358,-1,2,0,0,0.035483283,0.077688434,6,2
458,30,0,29,0,17,4,0,5.8,0,0,0.330069788,0.0386039,0.025117909,0.017675565,0.000930293,0.057678161,0.00651205,0.936804969,0.002790879,-1,2,0,0,0.042480524,0.076383002,6,1
459,60,0,63,2,26,8,0,6.3,0,0,0.155361372,0.017449217,0.0263954,0.018574541,0.000977607,0.06061166,0.006843252,0.984450675,0.002932822,-1,2,0,0,0.01960797,0.035480599,6,2
460,60,0,50,1,25,2,0,5.0,1,0,0.181947841,0.033419037,0.026271527,0.018487371,0.00097302,0.060327211,0.006811137,0.979830666,0.002919059,-1,2,0,0,0.021190225,0.023103765,6,0
461,30,0,25,0,10,1,0,5.0,0,0,0.120545619,0.01947622,0.026503467,0.018650588,0.00098161,0.060859812,0.006871269,0.988481146,0.00294483,-1,2,0,0,0.044944481,0.034108686,6,1
462,60,0,39,2,36,2,0,3.9,1,0,0.505003209,0.032935051,0.02125023,0.003400037,0.003400037,0.069700753,0.027200294,0.856809262,0.001700018,1,2,0,0,0.042477594,0.043416004,7,0
463,60,1,50,1,38,5,1,5.0,2,0,0.377224066,0.022879588,0.022813065,0.00365009,0.00365009,0.074826853,0.029200723,0.919822777,0.001825045,1,2,0,0,0.035954212,0.053006886,7,0
464,42,0,38,1,16,2,0,5.43,1,0,0.329994418,0.042884616,0.023252012,0.003720322,0.003720322,0.0762666,0.029762576,0.937521134,0.001860161,1,2,0,0,0.042470823,0.035224194,7,3
465,42,0,52,1,18,5,2,7.43,0,0,0.399170499,0.031719563,0.02257813,0.003612501,0.003612501,0.074056266,0.028900006,0.910350197,0.00180625,1,2,0,0,0.035470423,0.052938399,7,3
466,60,0,28,1,39,1,0,2.8,1,0,0.226214818,0.041370693,0.023994138,0.003839062,0.003839062,0.078700774,0.030712497,0.967443661,0.001919531,1,2,0,0,0.038347624,0.044176856,7,0
467,36,0,34,0,13,3,0,5.67,1,0,0.120254618,0.022004116,0.024481006,0.003916961,0.003916961,0.080297699,0.031335688,0.987074158,0.00195848,1,2,0,0,0.044835983,0.025797301,7,3
468,42,0,40,1,23,3,1,5.71,0,0,0.504282671,0.032888059,0.020371114,0.0,0.018673521,0.077240472,0.046683802,0.855586768,0.000848796,1,2,0,1,0.042416987,0.043354058,7,3
469,42,1,45,1,21,4,1,6.43,1,0,0.376603967,0.022841977,0.021864541,0.0,0.020042496,0.082903052,0.05010624,0.918310729,0.000911023,1,2,0,1,0.035895108,0.052919751,7,3
470,30,0,15,1,20,1,0,3.0,1,0,0.329430936,0.042811389,0.022283816,0.0,0.020426831,0.084492802,0.051067078,0.93592027,0.000928492,1,2,0,1,0.042398302,0.035164047,7,1
471,24,0,22,0,14,2,1,5.5,1,0,0.398527737,0.031668487,0.021640103,0.0,0.019836761,0.082052056,0.049591902,0.908884311,0.000901671,1,2,0,1,0.035413307,0.052853156,7,1
472,30,0,34,2,12,3,0,6.8,3,0,0.12002706,0.021962477,0.023457293,0.0,0.021502519,0.088942237,0.053756297,0.985206317,0.000977387,1,2,0,1,0.04475114,0.025748484,7,1
473,12,0,9,0,3,0,0,4.5,0,0,0.251929532,0.025528295,0.022857748,0.0,0.020952936,0.086668963,0.05238234,0.960025436,0.000952406,1,2,0,1,0.029239632,0.046456374,7,4
474,18,0,20,0,4,2,0,6.67,0,0,0.225803562,0.041295482,0.022992497,0.0,0.021076455,0.087179883,0.052691138,0.965684862,0.000958021,1,2,0,1,0.038277909,0.044096543,7,4
475,36,1,38,0,18,4,1,6.33,0,0,0.503567917,0.032841445,0.02288502,0.00508556,0.003390373,0.066959874,0.031360954,0.857764459,0.001695187,1,2,0,1,0.040933927,0.04329261,7,3
476,30,1,17,2,21,1,0,3.4,3,0,0.376047212,0.022808209,0.024561245,0.005458054,0.003638703,0.071864383,0.033658002,0.92059184,0.001819351,1,2,0,1,0.028978812,0.052841517,7,1
477,36,0,19,0,25,2,0,3.17,0,0,0.328978999,0.042752657,0.025034901,0.005563311,0.003708874,0.073250266,0.034307087,0.938345182,0.001854437,1,2,0,1,0.031666368,0.035115807,7,1
478,30,0,16,1,17,1,0,3.2,0,0,0.398002144,0.031626721,0.024313008,0.005402891,0.003601927,0.071138061,0.033317826,0.911287569,0.001800964,1,2,0,1,0.023572992,0.052783451,7,1
479,36,0,23,1,19,0,1,3.83,1,0,0.225390326,0.041219909,0.025819221,0.005737605,0.00382507,0.075545129,0.035381896,0.967742663,0.001912535,1,2,0,1,0.036879219,0.044015843,7,1
480,24,0,15,3,14,1,0,3.75,1,0,0.119906518,0.021940421,0.026362952,0.005858434,0.003905623,0.077136045,0.036127009,0.988122506,0.001952811,1,2,0,1,0.009475265,0.025722625,7,1
481,60,0,53,1,28,4,0,5.3,0,0,0.380411108,0.02307289,0.02944743,0.014723715,0.0,0.022085573,0.001840464,0.921152432,0.002760697,-1,2,0,0,0.02109255,0.064850696,7,2
482,60,1,61,1,27,7,0,6.1,2,0,0.508510364,0.033163779,0.027389195,0.013694598,0.0,0.020541896,0.001711825,0.856768259,0.002567737,-1,2,0,0,0.017546888,0.06773793,7,2
483,48,0,46,1,22,6,0,5.75,0,0,0.333080821,0.043285712,0.030040942,0.015020471,0.0,0.022530706,0.001877559,0.939718215,0.002816338,-1,2,0,0,0.020800536,0.045092862,7,3
484,60,0,62,1,28,4,1,6.2,3,0,0.180007928,0.022234635,0.031382135,0.015691068,0.0,0.023536602,0.001961383,0.981672422,0.002942075,-1,2,0,0,0.022493636,0.03344453,7,2
485,24,0,17,0,8,0,0,4.25,0,0,0.254629039,0.025801839,0.030803569,0.015401784,0.0,0.023102677,0.001925223,0.963574141,0.002887835,-1,2,0,0,0.020178937,0.062322936,7,4
486,24,0,28,0,11,5,0,7.0,0,0,0.403001364,0.032023978,0.029177361,0.014588681,0.0,0.021883021,0.001823585,0.912704338,0.002735378,-1,2,0,0,0.012017426,0.042859264,7,1
487,24,0,33,0,8,3,1,8.25,0,0,0.121376737,0.02220944,0.031628087,0.015814043,0.0,0.023721065,0.001976755,0.989366092,0.002965133,-1,2,0,0,0.010360373,0.063214069,7,1
488,54,0,24,1,39,1,0,2.67,1,0,0.374919225,0.022739793,0.017231994,0.009976418,0.001813894,0.054416825,0.004534735,0.922365179,0.002720841,1,2,0,1,0.026210226,0.063914465,7,0
