batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity
16,9,0,67,7,1020,3
16,9,0,67,7,1020,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
25,15,0,59,0,1016,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
29,11,0,36,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
30,10,0,32,0,1012,3
29,13,0,27,0,1011,3
29,13,0,27,0,1011,3
29,13,0,27,0,1011,3
29,13,0,27,0,1011,3
29,13,0,27,0,1011,3
29,13,0,27,0,1011,3
29,13,0,27,0,1011,3
27,10,0,33,12,1009,3
27,10,0,33,12,1009,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
25,13,0,38,0,1014,3
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
28,1,3,76,78,1012,2
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
27,3,2,79,69,1010,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
26,12,0,70,6,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
22,9,0,85,28,1009,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
27,20,2,83,80,1008,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
33,12,0,55,0,1005,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
35,9,0,44,0,1003,3
23,12,1,92,100,1011,3
23,12,1,92,100,1011,3
23,12,1,92,100,1011,3
23,12,1,92,100,1011,3
23,12,1,92,100,1011,3
23,12,1,92,100,1011,3
23,12,1,92,100,1011,3
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
22,3,6,91,40,1013,2
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
28,5,2,70,33,1012,3
29,8,1,79,23,1011,3
29,8,1,79,23,1011,3
29,8,1,79,23,1011,3
29,8,1,79,23,1011,3
29,8,1,79,23,1011,3
29,8,1,79,23,1011,3
29,8,1,79,23,1011,3
29,8,1,79,23,1011,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
22,15,0,68,7,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
18,16,0,52,14,1010,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
26,12,0,40,2,1017,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
30,13,0,29,5,1012,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
27,6,0,41,17,1016,3
22,13,1,86,64,1019,3
22,13,1,86,64,1019,3
22,13,1,86,64,1019,3
22,13,1,86,64,1019,3
22,13,1,86,64,1019,3
22,13,1,86,64,1019,3
22,13,1,86,64,1019,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
24,17,0,61,11,1013,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
27,9,0,52,3,1012,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
15,5,1,65,34,1018,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
19,17,0,73,36,1019,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
15,14,0,83,100,1003,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
18,23,0,61,90,1013,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
16,18,0,57,24,1018,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
19,14,0,67,2,1026,3
18,32,0,62,55,1015,3
18,32,0,62,55,1015,3
18,32,0,62,55,1015,3
18,32,0,62,55,1015,3
18,32,0,62,55,1015,3
18,32,0,62,55,1015,3
18,32,0,62,55,1015,3
18,32,0,62,55,1015,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
19,9,0,56,9,1013,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
28,17,0,78,56,1008,3
27,13,0,86,23,1010,3
27,13,0,86,23,1010,3
27,13,0,86,23,1010,3
27,13,0,86,23,1010,3
27,13,0,86,23,1010,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,16,0,77,22,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
29,30,0,77,6,1009,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
30,31,0,67,9,1008,3
