performance,temp,wind,rain,humidity,cloud,pressure,viscosity
1,0.024591557,0.003934649,0.005901974,0.097382566,0.053117763,0.993498908,3
1,0.024591557,0.003934649,0.005901974,0.097382566,0.053117763,0.993498908,3
0,0.024591557,0.003934649,0.005901974,0.097382566,0.053117763,0.993498908,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
1,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
0,0.024632335,0.003941174,0.010838227,0.098529341,0.056161724,0.993175754,3
1,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
0,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
1,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
0,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
1,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
0,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
0,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
0,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
0,0.022667415,0.004927699,0.00098554,0.090669662,0.020696336,0.995395202,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
1,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
1,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.026617655,0.001971678,0.002957517,0.080838804,0.036476046,0.99569747,3
0,0.025612867,0.003940441,0.003940441,0.089645036,0.03644908,0.994961386,3
1,0.025612867,0.003940441,0.003940441,0.089645036,0.03644908,0.994961386,3
1,0.025612867,0.003940441,0.003940441,0.089645036,0.03644908,0.994961386,3
1,0.025612867,0.003940441,0.003940441,0.089645036,0.03644908,0.994961386,3
1,0.025612867,0.003940441,0.003940441,0.089645036,0.03644908,0.994961386,3
1,0.023623134,0.001968595,0.013780162,0.096461132,0.040356188,0.994140235,3
1,0.023623134,0.001968595,0.013780162,0.096461132,0.040356188,0.994140235,3
0,0.023623134,0.001968595,0.013780162,0.096461132,0.040356188,0.994140235,3
0,0.023623134,0.001968595,0.013780162,0.096461132,0.040356188,0.994140235,3
0,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
2,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
0,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
2,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
0,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
0,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
1,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
0,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
0,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
0,0.026657882,0.008885961,0.001974658,0.07602433,0.054303093,0.995227599,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
1,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
1,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
1,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
0,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,3
1,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,3
1,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,3
0,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,3
1,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,3
1,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
0,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,3
1,0.025608034,0.023638185,0.000984924,0.081748725,0.066974859,0.993788714,3
0,0.025608034,0.023638185,0.000984924,0.081748725,0.066974859,0.993788714,3
0,0.025608034,0.023638185,0.000984924,0.081748725,0.066974859,0.993788714,3
1,0.025608034,0.023638185,0.000984924,0.081748725,0.066974859,0.993788714,3
1,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
1,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
1,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
1,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
0,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
0,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
0,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
1,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
0,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
0,0.0296488,0.015812693,0,0.06226248,0.024707333,0.997187966,3
0,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
1,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
2,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
2,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
0,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
1,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
0,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
1,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
0,0.025577348,0.008853697,0.000983744,0.086569485,0.025577348,0.995549078,3
1,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
1,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
1,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
0,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
0,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
1,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
0,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
0,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
1,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
0,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
0,0.025622616,0.002956456,0,0.08080979,0.011825823,0.996325584,3
2,0.025653329,0.017759997,0.000986666,0.073999987,0.021706663,0.99653316,3
1,0.025653329,0.017759997,0.000986666,0.073999987,0.021706663,0.99653316,3
1,0.025653329,0.017759997,0.000986666,0.073999987,0.021706663,0.99653316,3
0,0.027661921,0.011855109,0,0.071130654,0.019758515,0.996817087,3
0,0.027661921,0.011855109,0,0.071130654,0.019758515,0.996817087,3
1,0.027661921,0.011855109,0,0.071130654,0.019758515,0.996817087,3
0,0.027661921,0.011855109,0,0.071130654,0.019758515,0.996817087,3
0,0.027661921,0.011855109,0,0.071130654,0.019758515,0.996817087,3
2,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
2,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
0,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
0,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
0,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
0,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
0,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
0,0.029718794,0.004953132,0,0.044578191,0,0.998551473,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
2,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
1,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
1,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
0,0.03175494,0.014885128,0,0.046640068,0,0.998295928,3
2,0.026585829,0.009846603,0,0.083696127,0.034463111,0.995491582,3
2,0.026585829,0.009846603,0,0.083696127,0.034463111,0.995491582,3
1,0.026597707,0.005910601,0.0009851,0.084718621,0.013791403,0.995936348,3
1,0.026597707,0.005910601,0.0009851,0.084718621,0.013791403,0.995936348,3
1,0.026597707,0.005910601,0.0009851,0.084718621,0.013791403,0.995936348,3
0,0.026597707,0.005910601,0.0009851,0.084718621,0.013791403,0.995936348,3
0,0.026597707,0.005910601,0.0009851,0.084718621,0.013791403,0.995936348,3
0,0.026597707,0.005910601,0.0009851,0.084718621,0.013791403,0.995936348,3
0,0.026597707,0.005910601,0.0009851,0.084718621,0.013791403,0.995936348,3
0,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
0,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
1,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
2,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
0,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
0,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
1,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
1,0.029691185,0.014845592,0,0.060372075,0,0.997623804,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
1,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
0,0.016599196,0.016599196,0.001952847,0.089830943,0.095689483,0.991069647,3
2,0.016490785,0.004850231,0,0.062082956,0.072753464,0.995267386,3
0,0.016490785,0.004850231,0,0.062082956,0.072753464,0.995267386,3
0,0.016490785,0.004850231,0,0.062082956,0.072753464,0.995267386,3
1,0.016490785,0.004850231,0,0.062082956,0.072753464,0.995267386,3
1,0.016490785,0.004850231,0,0.062082956,0.072753464,0.995267386,3
0,0.016490785,0.004850231,0,0.062082956,0.072753464,0.995267386,3
0,0.016490785,0.004850231,0,0.062082956,0.072753464,0.995267386,3
2,0.020585831,0.005881666,0,0.064698327,0.03823083,0.996942405,3
0,0.020585831,0.005881666,0,0.064698327,0.03823083,0.996942405,3
2,0.020585831,0.005881666,0,0.064698327,0.03823083,0.996942405,3
0,0.020585831,0.005881666,0,0.064698327,0.03823083,0.996942405,3
0,0.020585831,0.005881666,0,0.064698327,0.03823083,0.996942405,3
0,0.020585831,0.005881666,0,0.064698327,0.03823083,0.996942405,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
1,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
1,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.016872803,0.019850356,0.000992518,0.065506176,0.07741639,0.994502856,3
0,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
0,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
1,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
0,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
1,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
1,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
1,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
0,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
0,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
0,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
0,0.01677,0.021702353,0,0.067080001,0.009864706,0.997321782,3
1,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
1,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
0,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
0,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
0,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
0,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
1,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
0,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
1,0.015599433,0.005849787,0,0.072147377,0.040948511,0.996413776,3
1,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
1,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.026735583,0.014853101,0.004951034,0.066343853,0.018813928,0.99713821,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
1,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
1,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
0,0.02760964,0.025637523,0,0.077898626,0.025637523,0.995919147,3
2,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
1,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
1,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
0,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
1,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
0,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
0,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
0,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
0,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
0,0.026604317,0.022662936,0,0.078827605,0.046311218,0.995198514,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
1,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.028700256,0.016824288,0.002968992,0.071255807,0.0247416,0.996591635,3
0,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
0,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
0,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
1,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
1,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
0,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
0,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
0,0.026658766,0.014810425,0.001974723,0.078001574,0.021721957,0.996247948,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
1,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
0,0.026567006,0.011807558,0,0.041326454,0,0.998722634,3
1,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
1,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.027570115,0.011815763,0,0.047263054,0,0.998432011,3
0,0.026552459,0.012784518,0,0.06883971,0,0.997192367,3
1,0.026552459,0.012784518,0,0.06883971,0,0.997192367,3
1,0.026552459,0.012784518,0,0.06883971,0,0.997192367,3
0,0.026552459,0.012784518,0,0.06883971,0,0.997192367,3
0,0.026552459,0.012784518,0,0.06883971,0,0.997192367,3
1,0.026552459,0.012784518,0,0.06883971,0,0.997192367,3
0,0.026552459,0.012784518,0,0.06883971,0,0.997192367,3
