wickets,econ,performance
0,10.5,0.095238095
0,7.24,0.138121547
0,6.13,0.163132137
0,5.05,0.198019802
0,3.67,0.272479564
0,6.43,0.155520995
6,5.4,1.296296296
1,3.9,0.512820513
1,5,0.4
1,4.29,0.466200466
0,5.9,0.169491525
0,5.67,0.176366843
2,3.8,0.789473684
0,4.78,0.209205021
1,8.2,0.243902439
1,9.5,0.210526316
2,4,0.75
0,7.22,0.138504155
1,6.8,0.294117647
0,9.5,0.105263158
0,7.2,0.138888889
1,4.38,0.456621005
1,5.71,0.350262697
0,4.9,0.204081633
0,4.67,0.214132762
1,4,0.5
0,7,0.142857143
1,6.44,0.310559006
2,4.7,0.638297872
1,6.13,0.326264274
1,6.38,0.313479624
1,8.5,0.235294118
1,4.7,0.425531915
0,4.67,0.214132762
1,4.2,0.476190476
4,5.7,0.877192982
1,4.89,0.408997955
2,3.4,0.882352941
0,3.33,0.3003003
0,4.5,0.222222222
1,5,0.4
0,3.3,0.303030303
0,5.7,0.175438596
1,4.53,0.441501104
0,6,0.166666667
1,5.5,0.363636364
0,3.57,0.280112045
1,5.4,0.37037037
1,3.63,0.550964187
1,4.4,0.454545455
0,4,0.25
0,6.8,0.147058824
0,3.25,0.307692308
0,5.25,0.19047619
1,4.74,0.421940928
0,9,0.111111111
0,5.25,0.19047619
4,1.3,3.846153846
1,1.6,1.25
2,3.7,0.810810811
1,6.69,0.298953662
1,1.4,1.428571429
1,4,0.5
0,2.25,0.444444444
0,8.88,0.112612613
3,10,0.4
0,10.6,0.094339623
0,5.1,0.196078431
1,7,0.285714286
0,10,0.1
0,4,0.25
1,7.4,0.27027027
0,10,0.1
0,8.25,0.121212121
0,3.33,0.3003003
1,5,0.4
0,7.5,0.133333333
0,12,0.083333333
1,7,0.285714286
0,6.7,0.149253731
2,4.3,0.697674419
0,5.1,0.196078431
0,6,0.166666667
3,5.29,0.756143667
0,6.67,0.149925037
2,6.6,0.454545455
1,4,0.5
3,6.67,0.59970015
1,7.6,0.263157895
0,7.29,0.137174211
0,3.29,0.303951368
3,3.5,1.142857143
4,4.13,1.210653753
0,4.5,0.222222222
2,5.7,0.526315789
0,4,0.25
3,3,1.333333333
2,1.2,2.5
2,4.5,0.666666667
2,4,0.75
0,3.22,0.310559006
2,2.13,1.408450704
0,4.43,0.225733634
3,4.22,0.947867299
2,3.33,0.900900901
0,2,0.5
3,5,0.8
1,6.17,0.324149109
0,5.75,0.173913043
0,3.67,0.272479564
1,9.25,0.216216216
1,5.57,0.359066427
1,7.54,0.265251989
3,6,0.666666667
1,4.86,0.411522634
0,5.3,0.188679245
0,5.33,0.187617261
0,6.56,0.152439024
2,6.7,0.447761194
1,8.1,0.24691358
4,7.5,0.666666667
0,7,0.142857143
0,6.4,0.15625
3,9.2,0.434782609
1,10,0.2
2,8,0.375
1,10,0.2
0,9.33,0.107181136
1,6.5,0.307692308
1,5.5,0.363636364
6,3.22,2.173913043
1,5.25,0.380952381
0,7,0.142857143
2,6,0.5
4,2.3,2.173913043
1,4.6,0.434782609
1,6.11,0.327332242
1,6.8,0.294117647
0,8.33,0.120048019
2,5.43,0.552486188
0,6.33,0.157977883
1,6.6,0.303030303
1,4.3,0.465116279
5,6.11,0.981996727
2,3.9,0.769230769
0,4.4,0.227272727
1,3.67,0.544959128
0,7.4,0.135135135
1,4.6,0.434782609
1,6,0.333333333
5,4.4,1.363636364
1,5.2,0.384615385
1,6.4,0.3125
1,5.29,0.378071834
0,6.56,0.152439024
1,4.75,0.421052632
0,9.75,0.102564103
2,7.71,0.389105058
1,8.25,0.242424242
0,5.75,0.173913043
0,10.5,0.095238095
0,8,0.125
0,3,0.333333333
0,6.17,0.162074554
0,5.4,0.185185185
2,3.86,0.777202073
0,4.5,0.222222222
1,4.2,0.476190476
3,3.33,1.201201201
0,9,0.111111111
1,4.5,0.444444444
4,3.08,1.623376623
0,11.67,0.085689803
2,7.8,0.384615385
2,9,0.333333333
2,8,0.375
0,6,0.166666667
0,6.4,0.15625
0,5,0.2
0,10,0.1
2,4.5,0.666666667
1,6.56,0.304878049
0,10,0.1
0,9.86,0.101419878
0,5.6,0.178571429
0,6.8,0.147058824
0,5,0.2
3,9.3,0.430107527
0,6.88,0.145348837
0,8.56,0.11682243
0,4,0.25
1,5.4,0.37037037
0,6,0.166666667
0,7,0.142857143
0,5.29,0.189035917
1,8.6,0.23255814
1,5.2,0.384615385
0,7.33,0.136425648
0,5.25,0.19047619
0,5.69,0.175746924
2,4.33,0.692840647
1,9.4,0.212765957
2,6.88,0.436046512
1,6.57,0.304414003
1,4.15,0.481927711
3,3.71,1.078167116
1,6.8,0.294117647
2,6.25,0.48
1,8.63,0.23174971
0,6.22,0.160771704
0,7.6,0.131578947
1,4.5,0.444444444
3,4.1,0.975609756
0,5.43,0.184162063
0,7.5,0.133333333
1,6.4,0.3125
0,8.5,0.117647059
0,8,0.125
0,4.59,0.217864924
1,3.67,0.544959128
0,3,0.333333333
0,5.29,0.189035917
0,5.43,0.184162063
1,4,0.5
0,5.5,0.181818182
2,7.86,0.381679389
4,4.86,1.028806584
0,5.63,0.177619893
1,6.57,0.304414003
1,4.43,0.451467269
0,9.2,0.108695652
0,7,0.142857143
0,8,0.125
0,8.33,0.120048019
0,9.43,0.106044539
3,5.85,0.683760684
0,4.5,0.222222222
1,4.67,0.428265525
4,3.44,1.453488372
1,4.75,0.421052632
0,7,0.142857143
1,6.1,0.327868852
0,8.8,0.113636364
2,5.7,0.526315789
0,6.7,0.149253731
2,5,0.6
0,8.5,0.117647059
4,4.3,1.162790698
1,3.8,0.526315789
3,4,1
0,4.25,0.235294118
2,5.13,0.584795322
0,7.67,0.130378096
1,4.7,0.425531915
0,4.5,0.222222222
0,7.83,0.127713921
0,5.25,0.19047619
0,5.14,0.194552529
0,5.8,0.172413793
3,5.5,0.727272727
0,4.9,0.204081633
0,6.7,0.149253731
1,7.6,0.263157895
1,7.14,0.280112045
0,7,0.142857143
1,3,0.666666667
1,8.2,0.243902439
1,5.88,0.340136054
1,5.26,0.380228137
0,3.4,0.294117647
0,8.5,0.117647059
3,3.93,1.017811705
3,5.67,0.705467372
0,6,0.166666667
1,6.43,0.311041991
2,4.9,0.612244898
0,3.9,0.256410256
2,5.3,0.566037736
2,5.8,0.517241379
0,4.2,0.238095238
2,3.9,0.769230769
0,6.67,0.149925037
2,3.4,0.882352941
1,4.4,0.454545455
3,4.5,0.888888889
1,4,0.5
2,5.2,0.576923077
0,4.8,0.208333333
0,6.56,0.152439024
1,6.67,0.299850075
1,5.9,0.338983051
0,4,0.25
2,6.3,0.476190476
2,5.68,0.528169014
0,5.6,0.178571429
1,7.86,0.254452926
0,6.2,0.161290323
1,5.4,0.37037037
1,5.57,0.359066427
