bowling_performance,player_name,temp,wind,rain,humidity,cloud,pressure,viscosity,inning,bowling_session,toss,venue_name,opposition_name
best,Ashan Priyanjan,32,5,0,29,0,1015,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Angelo Perera,32,5,0,29,0,1015,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Angelo Mathews,32,5,0,29,0,1015,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Lasith Malinga,26,23,0,72,5,1012,Excellent,inning1,night,won,"Khan Shaheb Osman Ali Stadium, Fatullah",Pakistan
best,Suranga Lakmal,26,23,0,72,5,1012,Excellent,inning1,night,won,"Khan Shaheb Osman Ali Stadium, Fatullah",Pakistan
best,Sachithra Senanayake,26,23,0,72,5,1012,Excellent,inning1,night,won,"Khan Shaheb Osman Ali Stadium, Fatullah",Pakistan
best,Chaturanga de Silva,26,23,0,72,5,1012,Excellent,inning1,night,won,"Khan Shaheb Osman Ali Stadium, Fatullah",Pakistan
best,Thisara Perera,26,23,0,72,5,1012,Excellent,inning1,night,won,"Khan Shaheb Osman Ali Stadium, Fatullah",Pakistan
best,Angelo Mathews,26,23,0,72,5,1012,Excellent,inning1,night,won,"Khan Shaheb Osman Ali Stadium, Fatullah",Pakistan
best,Lasith Malinga,26,28,0,71,3,1013,Excellent,inning2,day,won,"Khan Shaheb Osman Ali Stadium, Fatullah",India
good,Angelo Mathews,26,28,0,71,3,1013,Excellent,inning2,day,won,"Khan Shaheb Osman Ali Stadium, Fatullah",India
good,Sachithra Senanayake,26,28,0,71,3,1013,Excellent,inning2,day,won,"Khan Shaheb Osman Ali Stadium, Fatullah",India
best,Thisara Perera,26,28,0,71,3,1013,Excellent,inning2,day,won,"Khan Shaheb Osman Ali Stadium, Fatullah",India
good,Ajantha Mendis,26,28,0,71,3,1013,Excellent,inning2,day,won,"Khan Shaheb Osman Ali Stadium, Fatullah",India
best,Chaturanga de Silva,26,28,0,71,3,1013,Excellent,inning2,day,won,"Khan Shaheb Osman Ali Stadium, Fatullah",India
best,Lasith Malinga,26,8,0,36,6,1011,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Afghanistan
good,Suranga Lakmal,26,8,0,36,6,1011,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Afghanistan
good,Thisara Perera,26,8,0,36,6,1011,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Afghanistan
good,Chaturanga de Silva,26,8,0,36,6,1011,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Afghanistan
good,Ajantha Mendis,26,8,0,36,6,1011,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Afghanistan
good,Suranga Lakmal,32,12,0,24,5,1011,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Thisara Perera,32,12,0,24,5,1011,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Sachithra Senanayake,32,12,0,24,5,1011,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Chaturanga de Silva,32,12,0,24,5,1011,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Ajantha Mendis,32,12,0,24,5,1011,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Ashan Priyanjan,32,12,0,24,5,1011,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Lasith Malinga,33,11,0,20,2,1013,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
good,Suranga Lakmal,33,11,0,20,2,1013,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
best,Sachithra Senanayake,33,11,0,20,2,1013,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
best,Thisara Perera,33,11,0,20,2,1013,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
good,Angelo Mathews,33,11,0,20,2,1013,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
best,Chaturanga de Silva,33,11,0,20,2,1013,Excellent,inning2,day,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
good,Suranga Lakmal,13,28,1,76,57,1000,Excellent,inning1,day,lost,"Castle Avenue, Dublin",Ireland
good,Nuwan Kulasekara,13,28,1,76,57,1000,Excellent,inning1,day,lost,"Castle Avenue, Dublin",Ireland
good,Angelo Mathews,13,28,1,76,57,1000,Excellent,inning1,day,lost,"Castle Avenue, Dublin",Ireland
good,Sachithra Senanayake,13,28,1,76,57,1000,Excellent,inning1,day,lost,"Castle Avenue, Dublin",Ireland
good,Ajantha Mendis,13,28,1,76,57,1000,Excellent,inning1,day,lost,"Castle Avenue, Dublin",Ireland
good,Ashan Priyanjan,13,28,1,76,57,1000,Excellent,inning1,day,lost,"Castle Avenue, Dublin",Ireland
best,Kithuruwan Vithanage,13,28,1,76,57,1000,Excellent,inning1,day,lost,"Castle Avenue, Dublin",Ireland
poor,Lasith Malinga,18,19,0,66,33,1002,Excellent,inning2,day,won,"Kennington Oval, London",England
best,Nuwan Kulasekara,18,19,0,66,33,1002,Excellent,inning2,day,won,"Kennington Oval, London",England
best,Suranga Lakmal,18,19,0,66,33,1002,Excellent,inning2,day,won,"Kennington Oval, London",England
poor,Thisara Perera,18,19,0,66,33,1002,Excellent,inning2,day,won,"Kennington Oval, London",England
good,Angelo Mathews,18,19,0,66,33,1002,Excellent,inning2,day,won,"Kennington Oval, London",England
good,Sachithra Senanayake,18,19,0,66,33,1002,Excellent,inning2,day,won,"Kennington Oval, London",England
good,Nuwan Kulasekara,14,12,0,80,71,1016,Excellent,inning1,day,lost,"Riverside Ground, Chester-le-Street",England
good,Lasith Malinga,14,12,0,80,71,1016,Excellent,inning1,day,lost,"Riverside Ground, Chester-le-Street",England
best,Dhammika Prasad,14,12,0,80,71,1016,Excellent,inning1,day,lost,"Riverside Ground, Chester-le-Street",England
good,Sachithra Senanayake,14,12,0,80,71,1016,Excellent,inning1,day,lost,"Riverside Ground, Chester-le-Street",England
good,Angelo Mathews,14,12,0,80,71,1016,Excellent,inning1,day,lost,"Riverside Ground, Chester-le-Street",England
best,Tillakaratne Dilshan,14,12,0,80,71,1016,Excellent,inning1,day,lost,"Riverside Ground, Chester-le-Street",England
best,Nuwan Kulasekara,11,11,2,98,100,1015,Excellent,inning1,night,lost,"Old Trafford, Manchester",England
good,Lasith Malinga,11,11,2,98,100,1015,Excellent,inning1,night,lost,"Old Trafford, Manchester",England
poor,Rangana Herath,11,11,2,98,100,1015,Excellent,inning1,night,lost,"Old Trafford, Manchester",England
poor,Sachithra Senanayake,11,11,2,98,100,1015,Excellent,inning1,night,lost,"Old Trafford, Manchester",England
best,Ashan Priyanjan,11,11,2,98,100,1015,Excellent,inning1,night,lost,"Old Trafford, Manchester",England
poor,Nuwan Kulasekara,19,5,0,60,35,1024,Excellent,inning1,day,lost,"Lord's, London",England
good,Lasith Malinga,19,5,0,60,35,1024,Excellent,inning1,day,lost,"Lord's, London",England
good,Angelo Mathews,19,5,0,60,35,1024,Excellent,inning1,day,lost,"Lord's, London",England
best,Sachithra Senanayake,19,5,0,60,35,1024,Excellent,inning1,day,lost,"Lord's, London",England
best,Ajantha Mendis,19,5,0,60,35,1024,Excellent,inning1,day,lost,"Lord's, London",England
best,Ashan Priyanjan,19,5,0,60,35,1024,Excellent,inning1,day,lost,"Lord's, London",England
best,Nuwan Kulasekara,16,11,1,79,71,1010,Excellent,inning2,day,lost,"Edgbaston, Birmingham",England
good,Lasith Malinga,16,11,1,79,71,1010,Excellent,inning2,day,lost,"Edgbaston, Birmingham",England
good,Sachithra Senanayake,16,11,1,79,71,1010,Excellent,inning2,day,lost,"Edgbaston, Birmingham",England
best,Ajantha Mendis,16,11,1,79,71,1010,Excellent,inning2,day,lost,"Edgbaston, Birmingham",England
good,Tillakaratne Dilshan,16,11,1,79,71,1010,Excellent,inning2,day,lost,"Edgbaston, Birmingham",England
good,Ashan Priyanjan,16,11,1,79,71,1010,Excellent,inning2,day,lost,"Edgbaston, Birmingham",England
good,Angelo Mathews,16,11,1,79,71,1010,Excellent,inning2,day,lost,"Edgbaston, Birmingham",England
best,Lasith Malinga,29,18,10,71,25,1009,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Nuwan Kulasekara,29,18,10,71,25,1009,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Sachithra Senanayake,29,18,10,71,25,1009,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Angelo Mathews,29,18,10,71,25,1009,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Ajantha Mendis,29,18,10,71,25,1009,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
best,Ashan Priyanjan,29,18,10,71,25,1009,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
poor,Tillakaratne Dilshan,29,18,10,71,25,1009,Average,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",South Africa
good,Lasith Malinga,22,14,0,86,14,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,South Africa
poor,Nuwan Kulasekara,22,14,0,86,14,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,South Africa
best,Sachithra Senanayake,22,14,0,86,14,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,South Africa
good,Angelo Mathews,22,14,0,86,14,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,South Africa
good,Ajantha Mendis,22,14,0,86,14,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,South Africa
good,Tillakaratne Dilshan,22,14,0,86,14,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,South Africa
poor,Ashan Priyanjan,22,14,0,86,14,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,South Africa
poor,Lasith Malinga,31,36,0,59,16,1007,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",South Africa
best,Sachithra Senanayake,31,36,0,59,16,1007,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",South Africa
best,Angelo Mathews,31,36,0,59,16,1007,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",South Africa
best,Ajantha Mendis,31,36,0,59,16,1007,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",South Africa
good,Rangana Herath,31,36,0,59,16,1007,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",South Africa
best,Tillakaratne Dilshan,31,36,0,59,16,1007,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",South Africa
best,Lasith Malinga,27,21,0,79,100,1009,Excellent,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Nuwan Kulasekara,27,21,0,79,100,1009,Excellent,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Angelo Mathews,27,21,0,79,100,1009,Excellent,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Thisara Perera,27,21,0,79,100,1009,Excellent,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Rangana Herath,27,21,0,79,100,1009,Excellent,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
poor,Tillakaratne Dilshan,27,21,0,79,100,1009,Excellent,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Nuwan Kulasekara,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
poor,Lasith Malinga,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
good,Rangana Herath,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
poor,Angelo Mathews,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
good,Seekkuge Prasanna,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Thisara Perera,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Tillakaratne Dilshan,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
best,Ashan Priyanjan,26,20,0,84,26,1011,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Pakistan
good,Dhammika Prasad,29,6,0,68,26,1013,Excellent,inning2,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Lasith Malinga,29,6,0,68,26,1013,Excellent,inning2,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Angelo Mathews,29,6,0,68,26,1013,Excellent,inning2,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Rangana Herath,29,6,0,68,26,1013,Excellent,inning2,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Thisara Perera,29,6,0,68,26,1013,Excellent,inning2,day,lost,Rangiri Dambulla International Stadium,Pakistan
good,Seekkuge Prasanna,29,6,0,68,26,1013,Excellent,inning2,day,lost,Rangiri Dambulla International Stadium,Pakistan
best,Dhammika Prasad,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
best,Lahiru Gamage,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
poor,Angelo Mathews,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
best,Thisara Perera,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
poor,Suraj Randiv,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
poor,Seekkuge Prasanna,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
best,Tillakaratne Dilshan,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
best,Ashan Priyanjan,30,4,0,64,0,1011,Excellent,inning2,day,won,"Barabati Stadium, Cuttack",India
best,Angelo Mathews,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
good,Lahiru Gamage,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
best,Dhammika Prasad,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
poor,Thisara Perera,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
best,Suraj Randiv,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
best,Tillakaratne Dilshan,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
best,Seekkuge Prasanna,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
best,Ashan Priyanjan,29,6,0,43,0,1012,Excellent,inning1,day,won,"Sardar Patel (Gujarat) Stadium, Motera, Ahmedabad",India
good,Nuwan Kulasekara,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
poor,Lahiru Gamage,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
best,Seekkuge Prasanna,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
good,Thisara Perera,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
poor,Chaturanga de Silva,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
best,Angelo Mathews,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
good,Tillakaratne Dilshan,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
good,Ashan Priyanjan,23,9,0,58,27,1013,Excellent,inning1,day,won,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India
poor,Nuwan Kulasekara,29,10,0,42,0,1013,Excellent,inning2,day,lost,"Eden Gardens, Kolkata",India
best,Angelo Mathews,29,10,0,42,0,1013,Excellent,inning2,day,lost,"Eden Gardens, Kolkata",India
poor,Shaminda Eranga,29,10,0,42,0,1013,Excellent,inning2,day,lost,"Eden Gardens, Kolkata",India
poor,Thisara Perera,29,10,0,42,0,1013,Excellent,inning2,day,lost,"Eden Gardens, Kolkata",India
best,Seekkuge Prasanna,29,10,0,42,0,1013,Excellent,inning2,day,lost,"Eden Gardens, Kolkata",India
poor,Ajantha Mendis,29,10,0,42,0,1013,Excellent,inning2,day,lost,"Eden Gardens, Kolkata",India
poor,Tillakaratne Dilshan,29,10,0,42,0,1013,Excellent,inning2,day,lost,"Eden Gardens, Kolkata",India
good,Angelo Mathews,17,10,0,43,17,1014,Excellent,inning1,day,won,"JSCA International Stadium Complex, Ranchi",India
best,Lahiru Gamage,17,10,0,43,17,1014,Excellent,inning1,day,won,"JSCA International Stadium Complex, Ranchi",India
best,Shaminda Eranga,17,10,0,43,17,1014,Excellent,inning1,day,won,"JSCA International Stadium Complex, Ranchi",India
good,Seekkuge Prasanna,17,10,0,43,17,1014,Excellent,inning1,day,won,"JSCA International Stadium Complex, Ranchi",India
best,Thisara Perera,17,10,0,43,17,1014,Excellent,inning1,day,won,"JSCA International Stadium Complex, Ranchi",India
best,Ajantha Mendis,17,10,0,43,17,1014,Excellent,inning1,day,won,"JSCA International Stadium Complex, Ranchi",India
best,Tillakaratne Dilshan,17,10,0,43,17,1014,Excellent,inning1,day,won,"JSCA International Stadium Complex, Ranchi",India
best,Angelo Mathews,26,24,3,86,26,1008,Good,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
poor,Dhammika Prasad,26,24,3,86,26,1008,Good,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Tillakaratne Dilshan,26,24,3,86,26,1008,Good,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Ajantha Mendis,26,24,3,86,26,1008,Good,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Rangana Herath,26,24,3,86,26,1008,Good,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Thisara Perera,26,24,3,86,26,1008,Good,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Jeevan Mendis,26,24,3,86,26,1008,Good,inning1,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Angelo Mathews,29,23,0,67,61,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Tillakaratne Dilshan,29,23,0,67,61,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Rangana Herath,29,23,0,67,61,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Ajantha Mendis,29,23,0,67,61,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Thisara Perera,29,23,0,67,61,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Jeevan Mendis,29,23,0,67,61,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Dhammika Prasad,29,23,0,67,61,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Angelo Mathews,25,15,0,86,35,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",England
poor,Tillakaratne Dilshan,25,15,0,86,35,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",England
best,Thisara Perera,25,15,0,86,35,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",England
poor,Ajantha Mendis,25,15,0,86,35,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",England
best,Jeevan Mendis,25,15,0,86,35,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",England
poor,Dhammika Prasad,25,15,0,86,35,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",England
best,Rangana Herath,25,15,0,86,35,1012,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",England
good,Angelo Mathews,30,6,0,65,40,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Dhammika Prasad,30,6,0,65,40,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Tillakaratne Dilshan,30,6,0,65,40,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
poor,Thisara Perera,30,6,0,65,40,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Rangana Herath,30,6,0,65,40,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Jeevan Mendis,30,6,0,65,40,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Ajantha Mendis,30,6,0,65,40,1011,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Tillakaratne Dilshan,22,3,0,93,37,1012,Excellent,inning1,night,lost,Pallekele International Cricket Stadium,England
good,Sachithra Senanayake,22,3,0,93,37,1012,Excellent,inning1,night,lost,Pallekele International Cricket Stadium,England
good,Angelo Mathews,22,3,0,93,37,1012,Excellent,inning1,night,lost,Pallekele International Cricket Stadium,England
best,Dhammika Prasad,22,3,0,93,37,1012,Excellent,inning1,night,lost,Pallekele International Cricket Stadium,England
best,Jeevan Mendis,22,3,0,93,37,1012,Excellent,inning1,night,lost,Pallekele International Cricket Stadium,England
best,Ajantha Mendis,22,3,0,93,37,1012,Excellent,inning1,night,lost,Pallekele International Cricket Stadium,England
good,Thisara Perera,22,3,0,93,37,1012,Excellent,inning1,night,lost,Pallekele International Cricket Stadium,England
good,Sachithra Senanayake,24,6,0,86,64,1011,Excellent,inning1,day,won,Pallekele International Cricket Stadium,England
best,Tillakaratne Dilshan,24,6,0,86,64,1011,Excellent,inning1,day,won,Pallekele International Cricket Stadium,England
best,Seekkuge Prasanna,24,6,0,86,64,1011,Excellent,inning1,day,won,Pallekele International Cricket Stadium,England
good,Suranga Lakmal,24,6,0,86,64,1011,Excellent,inning1,day,won,Pallekele International Cricket Stadium,England
best,Jeevan Mendis,24,6,0,86,64,1011,Excellent,inning1,day,won,Pallekele International Cricket Stadium,England
best,Thisara Perera,24,6,0,86,64,1011,Excellent,inning1,day,won,Pallekele International Cricket Stadium,England
best,Dilruwan Perera,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Tillakaratne Dilshan,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Suranga Lakmal,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Thisara Perera,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Angelo Mathews,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Seekkuge Prasanna,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
best,Jeevan Mendis,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Mahela Jayawardene,26,2,0,86,25,1012,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",England
good,Nuwan Kulasekara,25,5,0,36,22,1010,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Shaminda Eranga,25,5,0,36,22,1010,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
good,Sachithra Senanayake,25,5,0,36,22,1010,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
poor,Angelo Mathews,25,5,0,36,22,1010,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
good,Tillakaratne Dilshan,25,5,0,36,22,1010,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
good,Thisara Perera,25,5,0,36,22,1010,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
best,Jeevan Mendis,25,5,0,36,22,1010,Excellent,inning1,day,won,"Hagley Oval, Christchurch",New Zealand
best,Nuwan Kulasekara,27,2,0,52,44,1009,Excellent,inning2,day,lost,"Seddon Park, Hamilton",New Zealand
poor,Thisara Perera,27,2,0,52,44,1009,Excellent,inning2,day,lost,"Seddon Park, Hamilton",New Zealand
best,Sachithra Senanayake,27,2,0,52,44,1009,Excellent,inning2,day,lost,"Seddon Park, Hamilton",New Zealand
good,Rangana Herath,27,2,0,52,44,1009,Excellent,inning2,day,lost,"Seddon Park, Hamilton",New Zealand
good,Jeevan Mendis,27,2,0,52,44,1009,Excellent,inning2,day,lost,"Seddon Park, Hamilton",New Zealand
good,Tillakaratne Dilshan,27,2,0,52,44,1009,Excellent,inning2,day,lost,"Seddon Park, Hamilton",New Zealand
good,Angelo Mathews,27,2,0,52,44,1009,Excellent,inning2,day,lost,"Seddon Park, Hamilton",New Zealand
best,Nuwan Kulasekara,22,17,1,76,99,1007,Excellent,inning0,day,won,"Eden Park, Auckland",New Zealand
best,Dhammika Prasad,22,17,1,76,99,1007,Excellent,inning0,day,won,"Eden Park, Auckland",New Zealand
good,Angelo Mathews,22,17,1,76,99,1007,Excellent,inning0,day,won,"Eden Park, Auckland",New Zealand
good,Sachithra Senanayake,22,17,1,76,99,1007,Excellent,inning0,day,won,"Eden Park, Auckland",New Zealand
poor,Thisara Perera,22,17,1,76,99,1007,Excellent,inning0,day,won,"Eden Park, Auckland",New Zealand
best,Nuwan Kulasekara,22,16,0,37,4,1015,Excellent,inning1,day,won,"Saxton Oval, Nelson",New Zealand
