bowling_performance,player_name,temp,wind,rain,humidity,cloud,pressure,viscosity,inning,bowling_session,toss,venue_name,opposition_name
good,Jeevan Mendis,17,9,0,75,22,1022,Excellent,inning1,day,lost,"Grange Cricket Club, Raeburn Place, Edinburgh",Scotland
good,Nuwan Kulasekara,24,11,0,81,18,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
poor,Suranga Lakmal,24,11,0,81,18,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
best,Ajantha Mendis,24,11,0,81,18,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
best,Suraj Randiv,24,11,0,81,18,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
good,Jeevan Mendis,24,11,0,81,18,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
good,Tillakaratne Dilshan,24,11,0,81,18,1009,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Australia
best,Lasith Malinga,27,24,0,82,47,1010,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
best,Nuwan Kulasekara,27,24,0,82,47,1010,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
best,Angelo Mathews,27,24,0,82,47,1010,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
best,Rangana Herath,27,24,0,82,47,1010,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
good,Ajantha Mendis,27,24,0,82,47,1010,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
good,Jeevan Mendis,27,24,0,82,47,1010,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
best,Tillakaratne Dilshan,27,24,0,82,47,1010,Excellent,inning1,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
good,Lasith Malinga,26,25,0,84,44,1010,Excellent,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
best,Nuwan Kulasekara,26,25,0,84,44,1010,Excellent,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
best,Shaminda Eranga,26,25,0,84,44,1010,Excellent,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
good,Tillakaratne Dilshan,26,25,0,84,44,1010,Excellent,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
best,Jeevan Mendis,26,25,0,84,44,1010,Excellent,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
good,Ajantha Mendis,26,25,0,84,44,1010,Excellent,inning1,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Australia
good,Lasith Malinga,27,11,2,82,27,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Ajantha Mendis,27,11,2,82,27,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
poor,Tillakaratne Dilshan,27,11,2,82,27,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Nuwan Kulasekara,27,11,2,82,27,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Shaminda Eranga,27,11,2,82,27,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Seekkuge Prasanna,27,11,2,82,27,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Lasith Malinga,28,18,5,72,50,1008,Good,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Shaminda Eranga,28,18,5,72,50,1008,Good,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Seekkuge Prasanna,28,18,5,72,50,1008,Good,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Angelo Mathews,28,18,5,72,50,1008,Good,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Jeevan Mendis,28,18,5,72,50,1008,Good,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
good,Ajantha Mendis,28,18,5,72,50,1008,Good,inning2,day,won,"R.Premadasa Stadium, Khettarama, Colombo",Australia
best,Lasith Malinga,26,15,0,48,0,1016,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
good,Suranga Lakmal,26,15,0,48,0,1016,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
best,Dilhara Fernando,26,15,0,48,0,1016,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
best,Seekkuge Prasanna,26,15,0,48,0,1016,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
best,Kosala Kulasekara,26,15,0,48,0,1016,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
good,Lasith Malinga,26,13,0,59,0,1015,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
good,Thisara Perera,26,13,0,59,0,1015,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
best,Dilhara Fernando,26,13,0,59,0,1015,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
good,Seekkuge Prasanna,26,13,0,59,0,1015,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
good,Tillakaratne Dilshan,26,13,0,59,0,1015,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
best,Jeevan Mendis,26,13,0,59,0,1015,Excellent,inning1,night,won,Dubai International Cricket Stadium,Pakistan
best,Lasith Malinga,28,12,0,58,0,1013,Excellent,inning2,day,lost,Dubai International Cricket Stadium,Pakistan
good,Thisara Perera,28,12,0,58,0,1013,Excellent,inning2,day,lost,Dubai International Cricket Stadium,Pakistan
best,Dilhara Fernando,28,12,0,58,0,1013,Excellent,inning2,day,lost,Dubai International Cricket Stadium,Pakistan
good,Tillakaratne Dilshan,28,12,0,58,0,1013,Excellent,inning2,day,lost,Dubai International Cricket Stadium,Pakistan
good,Seekkuge Prasanna,28,12,0,58,0,1013,Excellent,inning2,day,lost,Dubai International Cricket Stadium,Pakistan
best,Jeevan Mendis,28,12,0,58,0,1013,Excellent,inning2,day,lost,Dubai International Cricket Stadium,Pakistan
good,Lasith Malinga,30,11,0,46,0,1013,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
good,Thisara Perera,30,11,0,46,0,1013,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
good,Dilhara Fernando,30,11,0,46,0,1013,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
good,Jeevan Mendis,30,11,0,46,0,1013,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
best,Seekkuge Prasanna,30,11,0,46,0,1013,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
good,Tillakaratne Dilshan,30,11,0,46,0,1013,Excellent,inning2,day,lost,Sharjah Cricket Stadium,Pakistan
good,Lasith Malinga,25,26,3,72,22,1015,Good,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Thisara Perera,25,26,3,72,22,1015,Good,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Seekkuge Prasanna,25,26,3,72,22,1015,Good,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Dilhara Fernando,25,26,3,72,22,1015,Good,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Angelo Mathews,25,26,3,72,22,1015,Good,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Jeevan Mendis,25,26,3,72,22,1015,Good,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
best,Tillakaratne Dilshan,25,26,3,72,22,1015,Good,inning1,night,won,"Sheikh Zayed Stadium, Abu Dhabi",Pakistan
good,Lasith Malinga,26,14,0,40,0,1009,Excellent,inning2,day,lost,"Boland Park, Paarl",South Africa
best,Nuwan Kulasekara,26,14,0,40,0,1009,Excellent,inning2,day,lost,"Boland Park, Paarl",South Africa
best,Dilhara Fernando,26,14,0,40,0,1009,Excellent,inning2,day,lost,"Boland Park, Paarl",South Africa
best,Angelo Mathews,26,14,0,40,0,1009,Excellent,inning2,day,lost,"Boland Park, Paarl",South Africa
best,Kosala Kulasekara,26,14,0,40,0,1009,Excellent,inning2,day,lost,"Boland Park, Paarl",South Africa
poor,Tillakaratne Dilshan,26,14,0,40,0,1009,Excellent,inning2,day,lost,"Boland Park, Paarl",South Africa
best,Ajantha Mendis,26,14,0,40,0,1009,Excellent,inning2,day,lost,"Boland Park, Paarl",South Africa
good,Lasith Malinga,23,19,0,79,56,1019,Excellent,inning1,day,lost,"Buffalo Park, East London",South Africa
best,Nuwan Kulasekara,23,19,0,79,56,1019,Excellent,inning1,day,lost,"Buffalo Park, East London",South Africa
best,Angelo Mathews,23,19,0,79,56,1019,Excellent,inning1,day,lost,"Buffalo Park, East London",South Africa
good,Dhammika Prasad,23,19,0,79,56,1019,Excellent,inning1,day,lost,"Buffalo Park, East London",South Africa
best,Tillakaratne Dilshan,23,19,0,79,56,1019,Excellent,inning1,day,lost,"Buffalo Park, East London",South Africa
best,Kosala Kulasekara,23,19,0,79,56,1019,Excellent,inning1,day,lost,"Buffalo Park, East London",South Africa
best,Rangana Herath,23,19,0,79,56,1019,Excellent,inning1,day,lost,"Buffalo Park, East London",South Africa
good,Lasith Malinga,25,8,0,35,5,1010,Excellent,inning1,night,won,"Mangaung Oval, Bloemfontein",South Africa
best,Nuwan Kulasekara,25,8,0,35,5,1010,Excellent,inning1,night,won,"Mangaung Oval, Bloemfontein",South Africa
poor,Dhammika Prasad,25,8,0,35,5,1010,Excellent,inning1,night,won,"Mangaung Oval, Bloemfontein",South Africa
good,Rangana Herath,25,8,0,35,5,1010,Excellent,inning1,night,won,"Mangaung Oval, Bloemfontein",South Africa
good,Tillakaratne Dilshan,25,8,0,35,5,1010,Excellent,inning1,night,won,"Mangaung Oval, Bloemfontein",South Africa
best,Kosala Kulasekara,25,8,0,35,5,1010,Excellent,inning1,night,won,"Mangaung Oval, Bloemfontein",South Africa
best,Angelo Mathews,25,8,0,35,5,1010,Excellent,inning1,night,won,"Mangaung Oval, Bloemfontein",South Africa
best,Lasith Malinga,30,15,0,38,40,1006,Excellent,inning2,day,lost,"Diamond Oval, Kimberley",South Africa
best,Nuwan Kulasekara,30,15,0,38,40,1006,Excellent,inning2,day,lost,"Diamond Oval, Kimberley",South Africa
best,Sachithra Senanayake,30,15,0,38,40,1006,Excellent,inning2,day,lost,"Diamond Oval, Kimberley",South Africa
poor,Thisara Perera,30,15,0,38,40,1006,Excellent,inning2,day,lost,"Diamond Oval, Kimberley",South Africa
best,Angelo Mathews,30,15,0,38,40,1006,Excellent,inning2,day,lost,"Diamond Oval, Kimberley",South Africa
poor,Tillakaratne Dilshan,30,15,0,38,40,1006,Excellent,inning2,day,lost,"Diamond Oval, Kimberley",South Africa
good,Rangana Herath,30,15,0,38,40,1006,Excellent,inning2,day,lost,"Diamond Oval, Kimberley",South Africa
best,Nuwan Kulasekara,26,5,0,57,12,1009,Excellent,inning2,day,won,"The Wanderers Stadium, Johannesburg",South Africa
poor,Lasith Malinga,26,5,0,57,12,1009,Excellent,inning2,day,won,"The Wanderers Stadium, Johannesburg",South Africa
best,Angelo Mathews,26,5,0,57,12,1009,Excellent,inning2,day,won,"The Wanderers Stadium, Johannesburg",South Africa
poor,Thisara Perera,26,5,0,57,12,1009,Excellent,inning2,day,won,"The Wanderers Stadium, Johannesburg",South Africa
best,Sachithra Senanayake,26,5,0,57,12,1009,Excellent,inning2,day,won,"The Wanderers Stadium, Johannesburg",South Africa
best,Tillakaratne Dilshan,26,5,0,57,12,1009,Excellent,inning2,day,won,"The Wanderers Stadium, Johannesburg",South Africa
best,Rangana Herath,26,5,0,57,12,1009,Excellent,inning2,day,won,"The Wanderers Stadium, Johannesburg",South Africa
best,Lasith Malinga,25,21,0,47,7,1012,Excellent,inning1,day,won,"W.A.C.A. Ground, Perth",India
best,Nuwan Kulasekara,25,21,0,47,7,1012,Excellent,inning1,day,won,"W.A.C.A. Ground, Perth",India
good,Dhammika Prasad,25,21,0,47,7,1012,Excellent,inning1,day,won,"W.A.C.A. Ground, Perth",India
good,Angelo Mathews,25,21,0,47,7,1012,Excellent,inning1,day,won,"W.A.C.A. Ground, Perth",India
best,Thisara Perera,25,21,0,47,7,1012,Excellent,inning1,day,won,"W.A.C.A. Ground, Perth",India
best,Tillakaratne Dilshan,25,21,0,47,7,1012,Excellent,inning1,day,won,"W.A.C.A. Ground, Perth",India
good,Lasith Malinga,38,12,0,18,6,1010,Excellent,inning2,day,won,"W.A.C.A. Ground, Perth",Australia
good,Nuwan Kulasekara,38,12,0,18,6,1010,Excellent,inning2,day,won,"W.A.C.A. Ground, Perth",Australia
good,Angelo Mathews,38,12,0,18,6,1010,Excellent,inning2,day,won,"W.A.C.A. Ground, Perth",Australia
best,Dhammika Prasad,38,12,0,18,6,1010,Excellent,inning2,day,won,"W.A.C.A. Ground, Perth",Australia
good,Sachithra Senanayake,38,12,0,18,6,1010,Excellent,inning2,day,won,"W.A.C.A. Ground, Perth",Australia
good,Tillakaratne Dilshan,38,12,0,18,6,1010,Excellent,inning2,day,won,"W.A.C.A. Ground, Perth",Australia
best,Lasith Malinga,26,10,0,42,30,1012,Excellent,inning1,night,won,Adelaide Oval,India
good,Nuwan Kulasekara,26,10,0,42,30,1012,Excellent,inning1,night,won,Adelaide Oval,India
best,Angelo Mathews,26,10,0,42,30,1012,Excellent,inning1,night,won,Adelaide Oval,India
good,Thisara Perera,26,10,0,42,30,1012,Excellent,inning1,night,won,Adelaide Oval,India
good,Rangana Herath,26,10,0,42,30,1012,Excellent,inning1,night,won,Adelaide Oval,India
best,Sachithra Senanayake,26,10,0,42,30,1012,Excellent,inning1,night,won,Adelaide Oval,India
good,Lasith Malinga,26,16,0,59,28,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Nuwan Kulasekara,26,16,0,59,28,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Farveez Maharoof,26,16,0,59,28,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
best,Angelo Mathews,26,16,0,59,28,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Thisara Perera,26,16,0,59,28,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
good,Rangana Herath,26,16,0,59,28,1015,Excellent,inning2,day,lost,Sydney Cricket Ground,Australia
best,Lasith Malinga,25,1,3,89,17,1008,Good,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India
good,Nuwan Kulasekara,25,1,3,89,17,1008,Good,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India
best,Farveez Maharoof,25,1,3,89,17,1008,Good,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India
good,Angelo Mathews,25,1,3,89,17,1008,Good,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India
good,Thisara Perera,25,1,3,89,17,1008,Good,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India
best,Rangana Herath,25,1,3,89,17,1008,Good,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",India
best,Lasith Malinga,22,8,0,58,0,1018,Excellent,inning2,day,lost,"Bellerive Oval, Hobart",Australia
best,Nuwan Kulasekara,22,8,0,58,0,1018,Excellent,inning2,day,lost,"Bellerive Oval, Hobart",Australia
good,Farveez Maharoof,22,8,0,58,0,1018,Excellent,inning2,day,lost,"Bellerive Oval, Hobart",Australia
best,Rangana Herath,22,8,0,58,0,1018,Excellent,inning2,day,lost,"Bellerive Oval, Hobart",Australia
best,Angelo Mathews,22,8,0,58,0,1018,Excellent,inning2,day,lost,"Bellerive Oval, Hobart",Australia
poor,Thisara Perera,22,8,0,58,0,1018,Excellent,inning2,day,lost,"Bellerive Oval, Hobart",Australia
poor,Lasith Malinga,12,14,0,75,19,1019,Excellent,inning1,night,lost,"Bellerive Oval, Hobart",India
poor,Nuwan Kulasekara,12,14,0,75,19,1019,Excellent,inning1,night,lost,"Bellerive Oval, Hobart",India
best,Farveez Maharoof,12,14,0,75,19,1019,Excellent,inning1,night,lost,"Bellerive Oval, Hobart",India
poor,Thisara Perera,12,14,0,75,19,1019,Excellent,inning1,night,lost,"Bellerive Oval, Hobart",India
best,Angelo Mathews,12,14,0,75,19,1019,Excellent,inning1,night,lost,"Bellerive Oval, Hobart",India
best,Rangana Herath,12,14,0,75,19,1019,Excellent,inning1,night,lost,"Bellerive Oval, Hobart",India
good,Lasith Malinga,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
good,Nuwan Kulasekara,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
good,Angelo Mathews,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
best,Sachithra Senanayake,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
poor,Thisara Perera,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
best,Lahiru Thirimanne,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
good,Rangana Herath,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
poor,Tillakaratne Dilshan,15,10,1,89,100,1015,Excellent,inning1,night,won,Melbourne Cricket Ground,Australia
poor,Lasith Malinga,25,15,1,84,57,1013,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
best,Nuwan Kulasekara,25,15,1,84,57,1013,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
best,Farveez Maharoof,25,15,1,84,57,1013,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
good,Tillakaratne Dilshan,25,15,1,84,57,1013,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
best,Dhammika Prasad,25,15,1,84,57,1013,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
best,Rangana Herath,25,15,1,84,57,1013,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
good,Tillakaratne Dilshan,21,21,0,64,9,1024,Excellent,inning2,day,lost,Adelaide Oval,Australia
best,Nuwan Kulasekara,21,21,0,64,9,1024,Excellent,inning2,day,lost,Adelaide Oval,Australia
good,Lasith Malinga,21,21,0,64,9,1024,Excellent,inning2,day,lost,Adelaide Oval,Australia
best,Farveez Maharoof,21,21,0,64,9,1024,Excellent,inning2,day,lost,Adelaide Oval,Australia
best,Rangana Herath,21,21,0,64,9,1024,Excellent,inning2,day,lost,Adelaide Oval,Australia
good,Tillakaratne Dilshan,23,14,0,45,0,1016,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Nuwan Kulasekara,23,14,0,45,0,1016,Excellent,inning2,day,won,Adelaide Oval,Australia
best,Lasith Malinga,23,14,0,45,0,1016,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Farveez Maharoof,23,14,0,45,0,1016,Excellent,inning2,day,won,Adelaide Oval,Australia
good,Rangana Herath,23,14,0,45,0,1016,Excellent,inning2,day,won,Adelaide Oval,Australia
best,Nuwan Kulasekara,35,6,0,25,5,1010,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",India
best,Suranga Lakmal,35,6,0,25,5,1010,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",India
best,Tillakaratne Dilshan,35,6,0,25,5,1010,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",India
best,Seekkuge Prasanna,35,6,0,25,5,1010,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",India
best,Farveez Maharoof,35,6,0,25,5,1010,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",India
best,Chamara Kapugedera,35,6,0,25,5,1010,Excellent,inning2,day,won,"Shere Bangla National Stadium, Mirpur, Dhaka",India
best,Lasith Malinga,28,9,0,38,3,1009,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
good,Nuwan Kulasekara,28,9,0,38,3,1009,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
good,Suranga Lakmal,28,9,0,38,3,1009,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
best,Seekkuge Prasanna,28,9,0,38,3,1009,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
good,Farveez Maharoof,28,9,0,38,3,1009,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
best,Tillakaratne Dilshan,28,9,0,38,3,1009,Excellent,inning1,night,won,"Shere Bangla National Stadium, Mirpur, Dhaka",Pakistan
good,Lasith Malinga,30,9,0,55,24,1006,Excellent,inning1,night,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Nuwan Kulasekara,30,9,0,55,24,1006,Excellent,inning1,night,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Suranga Lakmal,30,9,0,55,24,1006,Excellent,inning1,night,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Sachithra Senanayake,30,9,0,55,24,1006,Excellent,inning1,night,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
poor,Farveez Maharoof,30,9,0,55,24,1006,Excellent,inning1,night,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
best,Tillakaratne Dilshan,30,9,0,55,24,1006,Excellent,inning1,night,lost,"Shere Bangla National Stadium, Mirpur, Dhaka",Bangladesh
good,Lasith Malinga,23,15,0,84,38,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Nuwan Kulasekara,23,15,0,84,38,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Angelo Mathews,23,15,0,84,38,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
best,Thisara Perera,23,15,0,84,38,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Rangana Herath,23,15,0,84,38,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Nuwan Kulasekara,23,15,0,87,30,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Lasith Malinga,23,15,0,87,30,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
best,Angelo Mathews,23,15,0,87,30,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Thisara Perera,23,15,0,87,30,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Rangana Herath,23,15,0,87,30,1008,Excellent,inning1,night,won,Pallekele International Cricket Stadium,Pakistan
good,Lasith Malinga,28,23,2,74,47,1007,Excellent,inning0,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Nuwan Kulasekara,28,23,2,74,47,1007,Excellent,inning0,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Angelo Mathews,28,23,2,74,47,1007,Excellent,inning0,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Lasith Malinga,27,15,0,81,60,1010,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Nuwan Kulasekara,27,15,0,81,60,1010,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Angelo Mathews,27,15,0,81,60,1010,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Sajeewa Weerakoon,27,15,0,81,60,1010,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Thisara Perera,27,15,0,81,60,1010,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Lasith Malinga,28,21,0,72,45,1010,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Nuwan Kulasekara,28,21,0,72,45,1010,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Angelo Mathews,28,21,0,72,45,1010,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Tillakaratne Dilshan,28,21,0,72,45,1010,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,Thisara Perera,28,21,0,72,45,1010,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Jeevan Mendis,28,21,0,72,45,1010,Excellent,inning2,day,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,Nuwan Kulasekara,27,26,0,78,5,1010,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,Lasith Malinga,27,26,0,78,5,1010,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
best,Angelo Mathews,27,26,0,78,5,1010,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
best,Thisara Perera,27,26,0,78,5,1010,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
best,Tillakaratne Dilshan,27,26,0,78,5,1010,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
best,Rangana Herath,27,26,0,78,5,1010,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,Lasith Malinga,27,27,0,79,20,1008,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
best,Isuru Udana,27,27,0,79,20,1008,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,Thisara Perera,27,27,0,79,20,1008,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,Angelo Mathews,27,27,0,79,20,1008,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,Rangana Herath,27,27,0,79,20,1008,Excellent,inning2,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
best,Lasith Malinga,27,12,0,83,68,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Thisara Perera,27,12,0,83,68,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Isuru Udana,27,12,0,83,68,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,Angelo Mathews,27,12,0,83,68,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,Rangana Herath,27,12,0,83,68,1009,Excellent,inning1,night,won,"R.Premadasa Stadium, Khettarama, Colombo",India
