runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,season
-0.363280541,-0.467710699,0.235784612,-0.37415792,-1.440712525,0.781312718,-0.037416112,-0.782442582,-0.356982824,-0.434830946,-0.996954647,-0.886361808,-0.633077995,0.347409335,1.177604406,1.822383926,0.925755965,0.510887081,1.275654871,-1.736270878
2.834949847,3.034266751,3.185806647,-0.37415792,-1.109585798,1.289482184,1.405623762,-0.782442582,-0.356982824,-0.434830946,-0.996954647,-0.886361808,-0.633077995,0.347409335,1.177604406,1.822383926,0.925755965,0.345651438,3.003532372,-1.736270878
1.768873051,1.430557451,2.530246195,-0.37415792,-0.778459072,1.197473012,1.382423296,-0.782442582,-0.356982824,-0.434830946,-0.996954647,-0.886361808,-0.633077995,0.347409335,1.177604406,1.822383926,0.925755965,0.975520909,1.4705208,-1.736270878
0.596188575,0.808710988,0.891345064,-0.37415792,-0.447332346,-0.564279357,1.487826984,-0.782442582,-0.356982824,-0.434830946,-0.996954647,-0.886361808,-0.633077995,0.347409335,1.177604406,1.822383926,0.925755965,1.548745556,0.227806599,-1.736270878
-0.718639473,-0.729540789,-0.747556066,-0.37415792,-0.116205619,-0.965056285,-1.166626882,-0.782442582,-0.356982824,-0.434830946,-0.996954647,-0.886361808,-0.633077995,0.347409335,1.177604406,1.822383926,0.925755965,-1.026315709,-1.453534406,-1.736270878
0.20529375,0.612338421,0.563564838,-0.37415792,-1.440712525,0.781312718,-0.037416112,-0.40470585,-0.356982824,-0.434830946,-0.939651622,-1.101153876,-0.427481798,0.347409335,1.177604406,1.822383926,0.925755965,0.510887081,0.293057092,-1.736270878
-0.078993396,-0.173151848,0.563564838,-0.37415792,-1.109585798,0.328878965,-0.227995013,-0.40470585,-0.356982824,-0.434830946,-0.939651622,-1.101153876,-0.427481798,0.347409335,1.177604406,1.822383926,0.925755965,0.165134895,0.329545319,-1.736270878
1.271370546,1.65965878,0.563564838,-0.37415792,-0.778459072,1.197473012,1.382423296,-0.40470585,-0.356982824,-0.434830946,-0.939651622,-1.101153876,-0.427481798,0.347409335,1.177604406,1.822383926,0.925755965,0.975520909,1.105954795,-1.736270878
2.87048574,2.510606571,2.858026421,-0.37415792,-0.447332346,-0.564279357,1.487826984,-0.40470585,-0.356982824,-0.434830946,-0.939651622,-1.101153876,-0.427481798,0.347409335,1.177604406,1.822383926,0.925755965,1.548745556,0.265803874,-1.736270878
-0.5764959,-0.598625744,-0.41977584,-0.37415792,-0.116205619,-2.081939587,-1.048694213,-0.40470585,-0.356982824,-0.434830946,-0.939651622,-1.101153876,-0.427481798,0.347409335,1.177604406,1.822383926,0.925755965,-0.891810141,-0.932018421,-1.736270878
-0.718639473,-0.664083266,-0.747556066,-0.37415792,0.214921107,-1.044055758,-0.440179122,-0.40470585,-0.356982824,-0.434830946,-0.939651622,-1.101153876,-0.427481798,0.347409335,1.177604406,1.822383926,0.925755965,-0.270464577,-0.633958942,-1.736270878
0.418509109,-0.467710699,1.21912529,0.821648652,0.546047833,0.446348222,1.247336121,-0.40470585,-0.356982824,-0.434830946,-0.939651622,-1.101153876,-0.427481798,0.347409335,1.177604406,1.822383926,0.925755965,1.127708568,0.070766257,-1.736270878
3.332452352,3.165181796,5.152488004,-0.37415792,-1.440712525,0.781312718,-0.037416112,-0.026969118,-1.089978805,-0.434830946,-0.996954647,-1.101153876,-0.016289403,0.347409335,1.177604406,1.822383926,0.925755965,0.510887081,1.275654871,-1.736270878
2.97709342,2.870622945,3.513586873,-0.37415792,-1.109585798,0.651061126,1.784880366,-0.026969118,-1.089978805,-0.434830946,-0.996954647,-1.101153876,-0.016289403,0.347409335,1.177604406,1.822383926,0.925755965,0.652363225,0.064576451,-1.736270878
-0.256672862,-0.50043946,-0.091995614,-0.37415792,-0.778459072,1.197473012,1.382423296,-0.026969118,-1.089978805,-0.434830946,-0.996954647,-1.101153876,-0.016289403,0.347409335,1.177604406,1.822383926,0.925755965,0.975520909,1.4705208,-1.736270878
-0.860783046,-0.827727072,-0.747556066,-0.37415792,-1.440712525,0.781312718,-0.037416112,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,0.510887081,0.293057092,-1.736270878
0.31190143,-0.402253177,1.874685743,-0.37415792,-1.109585798,1.289482184,1.405623762,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,0.345651438,1.02780059,-1.736270878
1.555657692,1.594201257,2.202465969,-0.37415792,-0.778459072,1.197473012,1.382423296,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,0.975520909,1.105954795,-1.736270878
-0.68310358,-0.533168222,-0.41977584,-0.37415792,-0.447332346,0.651061126,1.784880366,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,0.652363225,1.021927052,-1.736270878
-0.860783046,-0.76226955,-0.747556066,-0.37415792,-0.116205619,-0.564279357,1.487826984,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,1.548745556,0.265803874,-1.736270878
-0.825247153,-0.598625744,-0.747556066,-0.37415792,0.214921107,-2.081939587,-1.048694213,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,-0.891810141,-0.932018421,-1.736270878
-0.469888221,-0.402253177,-0.091995614,-0.37415792,0.546047833,0.446348222,1.247336121,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,1.127708568,0.070766257,-1.736270878
1.129226973,1.528743735,0.891345064,-0.37415792,0.87717456,-1.044055758,-0.440179122,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,-0.270464577,-0.633958942,-1.736270878
0.134221964,0.481423376,0.235784612,-0.37415792,1.208301286,-2.081939587,-0.350036023,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,-0.249811739,-0.440547844,-1.736270878
-0.825247153,-0.827727072,-0.747556066,-0.37415792,1.539428012,-2.081939587,-1.613277745,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,-1.429541162,-2.007607866,-1.736270878
-0.860783046,-0.696812028,-0.747556066,-0.37415792,1.870554739,-1.008364348,-1.92169462,1.10624108,-1.089978805,-0.434830946,-1.856500025,-1.101153876,-0.016289403,0.347409335,-0.849181605,-0.548731794,0.925755965,-1.367493334,-1.722614751,-1.736270878
-0.860783046,-0.860455834,-0.747556066,-0.37415792,-1.440712525,0.781312718,-0.037416112,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,0.510887081,0.293057092,-1.736270878
0.880475721,0.808710988,1.874685743,-0.37415792,-1.109585798,1.289482184,1.405623762,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,0.345651438,1.02780059,-1.736270878
1.09369108,0.710524705,1.874685743,-0.37415792,-0.778459072,1.197473012,1.382423296,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,0.975520909,1.105954795,-1.736270878
1.662265371,1.692387541,0.891345064,-0.37415792,-0.447332346,0.651061126,1.784880366,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,0.652363225,1.021927052,-1.736270878
0.09868607,0.383237092,-0.091995614,-0.37415792,-0.116205619,-0.564279357,1.487826984,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,1.548745556,0.265803874,-1.736270878
-0.221136968,-0.107694326,-0.747556066,-0.37415792,0.214921107,-2.081939587,-1.048694213,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,-0.891810141,-0.932018421,-1.736270878
-0.256672862,0.023220719,-0.41977584,-0.37415792,0.546047833,-1.044055758,-0.440179122,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,-0.270464577,-0.633958942,-1.736270878
-0.647567687,-0.76226955,-0.41977584,-0.37415792,0.87717456,0.446348222,1.247336121,-0.782442582,-0.601314818,-0.434830946,-1.455378849,0.760377382,0.600499188,0.347409335,1.177604406,1.822383926,0.925755965,1.127708568,0.070766257,-1.736270878
-0.825247153,-0.893184595,-0.747556066,-0.37415792,-1.440712525,0.781312718,-0.037416112,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,0.473755985,0.293057092,-1.556420683
1.306906439,1.790573825,0.563564838,0.821648652,-1.109585798,1.289482184,1.405623762,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,2.793837876,1.02780059,-1.556420683
-0.185601075,-0.173151848,-0.091995614,-0.37415792,-0.778459072,-0.564279357,1.487826984,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,-0.365399023,0.265803874,-1.556420683
1.804408944,2.150590198,-0.091995614,2.017455224,-0.447332346,1.348983025,3.558029733,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,1.29966237,1.67657356,-1.556420683
-0.150065182,0.612338421,-0.747556066,-0.37415792,-0.116205619,-0.972750242,-0.161176213,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,-0.70218072,-0.551873985,-1.556420683
-0.68310358,-0.794998311,-0.41977584,-0.37415792,0.214921107,-0.965056285,-1.166626882,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,-0.577732974,0.35674432,-1.556420683
0.276365536,-0.205880609,-0.091995614,0.821648652,0.546047833,0.446348222,1.247336121,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,0.606785888,0.070766257,-1.556420683
-0.185601075,-0.50043946,-0.41977584,0.821648652,0.87717456,-0.315276182,0.89203755,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,0.187166314,-0.704522728,-1.556420683
-0.825247153,-0.893184595,-0.747556066,-0.37415792,1.208301286,-1.044055758,-0.440179122,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,-1.185215054,-0.633958942,-1.556420683
-0.860783046,-0.958642117,-0.747556066,-0.37415792,1.539428012,-2.081939587,-1.937996863,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,-1.703574737,-1.763781025,-1.556420683
-0.78971126,-0.893184595,-0.747556066,-0.37415792,1.870554739,-1.185157103,-0.501432724,-1.91565278,0.864677146,0.071904752,1.295166362,1.15416284,2.656461159,0.347409335,-0.849181605,-0.548731794,-1.080198279,-0.666855372,-0.871828208,-1.556420683
0.560652682,0.252322048,1.21912529,-0.37415792,-1.440712525,0.781312718,-0.037416112,-1.91565278,0.131681164,-0.434830946,0.435620984,1.547948299,2.450864962,0.347409335,1.177604406,-0.548731794,0.925755965,0.473755985,2.099531572,-1.556420683
1.271370546,0.514152137,1.546905517,0.821648652,-1.109585798,1.289482184,1.405623762,-1.91565278,0.131681164,-0.434830946,0.435620984,1.547948299,2.450864962,0.347409335,1.177604406,-0.548731794,0.925755965,2.793837876,6.810579183,-1.556420683
-0.505424114,-0.631354505,-0.091995614,-0.37415792,-0.778459072,0.590973689,2.343767583,-1.91565278,0.131681164,-0.434830946,0.435620984,1.547948299,2.450864962,0.347409335,1.177604406,-0.548731794,0.925755965,-0.429195645,0.695918567,-1.556420683
0.09868607,0.285050809,0.563564838,0.821648652,-1.440712525,0.781312718,-0.037416112,-0.40470585,-0.723480815,-0.434830946,-1.68459095,-0.993757842,1.834076371,0.347409335,1.177604406,-0.548731794,0.925755965,0.382821367,0.293057092,-1.556420683
-0.114529289,-0.336795654,0.563564838,-0.37415792,-1.109585798,1.289482184,1.405623762,-0.40470585,-0.723480815,-0.434830946,-1.68459095,-0.993757842,1.834076371,0.347409335,1.177604406,-0.548731794,0.925755965,2.512594255,1.02780059,-1.556420683
