performance,batting_position,player_name,temp,wind,rain,humidity,cloud,pressure,viscosity,inning,batting_session,toss,venue_name,opposition_name
poor,2,Tillakaratne Dilshan,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,3,Kumar Sangakkara,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
good,4,Dinesh Chandimal,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,5,Mahela Jayawardene,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
best,6,Angelo Mathews,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,7,Thisara Perera,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,8,Lahiru Thirimanne,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,9,Jeevan Mendis,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,10,Nuwan Kulasekara,27,16,0,79,80,1012,Excellent,inning2,night,lost,"R.Premadasa Stadium, Khettarama, Colombo",Pakistan
poor,1,Upul Tharanga,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,2,Tillakaratne Dilshan,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
best,3,Kumar Sangakkara,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,4,Dinesh Chandimal,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,5,Mahela Jayawardene,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,6,Angelo Mathews,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,7,Lahiru Thirimanne,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,8,Thisara Perera,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,9,Rangana Herath,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,10,Lasith Malinga,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,11,Nuwan Kulasekara,26,24,0,81,14,1010,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,1,Upul Tharanga,27,25,0,81,19,1009,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
good,2,Tillakaratne Dilshan,27,25,0,81,19,1009,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,3,Dinesh Chandimal,27,25,0,81,19,1009,Excellent,inning2,night,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",India
poor,1,Upul Tharanga,29,17,0,73,31,1007,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,2,Tillakaratne Dilshan,29,17,0,73,31,1007,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,3,Kumar Sangakkara,29,17,0,73,31,1007,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,4,Dinesh Chandimal,29,17,0,73,31,1007,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,5,Mahela Jayawardene,29,17,0,73,31,1007,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
best,6,Angelo Mathews,29,17,0,73,31,1007,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,7,Jeevan Mendis,29,17,0,73,31,1007,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,1,Upul Tharanga,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,2,Tillakaratne Dilshan,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,3,Lahiru Thirimanne,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,4,Dinesh Chandimal,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,5,Mahela Jayawardene,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,6,Angelo Mathews,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,7,Jeevan Mendis,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,8,Thisara Perera,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
poor,9,Rangana Herath,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,10,Lasith Malinga,28,18,0,73,33,1009,Excellent,inning1,day,won,"R.Premadasa Stadium, Khettarama, Colombo",India
good,1,Upul Tharanga,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,2,Tillakaratne Dilshan,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
good,3,Lahiru Thirimanne,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,4,Dinesh Chandimal,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,5,Angelo Mathews,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,6,Chamara Kapugedera,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
good,7,Jeevan Mendis,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,8,Thisara Perera,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,9,Sachithra Senanayake,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,10,Lasith Malinga,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,11,Nuwan Pradeep,22,12,0,84,8,1009,Excellent,inning2,night,lost,Pallekele International Cricket Stadium,India
poor,1,Upul Tharanga,23,2,3,93,58,1010,Good,inning2,night,lost,Pallekele International Cricket Stadium,New Zealand
good,2,Tillakaratne Dilshan,23,2,3,93,58,1010,Good,inning2,night,lost,Pallekele International Cricket Stadium,New Zealand
poor,3,Kumar Sangakkara,23,2,3,93,58,1010,Good,inning2,night,lost,Pallekele International Cricket Stadium,New Zealand
good,4,Mahela Jayawardene,23,2,3,93,58,1010,Good,inning2,night,lost,Pallekele International Cricket Stadium,New Zealand
poor,5,Angelo Mathews,23,2,3,93,58,1010,Good,inning2,night,lost,Pallekele International Cricket Stadium,New Zealand
poor,1,Upul Tharanga,23,0,3,94,58,1011,Good,inning2,night,won,Pallekele International Cricket Stadium,New Zealand
best,2,Tillakaratne Dilshan,23,0,3,94,58,1011,Good,inning2,night,won,Pallekele International Cricket Stadium,New Zealand
poor,3,Kumar Sangakkara,23,0,3,94,58,1011,Good,inning2,night,won,Pallekele International Cricket Stadium,New Zealand
poor,4,Mahela Jayawardene,23,0,3,94,58,1011,Good,inning2,night,won,Pallekele International Cricket Stadium,New Zealand
good,5,Angelo Mathews,23,0,3,94,58,1011,Good,inning2,night,won,Pallekele International Cricket Stadium,New Zealand
good,1,Upul Tharanga,26,8,3,83,15,1011,Good,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,2,Dinesh Chandimal,26,8,3,83,15,1011,Good,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,3,Kumar Sangakkara,26,8,3,83,15,1011,Good,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,4,Lahiru Thirimanne,26,8,3,83,15,1011,Good,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,5,Angelo Mathews,26,8,3,83,15,1011,Good,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
good,1,Upul Tharanga,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,2,Dinesh Chandimal,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,3,Lahiru Thirimanne,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,4,Angelo Mathews,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,5,Kumar Sangakkara,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,6,Mahela Jayawardene,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,7,Jeevan Mendis,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,8,Thisara Perera,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,9,Shaminda Eranga,26,2,5,82,37,1012,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",New Zealand
poor,1,Upul Tharanga,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
good,2,Tillakaratne Dilshan,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,3,Mahela Jayawardene,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
good,4,Dinesh Chandimal,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,5,Angelo Mathews,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,6,Lahiru Thirimanne,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,7,Jeevan Mendis,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,8,Thisara Perera,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,9,Nuwan Kulasekara,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,10,Lasith Malinga,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,11,Ajantha Mendis,20,16,0,61,2,1003,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,1,Upul Tharanga,19,20,0,63,8,1018,Excellent,inning2,night,won,Adelaide Oval,Australia
good,2,Tillakaratne Dilshan,19,20,0,63,8,1018,Excellent,inning2,night,won,Adelaide Oval,Australia
best,3,Lahiru Thirimanne,19,20,0,63,8,1018,Excellent,inning2,night,won,Adelaide Oval,Australia
poor,4,Kusal Perera,19,20,0,63,8,1018,Excellent,inning2,night,won,Adelaide Oval,Australia
poor,1,Mahela Jayawardene,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,2,Tillakaratne Dilshan,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,3,Lahiru Thirimanne,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,4,Kusal Perera,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,5,Angelo Mathews,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,6,Upul Tharanga,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,7,Jeevan Mendis,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,8,Thisara Perera,24,20,0,76,42,1008,Excellent,inning2,day,lost,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,1,Mahela Jayawardene,22,8,0,84,73,1016,Excellent,inning2,night,lost,Sydney Cricket Ground,Australia
poor,2,Tillakaratne Dilshan,22,8,0,84,73,1016,Excellent,inning2,night,lost,Sydney Cricket Ground,Australia
good,1,Mahela Jayawardene,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,2,Tillakaratne Dilshan,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,3,Lahiru Thirimanne,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,4,Dinesh Chandimal,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
good,5,Angelo Mathews,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,6,Kusal Perera,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,7,Jeevan Mendis,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,8,Thisara Perera,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,9,Nuwan Kulasekara,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,10,Rangana Herath,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
poor,11,Lasith Malinga,12,13,0,73,51,1022,Excellent,inning2,night,won,"Bellerive Oval, Hobart",Australia
good,1,Kusal Perera,27,3,1,80,16,1010,Excellent,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
best,2,Tillakaratne Dilshan,27,3,1,80,16,1010,Excellent,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
good,3,Kumar Sangakkara,27,3,1,80,16,1010,Excellent,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
poor,4,Dinesh Chandimal,27,3,1,80,16,1010,Excellent,inning2,night,won,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
poor,1,Kusal Perera,27,9,7,82,29,1010,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
poor,2,Tillakaratne Dilshan,27,9,7,82,29,1010,Good,inning1,day,lost,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Bangladesh
good,1,Kusal Perera,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
best,2,Tillakaratne Dilshan,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
good,3,Kumar Sangakkara,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,4,Thisara Perera,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,5,Angelo Mathews,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,6,Jeevan Mendis,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,7,Dinesh Chandimal,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
good,8,Lahiru Thirimanne,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,9,Nuwan Kulasekara,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,10,Sachithra Senanayake,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,11,Lasith Malinga,28,8,6,74,50,1008,Good,inning1,day,won,Pallekele International Cricket Stadium,Bangladesh
poor,1,Kusal Perera,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,2,Tillakaratne Dilshan,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
good,3,Kumar Sangakkara,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,4,Mahela Jayawardene,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,5,Dinesh Chandimal,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,6,Angelo Mathews,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,7,Lahiru Thirimanne,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,8,Thisara Perera,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,9,Rangana Herath,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,10,Shaminda Eranga,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,11,Lasith Malinga,14,14,0,70,10,1017,Excellent,inning1,day,won,"Sophia Gardens, Cardiff",New Zealand
poor,1,Kusal Perera,15,18,0,65,78,1013,Excellent,inning2,day,won,"Kennington Oval, London",England
good,2,Tillakaratne Dilshan,15,18,0,65,78,1013,Excellent,inning2,day,won,"Kennington Oval, London",England
best,3,Kumar Sangakkara,15,18,0,65,78,1013,Excellent,inning2,day,won,"Kennington Oval, London",England
good,4,Mahela Jayawardene,15,18,0,65,78,1013,Excellent,inning2,day,won,"Kennington Oval, London",England
best,5,Nuwan Kulasekara,15,18,0,65,78,1013,Excellent,inning2,day,won,"Kennington Oval, London",England
poor,1,Kusal Perera,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
poor,2,Tillakaratne Dilshan,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
poor,3,Kumar Sangakkara,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
good,4,Lahiru Thirimanne,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
best,5,Mahela Jayawardene,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
poor,6,Angelo Mathews,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
good,7,Dinesh Chandimal,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
poor,8,Nuwan Kulasekara,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
poor,9,Rangana Herath,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
poor,10,Lasith Malinga,19,18,0,61,47,1014,Excellent,inning1,day,lost,"Kennington Oval, London",Australia
poor,1,Kusal Perera,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,2,Tillakaratne Dilshan,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,3,Kumar Sangakkara,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,4,Lahiru Thirimanne,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,5,Mahela Jayawardene,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
good,6,Angelo Mathews,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,7,Jeevan Mendis,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,8,Thisara Perera,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,9,Nuwan Kulasekara,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,10,Lasith Malinga,18,9,0,90,87,1012,Excellent,inning1,day,lost,"Sophia Gardens, Cardiff",India
poor,1,Upul Tharanga,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
good,2,Mahela Jayawardene,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,3,Kumar Sangakkara,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,4,Dinesh Chandimal,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
good,5,Angelo Mathews,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,6,Lahiru Thirimanne,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,7,Nuwan Kulasekara,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,8,Jeevan Mendis,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,9,Rangana Herath,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,10,Lasith Malinga,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
poor,11,Ajantha Mendis,29,15,3,78,47,1013,Good,inning1,day,lost,"Sabina Park, Kingston, Jamaica",West Indies
best,1,Upul Tharanga,27,18,2,85,67,1016,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
best,2,Mahela Jayawardene,27,18,2,85,67,1016,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
good,3,Angelo Mathews,27,18,2,85,67,1016,Excellent,inning1,day,lost,"Sabina Park, Kingston, Jamaica",India
poor,1,Upul Tharanga,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
poor,2,Mahela Jayawardene,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
best,3,Kumar Sangakkara,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
poor,4,Dinesh Chandimal,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
poor,5,Lahiru Thirimanne,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
good,6,Angelo Mathews,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
poor,7,Jeevan Mendis,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
poor,8,Nuwan Kulasekara,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
poor,9,Sachithra Senanayake,28,9,1,77,30,1014,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",West Indies
poor,1,Upul Tharanga,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,2,Mahela Jayawardene,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,3,Kumar Sangakkara,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,4,Dinesh Chandimal,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,5,Lahiru Thirimanne,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,6,Angelo Mathews,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,7,Jeevan Mendis,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,8,Dilhara Lokuhettige,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,9,Rangana Herath,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,10,Shaminda Eranga,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,11,Lasith Malinga,28,22,0,71,15,1013,Excellent,inning2,day,won,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,1,Upul Tharanga,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,2,Mahela Jayawardene,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
good,3,Kumar Sangakkara,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
good,4,Lahiru Thirimanne,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,5,Angelo Mathews,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,6,Kusal Perera,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,7,Dinesh Chandimal,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,8,Rangana Herath,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,9,Shaminda Eranga,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,10,Lasith Malinga,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
poor,11,Suranga Lakmal,28,15,0,70,51,1015,Excellent,inning1,day,lost,"Queen's Park Oval, Port of Spain, Trinidad",India
