"balls","maidens","runs","wickets","dots","fours","sixes","econ","wides","no_balls","player_name","temp","feels","gust","wind","rain","humidity","cloud","pressure","viscosity","inning","result","bowling_session","toss","venue_name","opposition_name","season_id"
"54","0","50","2","22","2","0","5.56","2","1","Ajantha Mendis","16","16","13","11","1","79","71","1010","Excellent","inning2","won","day","lost","Edgbaston, Birmingham","England","10"
"30","0","17","0","15","0","0","3.4","0","0","Tillakaratne Dilshan","16","16","13","11","1","79","71","1010","Excellent","inning2","won","day","lost","Edgbaston, Birmingham","England","10"
"24","0","18","1","14","0","1","4.5","1","0","Ashan Priyanjan","16","16","13","11","1","79","71","1010","Excellent","inning2","won","day","lost","Edgbaston, Birmingham","England","10"
"36","0","23","1","23","1","0","3.83","3","0","Angelo Mathews","16","16","13","11","1","79","71","1010","Excellent","inning2","won","day","lost","Edgbaston, Birmingham","England","10"
"42","0","52","0","13","4","1","7.43","1","0","Lasith Malinga","29","33","21","18","10","71","25","1009","Average","inning2","lost","day","lost","R.Premadasa Stadium, Khettarama, Colombo","South Africa","10"
"36","0","26","0","26","2","1","4.33","0","1","Nuwan Kulasekara","29","33","21","18","10","71","25","1009","Average","inning2","lost","day","lost","R.Premadasa Stadium, Khettarama, Colombo","South Africa","10"
"60","0","49","1","24","2","1","4.9","1","0","Sachithra Senanayake","29","33","21","18","10","71","25","1009","Average","inning2","lost","day","lost","R.Premadasa Stadium, Khettarama, Colombo","South Africa","10"
"36","1","30","1","16","1","1","5","1","0","Angelo Mathews","29","33","21","18","10","71","25","1009","Average","inning2","lost","day","lost","R.Premadasa Stadium, Khettarama, Colombo","South Africa","10"
"60","0","61","3","27","5","0","6.1","4","0","Ajantha Mendis","29","33","21","18","10","71","25","1009","Average","inning2","lost","day","lost","R.Premadasa Stadium, Khettarama, Colombo","South Africa","10"
"42","0","47","0","13","3","1","6.71","0","0","Ashan Priyanjan","29","33","21","18","10","71","25","1009","Average","inning2","lost","day","lost","R.Premadasa Stadium, Khettarama, Colombo","South Africa","10"
"24","0","31","0","5","3","0","7.75","0","0","Tillakaratne Dilshan","29","33","21","18","10","71","25","1009","Average","inning2","lost","day","lost","R.Premadasa Stadium, Khettarama, Colombo","South Africa","10"
"36","1","24","4","25","3","0","4","2","0","Lasith Malinga","22","25","23","14","0","86","14","1009","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","South Africa","10"
"30","0","39","0","16","8","0","7.8","0","0","Nuwan Kulasekara","22","25","23","14","0","86","14","1009","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","South Africa","10"
"42","1","36","1","26","5","0","5.14","4","0","Sachithra Senanayake","22","25","23","14","0","86","14","1009","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","South Africa","10"
"18","1","11","0","11","1","0","3.67","0","0","Angelo Mathews","22","25","23","14","0","86","14","1009","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","South Africa","10"
"37","2","18","2","24","1","0","2.92","0","0","Ajantha Mendis","22","25","23","14","0","86","14","1009","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","South Africa","10"
"60","0","40","3","30","1","0","4","1","0","Tillakaratne Dilshan","22","25","23","14","0","86","14","1009","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","South Africa","10"
"6","0","8","0","3","1","0","8","1","0","Ashan Priyanjan","22","25","23","14","0","86","14","1009","Excellent","inning1","won","night","won","Pallekele International Cricket Stadium","South Africa","10"
"60","0","85","0","24","12","2","8.5","0","0","Lasith Malinga","31","34","49","36","0","59","16","1007","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","South Africa","10"
"60","0","66","1","32","5","3","6.6","2","0","Sachithra Senanayake","31","34","49","36","0","59","16","1007","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","South Africa","10"
"36","0","43","0","14","4","0","7.17","2","0","Angelo Mathews","31","34","49","36","0","59","16","1007","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","South Africa","10"
"42","0","48","2","16","2","2","6.86","1","0","Ajantha Mendis","31","34","49","36","0","59","16","1007","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","South Africa","10"
"60","0","48","2","28","2","1","4.8","0","0","Rangana Herath","31","34","49","36","0","59","16","1007","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","South Africa","10"
"42","0","42","0","12","4","0","6","0","0","Tillakaratne Dilshan","31","34","49","36","0","59","16","1007","Excellent","inning2","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","South Africa","10"
"54","0","60","1","22","7","0","6.67","2","0","Lasith Malinga","27","30","33","21","0","79","100","1009","Excellent","inning1","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"53","0","56","0","26","7","0","6.34","0","0","Nuwan Kulasekara","27","30","33","21","0","79","100","1009","Excellent","inning1","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"54","0","48","2","25","3","0","5.33","1","0","Angelo Mathews","27","30","33","21","0","79","100","1009","Excellent","inning1","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"42","0","43","2","16","5","0","6.14","0","0","Thisara Perera","27","30","33","21","0","79","100","1009","Excellent","inning1","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"54","0","49","1","27","5","0","5.44","0","0","Rangana Herath","27","30","33","21","0","79","100","1009","Excellent","inning1","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"12","0","17","0","2","2","0","8.5","0","0","Tillakaratne Dilshan","27","30","33","21","0","79","100","1009","Excellent","inning1","lost","day","lost","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"24","1","23","0","16","4","0","5.75","0","0","Nuwan Kulasekara","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"41","0","56","2","18","10","0","8.2","1","0","Lasith Malinga","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"60","2","38","2","36","3","1","3.8","0","0","Rangana Herath","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"12","0","15","0","6","2","0","7.5","1","0","Angelo Mathews","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"60","0","36","2","35","2","0","3.6","0","0","Seekkuge Prasanna","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"18","0","19","3","9","3","0","6.33","0","0","Thisara Perera","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"30","0","25","1","11","1","0","5","0","0","Tillakaratne Dilshan","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"18","0","17","0","8","2","0","5.67","0","0","Ashan Priyanjan","26","29","30","20","0","84","26","1011","Excellent","inning1","won","night","won","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota","Pakistan","10"
"36","0","25","2","26","3","0","4.17","3","1","Dhammika Prasad","29","33","7","6","0","68","26","1013","Excellent","inning2","won","day","lost","Rangiri Dambulla International Stadium","Pakistan","10"
"42","2","17","1","33","2","0","2.43","1","0","Lasith Malinga","29","33","7","6","0","68","26","1013","Excellent","inning2","won","day","lost","Rangiri Dambulla International Stadium","Pakistan","10"
"30","0","11","0","20","0","0","2.2","0","0","Angelo Mathews","29","33","7","6","0","68","26","1013","Excellent","inning2","won","day","lost","Rangiri Dambulla International Stadium","Pakistan","10"
"13","0","6","1","7","0","0","2.77","0","0","Rangana Herath","29","33","7","6","0","68","26","1013","Excellent","inning2","won","day","lost","Rangiri Dambulla International Stadium","Pakistan","10"
