performance,batting_position,player_name,temp,wind,rain,humidity,cloud,pressure,viscosity,inning,batting_session,toss,venue_name,opposition_name
poor,5,Chamara Silva,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
good,6,Angelo Mathews,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,7,Thisara Perera,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,8,Suraj Randiv,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,9,Nuwan Kulasekara,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
good,10,Lasith Malinga,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
poor,11,Muttiah Muralitharan,0.008768132,0.006819659,0,0.077938955,0.02240745,0.996644389,Excellent,inning2,night,lost,Melbourne Cricket Ground,Australia
good,1,Upul Tharanga,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,Excellent,inning1,day,won,Sydney Cricket Ground,Australia
good,2,Tillakaratne Dilshan,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,Excellent,inning1,day,won,Sydney Cricket Ground,Australia
poor,3,Mahela Jayawardene,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,Excellent,inning1,day,won,Sydney Cricket Ground,Australia
good,4,Kumar Sangakkara,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,Excellent,inning1,day,won,Sydney Cricket Ground,Australia
good,5,Angelo Mathews,0.016586108,0.020488721,0,0.064393125,0.030245255,0.997117778,Excellent,inning1,day,won,Sydney Cricket Ground,Australia
poor,1,Upul Tharanga,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,2,Tillakaratne Dilshan,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,3,Kumar Sangakkara,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,4,Mahela Jayawardene,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,5,Chamara Silva,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,6,Angelo Mathews,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,7,Jeevan Mendis,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,8,Suraj Randiv,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,9,Thisara Perera,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
poor,10,Lasith Malinga,0.022517152,0.016643112,0,0.072446487,0.026433178,0.996628706,Excellent,inning1,day,won,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia
