batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,season,player_name,runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,is_out,batting_contribution,strike_rate,total_score,total_wickets,total_balls,target,extras,match_number,result,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,bowling_session,bowling_venue,bowling_opposition,runs_conceded,deliveries,wickets_taken,bowling_contribution
75.4504,41.961,29,11,0,28,6,1009,4,1,1,1,23.3197,30.9742,5,Angelo Mathews,15,14,2,0,107.14,2,0.05639097744360902,107.14,266,9,300,0,9,3227,0,354.802,35.0584,25.0,8.0,0.0,35.0,5.0,1010.0,4.0,2.0,8.813,107.059,21.0,24.0,0.0,0.07894736842105263
0.0,0.0,29,11,0,28,6,1009,4,1,1,1,23.3226,18.9016,5,Kosala Kulasekara,19,20,0,0,95.0,2,0.07142857142857142,95.0,266,9,300,0,9,3227,0,0.0,0.0,25.0,8.0,0.0,35.0,5.0,1010.0,4.0,2.0,7.4096,24.9576,21.0,18.0,0.0,0.07894736842105263
35.5758,24.4585,29,11,0,28,6,1009,4,1,1,1,8.7246,11.1306,5,Lasith Malinga,2,4,0,0,50.0,2,0.007518796992481203,50.0,266,9,300,0,9,3227,0,594.115,40.9675,25.0,8.0,0.0,35.0,5.0,1010.0,4.0,2.0,5.9323,68.7139,20.0,30.0,2.0,0.07518796992481203
19.8964,9.8654,29,11,0,28,6,1009,4,1,1,1,15.8156,17.5966,5,Rangana Herath,1,1,0,0,100.0,1,0.0037593984962406013,100.0,266,9,300,0,9,3227,0,235.698,33.0319,25.0,8.0,0.0,35.0,5.0,1010.0,4.0,2.0,12.0371,38.8407,24.0,36.0,0.0,0.09022556390977443
33.2246,0.2238,29,11,0,28,6,1009,4,1,1,1,33.2246,33.2246,5,Dhammika Prasad,0,0,0,0,0.0,0,0.0,0.0,266,9,300,0,9,3227,0,68.0699,8.78762,25.0,8.0,0.0,35.0,5.0,1010.0,4.0,2.0,12.5811,15.3019,38.0,30.0,0.0,0.14285714285714285
62.9666,41.4826,25,20,6,56,25,1007,3,2,2,0,12.0706,27.935,5,Upul Tharanga,6,10,1,0,60.0,2,0.019736842105263157,60.0,304,5,292,300,17,3228,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,25,20,6,56,25,1007,3,2,2,0,55.3452,33.9133,5,Tillakaratne Dilshan,87,87,9,2,100.0,2,0.28618421052631576,100.0,304,5,292,300,17,3228,1,264.519,28.3481,30.0,15.0,0.0,38.0,40.0,1006.0,4.0,1.0,19.8515,49.1856,60.0,48.0,0.0,0.19736842105263158
72.1185,43.848,25,20,6,56,25,1007,3,2,2,0,30.5323,40.4249,5,Kumar Sangakkara,32,31,2,1,103.23,2,0.10526315789473684,103.23,304,5,292,300,17,3228,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7808,26.6489,25,20,6,56,25,1007,3,2,2,0,38.392,28.0959,5,Dinesh Chandimal,59,81,1,1,72.84,2,0.19407894736842105,72.84,304,5,292,300,17,3228,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.017,53.017,25,20,6,56,25,1007,3,2,2,0,19.3108,26.5756,5,Lahiru Thirimanne,13,15,0,0,86.67,2,0.04276315789473684,86.67,304,5,292,300,17,3228,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.6003,19.671,25,20,6,56,25,1007,3,2,2,0,55.663,31.866,5,Thisara Perera,69,44,3,5,156.82,1,0.22697368421052633,156.82,304,5,292,300,17,3228,1,441.988,28.4425,30.0,15.0,0.0,38.0,40.0,1006.0,4.0,1.0,6.0534,43.6514,34.0,24.0,2.0,0.1118421052631579
75.4504,41.961,25,20,6,56,25,1007,3,2,2,0,22.5796,30.9742,5,Angelo Mathews,21,25,0,0,84.0,1,0.06907894736842106,84.0,304,5,292,300,17,3228,1,354.802,35.0584,30.0,15.0,0.0,38.0,40.0,1006.0,4.0,1.0,2.5163,107.059,6.0,6.0,0.0,0.019736842105263157
38.8512,24.018,25,20,6,56,25,1007,3,2,2,0,38.8512,16.2546,5,Nuwan Kulasekara,0,0,0,0,0.0,0,0.0,0.0,304,5,292,300,17,3228,1,413.386,44.2963,30.0,15.0,0.0,38.0,40.0,1006.0,4.0,1.0,17.0695,81.6954,40.0,48.0,1.0,0.13157894736842105
28.3833,28.3833,25,20,6,56,25,1007,3,2,2,0,28.3833,32.8565,5,Sachithra Senanayake,0,0,0,0,0.0,0,0.0,0.0,304,5,292,300,17,3228,1,186.993,186.993,30.0,15.0,0.0,38.0,40.0,1006.0,4.0,1.0,21.6846,37.4321,53.0,60.0,0.0,0.17434210526315788
19.8964,9.8654,25,20,6,56,25,1007,3,2,2,0,19.8964,17.5966,5,Rangana Herath,0,0,0,0,0.0,0,0.0,0.0,304,5,292,300,17,3228,1,235.698,33.0319,30.0,15.0,0.0,38.0,40.0,1006.0,4.0,1.0,11.0815,38.8407,45.0,54.0,2.0,0.14802631578947367
35.5758,24.4585,25,20,6,56,25,1007,3,2,2,0,35.5758,11.1306,5,Lasith Malinga,0,0,0,0,0.0,0,0.0,0.0,304,5,292,300,17,3228,1,594.115,40.9675,30.0,15.0,0.0,38.0,40.0,1006.0,4.0,1.0,22.241,68.7139,57.0,60.0,1.0,0.1875
62.9666,41.4826,25,7,6,66,19,1005,3,2,1,1,28.0189,27.935,5,Upul Tharanga,46,39,7,1,117.95,2,0.1464968152866242,117.95,314,8,299,313,21,3229,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,25,7,6,66,19,1005,3,2,1,1,31.7098,33.9133,5,Tillakaratne Dilshan,41,49,5,0,83.67,2,0.1305732484076433,83.67,314,8,299,313,21,3229,1,264.519,28.3481,26.0,5.0,0.0,57.0,12.0,1009.0,4.0,1.0,4.7543,49.1856,12.0,12.0,0.0,0.03821656050955414
72.1185,43.848,25,7,6,66,19,1005,3,2,1,1,63.0309,40.4249,5,Kumar Sangakkara,102,97,10,0,105.15,2,0.3248407643312102,105.15,314,8,299,313,21,3229,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7808,26.6489,25,7,6,66,19,1005,3,2,1,1,12.7547,28.0959,5,Dinesh Chandimal,20,35,1,0,57.14,2,0.06369426751592357,57.14,314,8,299,313,21,3229,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.017,53.017,25,7,6,66,19,1005,3,2,1,1,48.5207,26.5756,5,Lahiru Thirimanne,69,63,7,0,109.52,2,0.2197452229299363,109.52,314,8,299,313,21,3229,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.4504,41.961,25,7,6,66,19,1005,3,2,1,1,21.1306,30.9742,5,Angelo Mathews,6,5,1,0,120.0,2,0.01910828025477707,120.0,314,8,299,313,21,3229,1,354.802,35.0584,26.0,5.0,0.0,57.0,12.0,1009.0,4.0,1.0,6.7141,107.059,16.0,18.0,0.0,0.050955414012738856
55.6003,19.671,25,7,6,66,19,1005,3,2,1,1,10.4206,31.866,5,Thisara Perera,2,8,0,0,25.0,2,0.006369426751592357,25.0,314,8,299,313,21,3229,1,441.988,28.4425,26.0,5.0,0.0,57.0,12.0,1009.0,4.0,1.0,26.5532,43.6514,64.0,42.0,0.0,0.20382165605095542
38.8512,24.018,25,7,6,66,19,1005,3,2,1,1,0.2566,16.2546,5,Nuwan Kulasekara,0,1,0,0,0.0,2,0.0,0.0,314,8,299,313,21,3229,1,413.386,44.2963,26.0,5.0,0.0,57.0,12.0,1009.0,4.0,1.0,20.7109,81.6954,46.0,60.0,0.0,0.1464968152866242
19.8964,9.8654,25,7,6,66,19,1005,3,2,1,1,15.8156,17.5966,5,Rangana Herath,1,1,0,0,100.0,1,0.0031847133757961785,100.0,314,8,299,313,21,3229,1,235.698,33.0319,26.0,5.0,0.0,57.0,12.0,1009.0,4.0,1.0,18.8902,38.8407,43.0,54.0,0.0,0.13694267515923567
28.3833,28.3833,25,7,6,66,19,1005,3,2,1,1,48.3106,32.8565,5,Sachithra Senanayake,6,2,0,1,300.0,1,0.01910828025477707,300.0,314,8,299,313,21,3229,1,186.993,186.993,26.0,5.0,0.0,57.0,12.0,1009.0,4.0,1.0,19.8639,37.4321,50.0,54.0,1.0,0.1592356687898089
35.5758,24.4585,25,7,6,66,19,1005,3,2,1,1,16.5791,11.1306,5,Lasith Malinga,0,0,0,0,0.0,0,0.0,0.0,314,8,299,313,21,3229,1,594.115,40.9675,26.0,5.0,0.0,57.0,12.0,1009.0,4.0,1.0,23.1186,68.7139,79.0,60.0,2.0,0.2515923566878981
62.9666,41.4826,33,15,0,25,8,1012,4,1,1,1,8.24401,29.9183,5,Upul Tharanga,4,11,0,0,36.36,2,0.017167381974248927,36.36,233,8,300,0,13,3233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,33,15,0,25,8,1012,4,1,1,1,30.7264,38.0494,5,Tillakaratne Dilshan,48,79,6,0,60.76,2,0.20600858369098712,60.76,233,8,300,0,13,3233,0,264.519,28.3481,25.0,21.0,0.0,47.0,7.0,1012.0,4.0,1.0,12.8718,51.7822,27.0,30.0,0.0,0.11587982832618025
72.1185,43.848,33,15,0,25,8,1012,4,1,1,1,22.5589,38.9143,5,Kumar Sangakkara,26,34,2,0,76.47,2,0.11158798283261803,76.47,233,8,300,0,13,3233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7808,26.6489,33,15,0,25,8,1012,4,1,1,1,35.7434,26.6371,5,Dinesh Chandimal,64,81,4,0,79.01,2,0.27467811158798283,79.01,233,8,300,0,13,3233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.1022,32.2591,33,15,0,25,8,1012,4,1,1,1,21.5968,37.9844,5,Mahela Jayawardene,23,34,2,0,67.65,2,0.09871244635193133,67.65,233,8,300,0,13,3233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.6003,19.671,33,15,0,25,8,1012,4,1,1,1,12.2774,27.4583,5,Thisara Perera,7,12,0,0,58.33,2,0.030042918454935622,58.33,233,8,300,0,13,3233,0,441.988,28.4425,25.0,21.0,0.0,47.0,7.0,1012.0,4.0,1.0,12.442,85.9906,37.0,30.0,1.0,0.15879828326180256
75.4504,41.961,33,15,0,25,8,1012,4,1,1,1,59.2657,45.2291,5,Angelo Mathews,33,28,2,0,117.86,1,0.14163090128755365,117.86,233,8,300,0,13,3233,0,354.802,35.0584,25.0,21.0,0.0,47.0,7.0,1012.0,4.0,1.0,13.6957,82.1064,31.0,58.0,2.0,0.13304721030042918
53.017,53.017,33,15,0,25,8,1012,4,1,1,1,11.4536,30.3221,5,Lahiru Thirimanne,7,11,0,0,63.64,2,0.030042918454935622,63.64,233,8,300,0,13,3233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.8512,24.018,33,15,0,25,8,1012,4,1,1,1,15.3356,18.8785,5,Nuwan Kulasekara,7,9,0,0,77.78,2,0.030042918454935622,77.78,233,8,300,0,13,3233,0,413.386,44.2963,25.0,21.0,0.0,47.0,7.0,1012.0,4.0,1.0,21.2588,72.3546,38.0,48.0,0.0,0.1630901287553648
35.5758,24.4585,33,15,0,25,8,1012,4,1,1,1,10.207,22.6286,5,Lasith Malinga,1,1,0,0,100.0,1,0.004291845493562232,100.0,233,8,300,0,13,3233,0,594.115,40.9675,25.0,21.0,0.0,47.0,7.0,1012.0,4.0,1.0,17.7652,93.0253,49.0,54.0,1.0,0.21030042918454936
33.2246,0.2238,33,15,0,25,8,1012,4,1,1,1,27.732,21.3555,5,Dhammika Prasad,0,0,0,0,0.0,0,0.0,0.0,233,8,300,0,13,3233,0,68.0699,8.78762,25.0,21.0,0.0,47.0,7.0,1012.0,4.0,1.0,18.1085,35.8642,47.0,60.0,1.0,0.2017167381974249
62.9666,41.4826,24,2,0,78,0,1011,4,2,1,1,8.24401,24.5258,5,Upul Tharanga,5,13,1,0,38.46,2,0.022123893805309734,38.46,226,10,299,232,9,3235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,24,2,0,78,0,1011,4,2,1,1,30.7264,32.0341,5,Tillakaratne Dilshan,40,57,4,0,70.18,2,0.17699115044247787,70.18,226,10,299,232,9,3235,0,264.519,28.3481,38.0,12.0,0.0,18.0,6.0,1010.0,4.0,1.0,12.8718,64.7436,1.0,6.0,0.0,0.004424778761061947
72.1185,43.848,24,2,0,78,0,1011,4,2,1,1,22.5589,35.9733,5,Kumar Sangakkara,22,32,3,0,68.75,2,0.09734513274336283,68.75,226,10,299,232,9,3235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7808,26.6489,24,2,0,78,0,1011,4,2,1,1,35.7434,34.9796,5,Dinesh Chandimal,37,50,4,0,74.0,2,0.16371681415929204,74.0,226,10,299,232,9,3235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.1022,32.2591,24,2,0,78,0,1011,4,2,1,1,21.5968,31.1885,5,Mahela Jayawardene,13,13,1,0,100.0,2,0.05752212389380531,100.0,226,10,299,232,9,3235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.017,53.017,24,2,0,78,0,1011,4,2,1,1,11.4536,22.2579,5,Lahiru Thirimanne,3,6,0,0,50.0,2,0.01327433628318584,50.0,226,10,299,232,9,3235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.4504,41.961,24,2,0,78,0,1011,4,2,1,1,59.2657,28.3293,5,Angelo Mathews,64,76,4,1,84.21,2,0.2831858407079646,84.21,226,10,299,232,9,3235,0,354.802,35.0584,38.0,12.0,0.0,18.0,6.0,1010.0,4.0,1.0,13.6957,48.0335,37.0,54.0,2.0,0.16371681415929204
38.8512,24.018,24,2,0,78,0,1011,4,2,1,1,15.3356,28.3739,5,Nuwan Kulasekara,8,11,0,0,72.73,2,0.035398230088495575,72.73,226,10,299,232,9,3235,0,413.386,44.2963,38.0,12.0,0.0,18.0,6.0,1010.0,4.0,1.0,21.2588,70.4721,39.0,60.0,2.0,0.17256637168141592
28.3833,28.3833,24,2,0,78,0,1011,4,2,1,1,10.0501,9.30173,5,Sachithra Senanayake,9,24,0,0,37.5,2,0.03982300884955752,37.5,226,10,299,232,9,3235,0,186.993,186.993,38.0,12.0,0.0,18.0,6.0,1010.0,4.0,1.0,11.934,28.8981,45.0,60.0,2.0,0.19911504424778761
35.5758,24.4585,24,2,0,78,0,1011,4,2,1,1,10.207,14.2842,5,Lasith Malinga,1,6,0,0,16.67,2,0.004424778761061947,16.67,226,10,299,232,9,3235,0,594.115,40.9675,38.0,12.0,0.0,18.0,6.0,1010.0,4.0,1.0,17.7652,79.1412,48.0,60.0,2.0,0.21238938053097345
33.2246,0.2238,24,2,0,78,0,1011,4,2,1,1,27.732,41.5589,5,Dhammika Prasad,15,11,1,0,136.36,1,0.06637168141592921,136.36,226,10,299,232,9,3235,0,68.0699,8.78762,38.0,12.0,0.0,18.0,6.0,1010.0,4.0,1.0,18.1085,14.3413,55.0,55.0,2.0,0.24336283185840707
62.9666,41.4826,29,13,0,36,47,1013,4,1,1,1,16.1703,29.9183,5,Upul Tharanga,0,2,0,0,0.0,2,0.0,0.0,236,9,300,0,8,3239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,29,13,0,36,47,1013,4,1,1,1,35.8747,38.0494,5,Tillakaratne Dilshan,16,23,1,1,69.57,2,0.06779661016949153,69.57,236,9,300,0,8,3239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.1185,43.848,29,13,0,36,47,1013,4,1,1,1,41.9369,38.9143,5,Kumar Sangakkara,31,56,2,0,55.36,2,0.13135593220338984,55.36,236,9,300,0,8,3239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7808,26.6489,29,13,0,36,47,1013,4,1,1,1,38.5403,26.6371,5,Dinesh Chandimal,81,91,6,1,89.01,2,0.3432203389830508,89.01,236,9,300,0,8,3239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.1022,32.2591,29,13,0,36,47,1013,4,1,1,1,35.5665,37.9844,5,Mahela Jayawardene,43,49,2,0,87.76,2,0.18220338983050846,87.76,236,9,300,0,8,3239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.4504,41.961,29,13,0,36,47,1013,4,1,1,1,16.6168,45.2291,5,Angelo Mathews,17,30,1,0,56.67,2,0.07203389830508475,56.67,236,9,300,0,8,3239,0,354.802,35.0584,26.0,10.0,0.0,42.0,30.0,1012.0,4.0,2.0,17.4491,82.1064,35.0,30.0,0.0,0.1483050847457627
55.6003,19.671,29,13,0,36,47,1013,4,1,1,1,10.9412,27.4583,5,Thisara Perera,5,9,0,0,55.56,2,0.0211864406779661,55.56,236,9,300,0,8,3239,0,441.988,28.4425,26.0,10.0,0.0,42.0,30.0,1012.0,4.0,2.0,13.9021,85.9906,45.0,54.0,2.0,0.1906779661016949
38.8512,24.018,29,13,0,36,47,1013,4,1,1,1,21.7079,18.8785,5,Nuwan Kulasekara,12,25,0,0,48.0,2,0.05084745762711865,48.0,236,9,300,0,8,3239,0,413.386,44.2963,26.0,10.0,0.0,42.0,30.0,1012.0,4.0,2.0,28.8994,72.3546,39.0,60.0,1.0,0.1652542372881356
28.3833,28.3833,29,13,0,36,47,1013,4,1,1,1,34.0827,27.0959,5,Sachithra Senanayake,22,14,3,0,157.14,1,0.09322033898305085,157.14,236,9,300,0,8,3239,0,186.993,186.993,26.0,10.0,0.0,42.0,30.0,1012.0,4.0,2.0,12.8717,23.7444,30.0,36.0,0.0,0.1271186440677966
35.5758,24.4585,29,13,0,36,47,1013,4,1,1,1,7.02218,22.6286,5,Lasith Malinga,0,0,0,0,0.0,2,0.0,0.0,236,9,300,0,8,3239,0,594.115,40.9675,26.0,10.0,0.0,42.0,30.0,1012.0,4.0,2.0,21.6269,93.0253,53.0,60.0,2.0,0.2245762711864407
19.8964,9.8654,29,13,0,36,47,1013,4,1,1,1,8.5222,15.052,5,Rangana Herath,1,1,0,0,100.0,1,0.00423728813559322,100.0,236,9,300,0,8,3239,0,235.698,33.0319,26.0,10.0,0.0,42.0,30.0,1012.0,4.0,2.0,26.7935,44.2538,33.0,60.0,0.0,0.13983050847457626
60.1022,32.2591,22,17,0,80,31,1016,4,2,2,0,24.7687,31.1885,5,Mahela Jayawardene,61,67,5,0,91.04,1,0.40131578947368424,91.04,152,2,145,152,10,3241,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,22,17,0,80,31,1016,4,2,2,0,32.6855,32.0341,5,Tillakaratne Dilshan,45,41,4,1,109.76,2,0.29605263157894735,109.76,152,2,145,152,10,3241,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.1185,43.848,22,17,0,80,31,1016,4,2,2,0,40.9946,35.9733,5,Kumar Sangakkara,30,29,4,1,103.45,2,0.19736842105263158,103.45,152,2,145,152,10,3241,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7808,26.6489,22,17,0,80,31,1016,4,2,2,0,49.0151,34.9796,5,Dinesh Chandimal,6,8,1,0,75.0,1,0.039473684210526314,75.0,152,2,145,152,10,3241,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.8964,9.8654,22,17,0,80,31,1016,4,2,2,0,19.8964,12.1846,5,Rangana Herath,0,0,0,0,0.0,0,0.0,0.0,152,2,145,152,10,3241,1,235.698,33.0319,26.0,16.0,0.0,59.0,28.0,1015.0,4.0,1.0,12.8636,46.3844,12.0,30.0,1.0,0.07894736842105263
55.6003,19.671,22,17,0,80,31,1016,4,2,2,0,22.614,27.0232,5,Thisara Perera,0,0,0,0,0.0,0,0.0,0.0,152,2,145,152,10,3241,1,441.988,28.4425,26.0,16.0,0.0,59.0,28.0,1015.0,4.0,1.0,20.7557,47.0055,29.0,42.0,2.0,0.19078947368421054
35.5758,24.4585,22,17,0,80,31,1016,4,2,2,0,5.6652,14.2842,5,Lasith Malinga,0,0,0,0,0.0,0,0.0,0.0,152,2,145,152,10,3241,1,594.115,40.9675,26.0,16.0,0.0,59.0,28.0,1015.0,4.0,1.0,25.0992,79.1412,42.0,53.0,1.0,0.27631578947368424
75.4504,41.961,22,17,0,80,31,1016,4,2,2,0,33.4983,28.3293,5,Angelo Mathews,0,0,0,0,0.0,0,0.0,0.0,152,2,145,152,10,3241,1,354.802,35.0584,26.0,16.0,0.0,59.0,28.0,1015.0,4.0,1.0,28.1287,48.0335,26.0,24.0,1.0,0.17105263157894737
21.6281,21.6281,22,17,0,80,31,1016,4,2,2,0,21.6281,17.6223,5,Farveez Maharoof,0,0,0,0,0.0,0,0.0,0.0,152,2,145,152,10,3241,1,75.058,75.058,26.0,16.0,0.0,59.0,28.0,1015.0,4.0,1.0,8.351,29.184,18.0,48.0,2.0,0.11842105263157894
38.8512,24.018,22,17,0,80,31,1016,4,2,2,0,8.2656,28.3739,5,Nuwan Kulasekara,0,0,0,0,0.0,0,0.0,0.0,152,2,145,152,10,3241,1,413.386,44.2963,26.0,16.0,0.0,59.0,28.0,1015.0,4.0,1.0,18.5488,70.4721,29.0,48.0,0.0,0.19078947368421054
60.1022,32.2591,29,9,2,76,19,1007,4,1,1,1,16.5141,37.9844,5,Mahela Jayawardene,45,55,2,0,81.82,2,0.15570934256055363,81.82,289,6,300,0,22,3246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,29,9,2,76,19,1007,4,1,1,1,24.2838,38.0494,5,Tillakaratne Dilshan,51,72,5,1,70.83,2,0.17647058823529413,70.83,289,6,300,0,22,3246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.1185,43.848,29,9,2,76,19,1007,4,1,1,1,16.2491,38.9143,5,Kumar Sangakkara,8,15,0,0,53.33,2,0.02768166089965398,53.33,289,6,300,0,22,3246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.7808,26.6489,29,9,2,76,19,1007,4,1,1,1,22.6105,26.6371,5,Dinesh Chandimal,38,49,0,0,77.55,2,0.1314878892733564,77.55,289,6,300,0,22,3246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.017,53.017,29,9,2,76,19,1007,4,1,1,1,23.5011,30.3221,5,Lahiru Thirimanne,62,62,6,0,100.0,2,0.21453287197231835,100.0,289,6,300,0,22,3246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.4504,41.961,29,9,2,76,19,1007,4,1,1,1,24.2337,45.2291,5,Angelo Mathews,49,37,4,1,132.43,1,0.1695501730103806,132.43,289,6,300,0,22,3246,1,354.802,35.0584,25.0,1.0,3.0,89.0,17.0,1008.0,3.0,1.0,14.844,82.1064,12.0,24.0,0.0,0.04152249134948097
55.6003,19.671,29,9,2,76,19,1007,4,1,1,1,24.1351,27.4583,5,Thisara Perera,10,7,1,0,142.86,2,0.03460207612456748,142.86,289,6,300,0,22,3246,1,441.988,28.4425,25.0,1.0,3.0,89.0,17.0,1008.0,3.0,1.0,11.8309,85.9906,37.0,43.0,4.0,0.12802768166089964
21.6281,21.6281,29,9,2,76,19,1007,4,1,1,1,17.7541,20.9862,5,Farveez Maharoof,4,4,0,0,100.0,1,0.01384083044982699,100.0,289,6,300,0,22,3246,1,75.058,75.058,25.0,1.0,3.0,89.0,17.0,1008.0,3.0,1.0,24.8238,22.5661,52.0,60.0,1.0,0.17993079584775087
38.8512,24.018,29,9,2,76,19,1007,4,1,1,1,59.4545,18.8785,5,Nuwan Kulasekara,0,0,0,0,0.0,0,0.0,0.0,289,6,300,0,22,3246,1,413.386,44.2963,25.0,1.0,3.0,89.0,17.0,1008.0,3.0,1.0,15.1195,72.3546,40.0,54.0,3.0,0.1384083044982699
19.8964,9.8654,29,9,2,76,19,1007,4,1,1,1,17.6516,15.052,5,Rangana Herath,0,0,0,0,0.0,0,0.0,0.0,289,6,300,0,22,3246,1,235.698,33.0319,25.0,1.0,3.0,89.0,17.0,1008.0,3.0,1.0,30.0803,44.2538,35.0,42.0,0.0,0.12110726643598616
35.5758,24.4585,29,9,2,76,19,1007,4,1,1,1,4.15429,22.6286,5,Lasith Malinga,0,0,0,0,0.0,0,0.0,0.0,289,6,300,0,22,3246,1,594.115,40.9675,25.0,1.0,3.0,89.0,17.0,1008.0,3.0,1.0,19.2237,93.0253,55.0,48.0,2.0,0.1903114186851211
60.1022,32.2591,15,8,0,90,0,1017,4,2,2,0,30.9477,31.1885,5,Mahela Jayawardene,85,81,6,1,104.94,2,0.3003533568904594,104.94,283,7,296,281,15,3248,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.1419,35.8553,15,8,0,90,0,1017,4,2,2,0,57.4415,32.0341,5,Tillakaratne Dilshan,3,9,0,0,33.33,2,0.01060070671378092,33.33,283,7,296,281,15,3248,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.1185,43.848,15,8,0,90,0,1017,4,2,2,0,58.3312,35.9733,5,Kumar Sangakkara,22,22,2,0,100.0,2,0.07773851590106007,100.0,283,7,296,281,15,3248,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
