,batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,batting_contribution,strike_rate,total_score,total_wickets,total_balls,target,extras,bowling_consistency,bowling_form,bowling_temp,bowling_wind,bowling_rain,bowling_humidity,bowling_cloud,bowling_pressure,bowling_viscosity,bowling_session,bowling_venue,bowling_opposition,deliveries,wickets_taken,bowling_contribution,economy
1311,29.9675,19.3895,27,6,4,89,70,1009,2,1,0,1,26.0396,32.9057,0,0,0,0,1,0.0756302521008403,138.46,238,10,298,238.0,14,63.9646,13.1172,27.0,7.0,1.0,91.0,57.0,1010.0,3.0,1.0,27.1061,64.0298,0,0,0.1176470588235294,2
1312,19.8964,13.6539,27,18,2,85,67,1016,3,1,0,0,9.6426,15.052,0,0,0,0,2,0.0,0.0,348,1,300,348.0,23,235.698,43.105,29.0,20.0,0.0,71.0,38.0,1014.0,3.0,0.0,12.3652,44.2538,1,1,0.1063218390804597,2
1313,58.7808,24.2897,23,60,0,60,55,1008,3,1,0,0,16.3946,28.0959,0,1,0,0,1,0.1215469613259668,40.0,181,10,291,181.0,17,0.0,0.0,22.0,55.0,0.0,64.0,18.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1314,23.6093,16.2374,19,14,0,67,2,1026,3,1,0,0,13.3375,12.9016,0,0,0,0,2,0.0246305418719211,71.43,203,10,297,203.0,20,288.64,26.011,19.0,16.0,0.0,71.0,7.0,1025.0,3.0,0.0,15.2364,41.0215,1,0,0.2315270935960591,2
1315,0.0,0.0,27,12,2,84,78,1007,3,1,0,0,26.0588,21.97,0,0,0,0,2,0.0440528634361233,166.67,227,8,300,227.0,3,0.0,0.0,27.0,10.0,0.0,90.0,89.0,1008.0,3.0,1.0,22.5813,26.7442,1,1,0.211453744493392,2
1316,17.6814,19.5664,18,16,0,65,40,1010,3,2,0,1,0.2566,9.25659,0,0,0,0,2,0.0,0.0,258,10,283,295.0,12,79.9514,13.7202,19.0,14.0,0.0,59.0,81.0,1011.0,3.0,0.0,18.612,33.6601,1,0,0.1589147286821705,2
1317,55.6003,25.4193,20,16,0,61,2,1003,3,2,1,0,8.32438,27.0232,0,0,0,0,2,0.0202020202020202,50.0,198,10,240,306.0,13,441.988,42.6328,32.0,16.0,0.0,24.0,2.0,1001.0,3.0,0.0,13.18,47.0055,0,0,0.1414141414141414,2
1318,55.6003,19.671,29,9,2,76,19,1007,3,1,0,1,24.1351,27.4583,0,0,0,0,2,0.0346020761245674,142.86,289,6,300,289.0,22,441.988,28.4425,25.0,1.0,3.0,89.0,17.0,1008.0,2.0,0.0,11.8309,85.9906,1,1,0.1280276816608996,2
1319,53.017,23.2927,24,27,0,79,2,1014,3,2,1,1,45.9889,30.3221,1,1,1,0,0,0.1433962264150943,69.09,265,8,296,265.0,8,0.0,0.0,26.0,28.0,0.0,71.0,3.0,1013.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1320,38.8512,27.2721,33,9,1,57,21,1012,3,1,0,0,15.8156,13.4982,0,0,0,0,2,0.0035714285714285,100.0,280,9,300,280.0,19,413.386,18.254,29.0,10.0,3.0,73.0,32.0,1010.0,2.0,0.0,15.7275,31.7433,1,1,0.1321428571428571,2
1321,50.1772,30.4913,29,16,0,77,22,1009,3,1,0,1,35.2199,32.5809,1,1,1,0,0,0.1428571428571428,82.35,294,8,300,294.0,4,0.0,0.0,27.0,13.0,0.0,87.0,43.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1322,36.6786,26.3427,16,28,0,75,63,1019,3,1,0,0,28.0478,35.555,0,0,0,0,0,0.0550847457627118,65.0,236,10,296,236.0,19,39.0088,18.6629,15.0,31.0,0.0,78.0,43.0,1019.0,3.0,0.0,10.2339,6.5329,0,0,0.0084745762711864,0
1323,53.017,53.017,15,8,0,90,0,1017,3,2,1,0,10.6921,22.2579,0,1,0,0,1,0.0848056537102473,70.59,283,7,296,281.0,15,0.0,0.0,22.0,8.0,0.0,58.0,0.0,1018.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1324,29.9675,19.3895,27,12,0,89,65,1009,3,2,1,0,26.0396,32.9057,1,1,0,1,1,0.1884057971014492,90.7,207,10,256,376.0,13,63.9646,13.1172,29.0,9.0,0.0,82.0,62.0,1007.0,3.0,0.0,27.1061,64.0298,1,0,0.1739130434782608,2
1325,35.5758,17.0985,29,6,0,71,19,1010,3,1,0,0,20.3233,13.3835,0,0,0,0,2,0.0,0.0,211,8,198,211.0,14,594.115,39.0109,27.0,4.0,9.0,90.0,25.0,1007.0,1.0,0.0,43.6984,51.0771,0,0,0.1469194312796208,2
1326,31.4101,31.4101,27,26,0,76,35,1009,3,2,0,0,45.4385,27.5218,0,0,0,0,2,0.0,0.0,186,2,206,186.0,7,122.804,122.804,29.0,23.0,0.0,67.0,61.0,1011.0,3.0,0.0,38.9943,45.6241,1,0,0.1182795698924731,2
1327,35.5758,35.5758,27,12,0,89,65,1009,3,2,1,0,16.9584,22.6286,0,0,0,0,2,0.0,0.0,207,10,256,376.0,13,594.115,594.115,29.0,9.0,0.0,82.0,62.0,1007.0,3.0,0.0,60.7292,93.0253,1,0,0.3961352657004831,2
1328,62.9666,27.6969,27,15,5,67,19,1007,2,1,0,1,32.0613,24.5258,1,0,1,0,0,0.1780104712041884,121.43,191,10,247,191.0,5,0.0,0.0,24.0,11.0,0.0,81.0,18.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1329,35.5758,35.5758,27,3,5,88,48,1010,2,1,0,1,20.3233,17.3991,0,0,0,0,2,0.0661157024793388,133.33,242,9,300,242.0,11,594.115,594.115,24.0,3.0,6.0,99.0,34.0,1011.0,2.0,1.0,43.6984,92.8711,1,1,0.140495867768595,2
1330,24.5617,10.5895,27,9,2,77,55,1008,3,1,0,1,45.1918,30.6231,0,0,0,0,2,0.0869565217391304,123.81,299,8,300,299.0,24,0.0,0.0,23.0,6.0,3.0,95.0,45.0,1008.0,2.0,0.0,0.0,0.0,0,0,0.0,0
1331,74.1419,43.1817,27,2,4,87,26,1011,2,2,1,0,41.6468,30.6374,0,0,0,0,0,0.0755555555555555,130.77,225,2,219,225.0,13,264.519,63.9562,28.0,6.0,9.0,85.0,25.0,1010.0,1.0,0.0,46.1399,31.9053,0,0,0.0311111111111111,1
1332,75.4504,37.4367,35,9,0,44,0,1003,3,2,1,0,25.3302,25.0865,0,1,0,0,1,0.1392405063291139,56.41,158,10,248,250.0,13,0.0,0.0,39.0,6.0,0.0,38.0,0.0,1002.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1333,24.9177,32.5929,26,6,0,74,2,1013,3,2,0,1,8.35906,16.2269,0,0,0,0,1,0.0257731958762886,38.46,194,10,236,364.0,18,160.701,31.8588,30.0,4.0,0.0,64.0,0.0,1011.0,3.0,0.0,15.2364,52.8276,1,0,0.2422680412371134,2
1334,0.0,0.0,34,15,0,39,0,1009,3,1,0,1,0.5132,3.71389,0,0,0,0,1,0.0,0.0,173,10,262,173.0,13,0.0,0.0,30.0,10.0,0.0,55.0,0.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1335,9.12361,9.12361,23,60,0,60,55,1008,3,1,0,0,4.1946,6.52131,0,0,0,0,2,0.011049723756906,20.0,181,10,291,181.0,17,87.0907,87.0907,22.0,55.0,0.0,64.0,18.0,1010.0,3.0,0.0,16.374,52.191,1,0,0.1933701657458563,2
1336,58.7808,22.7266,29,11,0,36,0,1012,3,2,0,1,26.7752,34.3766,1,1,0,0,1,0.1223021582733813,103.03,278,10,289,291.0,18,0.0,0.0,27.0,4.0,0.0,40.0,0.0,1015.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1337,22.8727,20.1611,27,13,0,86,23,1010,3,2,1,0,22.8542,14.6339,0,0,0,0,2,0.0,0.0,242,3,268,239.0,22,140.869,24.6319,28.0,15.0,0.0,77.0,44.0,1008.0,3.0,0.0,25.2212,24.9356,1,1,0.1611570247933884,2
1338,33.3753,47.0303,23,5,1,92,21,1010,3,2,1,0,24.9261,39.0077,1,1,1,0,1,0.1846153846153846,94.74,195,7,245,193.0,13,0.0,0.0,27.0,8.0,1.0,74.0,29.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1339,38.8512,24.018,29,9,2,76,19,1007,3,1,0,1,59.4545,18.8785,0,0,0,0,2,0.0,0.0,289,6,300,289.0,22,413.386,44.2963,25.0,1.0,3.0,89.0,17.0,1008.0,2.0,0.0,15.1195,72.3546,1,1,0.1384083044982699,2
1340,75.4504,43.6873,25,13,0,49,27,1011,3,1,0,1,15.6325,45.2291,0,0,0,0,1,0.0413223140495867,71.43,242,10,290,242.0,16,354.802,44.8738,23.0,9.0,0.0,58.0,27.0,1013.0,3.0,0.0,6.8532,82.1064,0,0,0.0702479338842975,2
1341,74.1419,26.4227,28,17,2,74,28,1007,3,1,0,1,41.6468,33.9133,1,2,0,0,0,0.1928251121076233,67.19,223,9,296,223.0,28,264.519,26.804,26.0,14.0,1.0,83.0,33.0,1009.0,3.0,1.0,46.1399,49.1856,1,0,0.0896860986547085,2
1342,53.017,30.6952,19,18,0,61,47,1014,3,1,0,0,19.4995,22.2579,1,2,1,0,1,0.225296442687747,66.28,253,8,300,253.0,18,0.0,0.0,17.0,18.0,0.0,65.0,31.0,1013.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1343,62.9666,29.3046,24,20,0,76,42,1008,3,2,0,0,28.1932,24.5258,0,0,0,0,1,0.16,80.0,75,6,120,75.0,5,0.0,0.0,28.0,24.0,0.0,62.0,11.0,1007.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1344,72.1185,47.3499,17,7,0,63,74,1025,3,1,0,0,45.6066,45.8996,3,3,2,0,0,0.3733333333333333,107.69,300,9,300,300.0,20,0.0,0.0,19.0,5.0,0.0,60.0,35.0,1024.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1345,75.4504,28.2781,17,7,0,63,74,1025,3,1,0,0,22.6188,40.6557,1,1,1,0,1,0.1,100.0,300,9,300,300.0,20,354.802,36.0352,19.0,5.0,0.0,60.0,35.0,1024.0,3.0,0.0,16.5132,47.8568,1,0,0.1,2
1346,38.8512,24.018,18,23,0,71,11,1024,3,2,1,0,21.7079,28.3739,0,0,0,0,2,0.0,0.0,274,2,266,272.0,20,413.386,44.2963,21.0,21.0,0.0,64.0,9.0,1024.0,3.0,0.0,28.8994,70.4721,1,0,0.2080291970802919,2
1347,31.4101,32.5699,21,6,0,66,39,1017,3,2,0,0,31.4101,27.5218,0,0,0,0,2,0.0,0.0,249,4,290,247.0,25,122.804,21.1663,21.0,6.0,1.0,63.0,67.0,1018.0,3.0,0.0,11.5863,45.6241,1,1,0.1606425702811245,2
1348,35.5758,20.1306,28,25,2,73,68,1009,3,1,0,0,11.5921,17.3991,0,0,0,0,2,0.0,0.0,275,7,270,275.0,13,594.115,45.7818,27.0,21.0,0.0,79.0,100.0,1009.0,3.0,0.0,48.2943,92.8711,1,0,0.2181818181818181,2
1349,12.3153,0.4476,26,12,0,40,2,1017,3,2,0,1,0.2566,14.6116,0,0,0,0,2,0.0,0.0,249,10,250,365.0,10,158.92,25.6918,26.0,7.0,0.0,38.0,0.0,1017.0,3.0,0.0,25.9366,33.2008,1,0,0.3092369477911647,2
1350,19.8964,26.0617,13,19,0,60,82,1028,3,2,0,1,16.555,17.7086,0,0,0,0,2,0.055793991416309,68.42,233,10,277,332.0,11,235.698,9.63257,14.0,20.0,0.0,61.0,79.0,1029.0,3.0,0.0,18.0556,46.0288,1,0,0.1587982832618025,2
1351,62.9666,29.3046,23,2,3,93,58,1010,2,2,1,0,32.0613,24.1167,0,0,0,0,0,0.0508474576271186,54.55,118,3,137,105.0,14,0.0,0.0,25.0,4.0,4.0,82.0,32.0,1008.0,2.0,0.0,0.0,0.0,0,0,0.0,0
1352,35.5758,24.4585,29,9,2,76,19,1007,3,1,0,1,4.15429,22.6286,0,0,0,0,2,0.0,0.0,289,6,300,289.0,22,594.115,40.9675,25.0,1.0,3.0,89.0,17.0,1008.0,2.0,0.0,19.2237,93.0253,1,1,0.1903114186851211,2
1353,0.0,0.0,29,30,0,77,6,1009,3,2,1,0,26.1601,25.1761,1,0,0,1,2,0.1260504201680672,130.43,238,10,281,306.0,21,39.3799,39.3799,31.0,31.0,0.0,65.0,9.0,1006.0,3.0,0.0,19.3615,20.4349,1,1,0.2647058823529412,2
1354,26.6919,26.6919,27,6,8,79,63,1009,1,1,0,1,5.2718,18.0652,0,0,0,0,0,0.0289855072463768,50.0,138,1,138,138.0,8,0.0,0.0,27.0,7.0,10.0,79.0,35.0,1009.0,1.0,0.0,0.0,0.0,0,0,0.0,0
1355,36.6786,36.6786,15,34,0,73,4,1015,3,2,0,1,28.0478,26.9816,1,1,1,0,0,0.2376237623762376,106.67,202,10,256,325.0,15,39.0088,39.0088,15.0,31.0,0.0,74.0,23.0,1014.0,3.0,0.0,10.2339,15.9443,1,1,0.2376237623762376,2
1356,0.0,0.0,23,5,0,94,51,1011,3,1,0,1,10.0758,9.84625,0,0,0,0,1,0.0330188679245283,43.75,212,10,300,212.0,21,0.0,0.0,24.0,7.0,0.0,93.0,65.0,1011.0,3.0,1.0,2.3772,2.5277,0,0,0.0235849056603773,1
1357,50.1772,30.15,18,16,0,52,14,1010,3,2,1,0,36.7933,26.9079,0,0,0,0,0,0.0134228187919463,17.39,298,10,278,320.0,19,0.0,0.0,19.0,19.0,0.0,45.0,25.0,1009.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1358,28.3833,31.128,21,10,0,40,9,1014,3,1,0,1,5.74843,24.9531,0,0,0,0,2,0.0036231884057971,33.33,276,10,297,276.0,16,186.993,59.7871,22.0,16.0,0.0,37.0,4.0,1015.0,3.0,0.0,21.0715,33.4343,1,0,0.2065217391304347,2
1359,53.017,30.6952,28,22,0,71,15,1013,3,2,0,1,16.883,30.3221,0,0,0,0,1,0.0,0.0,96,10,148,178.0,11,0.0,0.0,29.0,9.0,0.0,70.0,18.0,1015.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1360,31.4101,31.4101,26,22,0,84,30,1006,3,1,0,0,45.4385,27.5218,1,0,0,1,2,0.0946372239747634,214.29,317,6,300,317.0,19,122.804,122.804,26.0,24.0,3.0,86.0,26.0,1008.0,2.0,1.0,38.9943,45.6241,1,0,0.1072555205047318,2
1361,75.4504,75.4504,32,15,0,47,0,1006,3,1,0,1,36.7637,28.4227,1,1,1,0,1,0.1547169811320754,117.14,265,9,300,265.0,19,354.802,354.802,31.0,6.0,0.0,68.0,0.0,1007.0,3.0,1.0,7.1314,37.8722,0,0,0.0716981132075471,2
1362,0.0,0.0,26,18,3,86,27,1011,2,1,0,1,0.2566,11.028,0,0,0,0,1,0.0,0.0,242,8,210,242.0,13,0.0,0.0,25.0,15.0,0.0,86.0,35.0,1012.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1363,60.1022,20.895,23,7,0,88,7,1010,3,2,1,0,24.7687,31.1885,0,0,0,0,1,0.0608974358974358,86.36,312,10,278,377.0,11,0.0,0.0,26.0,18.0,0.0,65.0,14.0,1008.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1364,50.1772,11.9432,13,23,0,75,54,1002,3,1,0,0,0.2566,34.0881,0,0,0,0,0,0.0,0.0,219,8,300,219.0,19,0.0,0.0,13.0,28.0,1.0,76.0,57.0,1000.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1365,35.5758,39.2028,28,9,1,77,30,1014,3,1,0,0,12.8045,8.89639,0,0,0,0,2,0.0,0.0,219,8,246,219.0,31,594.115,38.7467,28.0,12.0,2.0,76.0,24.0,1011.0,3.0,0.0,19.8451,31.587,1,1,0.1917808219178082,2
1366,0.0,0.0,30,31,0,67,9,1008,3,1,0,1,30.7194,29.5386,1,1,0,1,1,0.1212121212121212,92.31,297,9,300,297.0,18,0.0,0.0,28.0,29.0,0.0,78.0,56.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1367,40.9425,40.9425,23,7,0,48,22,1012,3,2,0,1,29.4052,37.9599,0,1,0,0,0,0.1696969696969697,62.22,165,10,259,228.0,4,0.0,0.0,25.0,15.0,1.0,43.0,40.0,1015.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1368,75.4504,75.4504,26,24,1,83,68,1009,2,2,0,1,41.4902,44.1292,0,0,0,0,2,0.0,0.0,199,2,255,197.0,19,354.802,354.802,26.0,22.0,0.0,80.0,97.0,1011.0,0.0,0.0,36.9335,24.5498,0,0,0.100502512562814,2
1369,26.6919,10.7228,17,18,0,74,88,1018,3,2,0,1,22.4019,18.0652,0,0,0,0,2,0.0476190476190476,92.31,252,10,262,361.0,16,0.0,0.0,17.0,13.0,0.0,73.0,39.0,1019.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1370,0.0,0.0,28,33,0,74,12,1010,3,2,0,1,17.6721,17.3693,0,0,0,0,2,0.0,0.0,312,2,284,311.0,22,39.3799,39.3799,31.0,34.0,0.0,62.0,4.0,1008.0,3.0,0.0,14.431,16.0449,1,1,0.141025641025641,2
1371,53.017,36.1006,24,3,11,94,70,1010,2,2,1,1,36.338,33.018,0,1,0,0,0,0.1166666666666666,61.76,180,5,195,162.0,10,0.0,0.0,25.0,3.0,18.0,91.0,65.0,1009.0,1.0,0.0,0.0,0.0,0,0,0.0,0
1372,62.9666,26.0915,27,2,7,91,56,1009,2,1,0,1,26.0712,40.7923,1,2,1,0,0,0.173076923076923,73.97,312,4,300,312.0,13,0.0,0.0,24.0,3.0,8.0,99.0,57.0,1010.0,1.0,0.0,0.0,0.0,0,0,0.0,0
1373,55.6003,20.3849,26,6,0,37,6,1011,3,2,1,0,44.0018,28.2395,0,0,0,0,2,0.0721153846153846,65.22,208,7,294,205.0,9,441.988,36.8797,32.0,12.0,0.0,24.0,5.0,1011.0,3.0,0.0,48.9939,51.752,1,1,0.1394230769230769,2
1374,74.1419,19.8603,26,22,1,70,33,1006,3,1,0,1,54.7206,33.4671,0,0,0,0,0,0.037037037037037,55.56,135,8,252,135.0,31,0.0,0.0,23.0,15.0,0.0,84.0,38.0,1008.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1375,74.1419,35.0819,30,6,0,68,27,1010,3,1,0,0,39.453,33.4671,1,2,0,0,0,0.1490196078431372,58.46,255,8,300,255.0,18,264.519,28.064,28.0,3.0,10.0,82.0,65.0,1010.0,1.0,0.0,26.4389,50.4942,1,0,0.1764705882352941,2
1376,23.6093,23.6093,24,6,0,44,4,1012,3,2,0,1,5.44928,13.4704,0,0,0,0,2,0.0,0.0,246,4,285,241.0,7,288.64,288.64,32.0,5.0,0.0,29.0,0.0,1015.0,3.0,0.0,58.5641,44.1083,1,1,0.0975609756097561,2
1377,29.7883,29.7883,28,21,0,80,67,1008,3,2,0,1,29.3698,23.2514,0,0,0,0,2,0.0,0.0,158,3,181,156.0,12,73.8808,73.8808,29.0,21.0,0.0,75.0,47.0,1010.0,3.0,0.0,11.3666,25.429,1,0,0.0949367088607595,2
1378,29.9675,29.9675,22,14,0,48,10,1023,3,1,0,1,31.9035,34.7352,2,2,1,0,1,0.351063829787234,80.49,188,10,282,188.0,8,63.9646,63.9646,21.0,19.0,0.0,56.0,4.0,1022.0,3.0,0.0,7.67105,19.1527,1,1,0.2393617021276596,2
1379,24.9177,32.5929,18,10,0,40,7,1012,3,1,0,1,0.2566,16.2269,0,0,0,0,2,0.0,0.0,286,8,300,286.0,13,160.701,31.8588,17.0,10.0,0.0,43.0,17.0,1014.0,3.0,0.0,20.1545,52.8276,1,0,0.1468531468531468,2
1380,26.8548,26.8548,30,24,0,27,4,1015,3,1,0,0,33.9226,49.7397,0,0,0,0,2,0.0727272727272727,150.0,330,7,300,330.0,12,70.8099,70.8099,30.0,21.0,0.0,22.0,6.0,1011.0,3.0,0.0,20.101,30.9769,1,0,0.1545454545454545,2
1381,24.9177,32.5929,20,25,0,85,4,1013,3,1,0,1,5.74843,10.5823,0,0,0,0,1,0.0034843205574912,33.33,287,6,300,287.0,11,160.701,31.8588,20.0,23.0,0.0,85.0,4.0,1013.0,3.0,1.0,17.5497,55.0716,1,0,0.1045296167247386,2
1382,72.1185,29.9567,27,16,0,79,80,1012,3,2,1,0,56.1313,30.6193,1,2,0,0,0,0.1612903225806451,58.82,248,8,298,248.0,22,0.0,0.0,28.0,21.0,0.0,72.0,45.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1383,33.3753,47.0303,26,9,1,88,26,1012,3,1,0,1,35.6986,35.1082,0,0,0,0,2,0.0542168674698795,180.0,332,7,300,332.0,12,0.0,8.4375,25.0,10.0,0.0,89.0,24.0,1013.0,3.0,1.0,3.6415,3.8587,0,0,0.0120481927710843,1
1384,72.1185,28.3124,26,6,0,37,6,1011,3,2,1,0,41.6504,42.9488,0,0,0,0,0,0.0096153846153846,40.0,208,7,294,205.0,9,0.0,0.0,32.0,12.0,0.0,24.0,5.0,1011.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1385,35.5758,35.5758,22,13,1,86,64,1019,3,2,0,1,35.5758,11.1306,0,0,0,0,2,0.0,0.0,121,5,144,193.0,10,594.115,594.115,25.0,12.0,0.0,77.0,63.0,1019.0,3.0,0.0,23.7711,68.7139,1,0,0.5619834710743802,2
1386,0.0,12.6159,28,17,0,78,56,1008,3,1,0,1,0.0,0.2238,0,0,0,0,2,0.0,0.0,314,8,300,314.0,18,52.6447,18.5565,26.0,13.0,0.0,88.0,49.0,1010.0,3.0,1.0,19.6481,26.3492,1,0,0.143312101910828,2
1387,40.9425,35.6938,25,15,0,59,0,1016,3,1,0,0,34.1286,26.1648,0,0,0,0,1,0.0372093023255813,200.0,215,10,269,215.0,8,0.0,0.0,25.0,11.0,0.0,65.0,0.0,1018.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1388,0.0,0.0,27,3,2,79,69,1010,3,1,0,1,0.0,0.4476,0,0,0,0,2,0.0,0.0,244,8,300,244.0,11,0.0,0.0,25.0,3.0,3.0,88.0,59.0,1010.0,2.0,1.0,14.5852,23.9638,1,0,0.180327868852459,2
1389,58.7808,40.2898,27,3,7,90,84,1010,2,1,0,1,35.7043,34.9796,3,3,1,0,1,0.4513274336283185,78.46,226,10,296,226.0,18,0.0,0.0,24.0,4.0,9.0,97.0,31.0,1010.0,1.0,0.0,0.0,0.0,0,0,0.0,0
1390,74.1419,35.0819,27,14,8,88,20,1008,1,1,0,1,41.6468,33.4671,1,1,0,0,0,0.1953125,84.75,256,9,300,256.0,15,264.519,28.064,26.0,12.0,9.0,91.0,36.0,1010.0,1.0,1.0,46.1399,50.4942,0,0,0.1171875,2
1391,55.6003,21.5397,26,9,0,46,2,1014,3,2,0,0,28.6676,27.4583,0,0,0,1,2,0.1155378486055776,100.0,251,10,259,405.0,16,441.988,41.8286,29.0,10.0,0.0,42.0,0.0,1013.0,3.0,0.0,13.2766,85.9906,1,0,0.1713147410358565,2
1392,0.0,0.0,28,21,0,73,49,1007,3,1,0,1,0.0,0.0,0,0,0,0,2,0.0,0.0,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,1.0,21.1282,22.2712,1,0,0.2016460905349794,2
1393,0.0,0.0,27,12,0,89,65,1009,3,2,1,0,13.5707,13.2099,0,0,0,0,0,0.0531400966183574,45.83,207,10,256,376.0,13,0.0,0.0,29.0,9.0,0.0,82.0,62.0,1007.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1394,58.7808,26.6489,28,21,0,73,49,1007,3,1,0,1,39.512,27.4652,0,1,0,0,1,0.074074074074074,60.0,243,8,300,243.0,26,0.0,0.0,27.0,15.0,0.0,81.0,60.0,1010.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1395,58.7808,19.0946,23,10,0,64,24,1013,3,1,0,0,26.7752,25.1925,0,0,0,0,1,0.0722222222222222,46.43,180,10,240,180.0,10,0.0,0.0,23.0,11.0,0.0,48.0,0.0,1012.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1396,12.3153,12.3153,15,5,1,65,34,1018,3,1,0,0,12.3153,12.3153,0,0,0,0,2,0.0,0.0,322,8,300,322.0,13,158.92,158.92,15.0,2.0,1.0,67.0,13.0,1018.0,3.0,0.0,5.50105,5.8165,1,1,0.1055900621118012,2
1397,38.8512,24.0802,17,17,2,92,98,1015,3,2,0,1,24.4268,15.1969,0,0,0,0,2,0.0413223140495867,35.71,121,10,162,232.0,10,413.386,47.8475,22.0,14.0,0.0,82.0,97.0,1014.0,3.0,0.0,21.1885,50.6218,1,0,0.256198347107438,2
1398,60.1022,51.1083,30,5,0,35,0,1012,3,1,0,1,36.6574,37.9844,0,0,0,0,1,0.0234741784037558,38.46,213,10,277,213.0,10,0.0,0.0,24.0,3.0,0.0,57.0,0.0,1012.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1399,60.1022,51.1083,27,9,2,77,55,1008,3,1,0,1,34.1429,37.9844,1,2,1,0,0,0.1304347826086956,58.21,299,8,300,299.0,24,0.0,0.0,23.0,6.0,3.0,95.0,45.0,1008.0,2.0,0.0,0.0,0.0,0,0,0.0,0
1400,72.1185,36.6582,32,6,0,39,5,1011,3,1,0,1,39.0216,38.9143,2,2,1,0,0,0.2226277372262773,70.93,274,8,300,274.0,18,0.0,0.0,29.0,6.0,0.0,43.0,0.0,1012.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1401,74.1419,43.1817,22,14,0,48,10,1023,3,1,0,1,17.8177,40.629,0,0,0,0,0,0.0478723404255319,90.0,188,10,282,188.0,8,264.519,63.9562,21.0,19.0,0.0,56.0,4.0,1022.0,3.0,0.0,13.5857,48.7779,0,0,0.0531914893617021,2
1402,22.8727,22.8727,31,10,0,62,0,1006,3,2,1,1,33.7476,19.2596,1,2,1,0,2,0.2392344497607655,69.44,209,8,300,293.0,10,140.869,140.869,34.0,14.0,0.0,49.0,0.0,1005.0,3.0,0.0,18.5996,44.9196,1,0,0.2440191387559808,2
1403,74.1419,53.739,24,11,0,46,9,1018,3,2,1,0,27.9052,33.4671,1,1,0,0,0,0.0964630225080385,69.77,311,10,298,323.0,16,264.519,33.1011,25.0,10.0,0.0,50.0,4.0,1016.0,3.0,0.0,7.827,50.4942,0,0,0.0610932475884244,2
1404,75.4504,23.3196,20,21,0,68,2,1022,3,2,1,0,25.3302,38.4666,0,1,0,0,1,0.0340425531914893,25.81,235,8,298,233.0,12,354.802,37.936,22.0,22.0,0.0,57.0,0.0,1021.0,3.0,0.0,17.295,73.4666,1,0,0.1106382978723404,2
1405,0.0,25.685,17,20,1,66,78,1002,3,1,0,0,9.0506,11.028,0,0,0,0,1,0.0344827586206896,40.0,174,10,262,174.0,10,0.0,0.0,15.0,12.0,0.0,78.0,84.0,1002.0,3.0,0.0,0.0,0.0,0,0,0.0,0
1406,33.1031,33.1031,15,15,0,78,52,1016,3,1,0,0,31.5184,30.1408,1,0,1,1,1,0.1386138613861386,221.05,303,7,300,303.0,10,30.0292,30.0292,16.0,18.0,0.0,79.0,52.0,1016.0,3.0,0.0,9.7431,10.2992,1,1,0.1419141914191419,2
1407,24.9177,26.5036,19,17,0,59,19,1015,3,2,0,1,19.0291,15.6122,0,0,0,0,2,0.064039408866995,65.0,203,10,249,300.0,15,160.701,44.7612,18.0,15.0,0.0,63.0,13.0,1015.0,3.0,0.0,43.1486,25.6407,1,0,0.354679802955665,2
