total_score,total_balls,runs,balls,fours,sixes,strike_rate,match_id,batting_position,player_name,player_consistency,player_form,temp,wind,rain,humidity,cloud,pressure,viscosity,inning,batting_session,toss,venue,opposition,season,result
233,300,4,11,0,0,36.36,518957,1,Upul Tharanga,62.9666,23.9643,33,15,0,25,8,1012,Excellent,1,day,1,8.24401,29.9183,5,0
233,300,48,79,6,0,60.76,518957,2,Tillakaratne Dilshan,74.1419,19.8603,33,15,0,25,8,1012,Excellent,1,day,1,30.7264,38.0494,5,0
233,300,26,34,2,0,76.47,518957,3,Kumar Sangakkara,72.1185,29.9567,33,15,0,25,8,1012,Excellent,1,day,1,22.5589,38.9143,5,0
233,300,64,81,4,0,79.01,518957,4,Dinesh Chandimal,58.7808,26.6489,33,15,0,25,8,1012,Excellent,1,day,1,35.7434,26.6371,5,0
233,300,23,34,2,0,67.65,518957,5,Mahela Jayawardene,60.1022,33.0075,33,15,0,25,8,1012,Excellent,1,day,1,21.5968,37.9844,5,0
233,300,7,12,0,0,58.33,518957,6,Thisara Perera,55.6003,12.0863,33,15,0,25,8,1012,Excellent,1,day,1,12.2774,27.4583,5,0
233,300,33,28,2,0,117.86,518957,7,Angelo Mathews,75.4504,29.2227,33,15,0,25,8,1012,Excellent,1,day,1,59.2657,45.2291,5,0
233,300,7,11,0,0,63.64,518957,8,Lahiru Thirimanne,53.017,26.611,33,15,0,25,8,1012,Excellent,1,day,1,11.4536,30.3221,5,0
233,300,7,9,0,0,77.78,518957,9,Nuwan Kulasekara,38.8512,18.3955,33,15,0,25,8,1012,Excellent,1,day,1,15.3356,18.8785,5,0
233,300,1,1,0,0,100.0,518957,10,Lasith Malinga,35.5758,24.2078,33,15,0,25,8,1012,Excellent,1,day,1,10.207,22.6286,5,0
226,299,5,13,1,0,38.46,518958,1,Upul Tharanga,62.9666,23.9643,24,2,0,78,0,1011,Excellent,2,day,1,8.24401,24.5258,5,0
226,299,40,57,4,0,70.18,518958,2,Tillakaratne Dilshan,74.1419,19.8603,24,2,0,78,0,1011,Excellent,2,day,1,30.7264,32.0341,5,0
226,299,22,32,3,0,68.75,518958,3,Kumar Sangakkara,72.1185,29.9567,24,2,0,78,0,1011,Excellent,2,day,1,22.5589,35.9733,5,0
226,299,37,50,4,0,74.0,518958,4,Dinesh Chandimal,58.7808,26.6489,24,2,0,78,0,1011,Excellent,2,day,1,35.7434,34.9796,5,0
226,299,13,13,1,0,100.0,518958,5,Mahela Jayawardene,60.1022,33.0075,24,2,0,78,0,1011,Excellent,2,day,1,21.5968,31.1885,5,0
226,299,3,6,0,0,50.0,518958,6,Lahiru Thirimanne,53.017,26.611,24,2,0,78,0,1011,Excellent,2,day,1,11.4536,22.2579,5,0
226,299,64,76,4,1,84.21,518958,7,Angelo Mathews,75.4504,29.2227,24,2,0,78,0,1011,Excellent,2,day,1,59.2657,28.3293,5,0
226,299,8,11,0,0,72.73,518958,8,Nuwan Kulasekara,38.8512,18.3955,24,2,0,78,0,1011,Excellent,2,day,1,15.3356,28.3739,5,0
226,299,9,24,0,0,37.5,518958,9,Sachithra Senanayake,28.3833,30.8544,24,2,0,78,0,1011,Excellent,2,day,1,10.0501,9.30173,5,0
226,299,1,6,0,0,16.67,518958,10,Lasith Malinga,35.5758,24.2078,24,2,0,78,0,1011,Excellent,2,day,1,10.207,14.2842,5,0
226,299,15,11,1,0,136.36,518958,11,Dhammika Prasad,33.2246,0.2238,24,2,0,78,0,1011,Excellent,2,day,1,27.732,41.5589,5,0
236,300,0,2,0,0,0.0,518960,1,Upul Tharanga,62.9666,23.9643,29,13,0,36,47,1013,Excellent,1,day,1,16.1703,29.9183,5,0
236,300,16,23,1,1,69.57,518960,2,Tillakaratne Dilshan,74.1419,19.8603,29,13,0,36,47,1013,Excellent,1,day,1,35.8747,38.0494,5,0
236,300,31,56,2,0,55.36,518960,3,Kumar Sangakkara,72.1185,29.9567,29,13,0,36,47,1013,Excellent,1,day,1,41.9369,38.9143,5,0
236,300,81,91,6,1,89.01,518960,4,Dinesh Chandimal,58.7808,26.6489,29,13,0,36,47,1013,Excellent,1,day,1,38.5403,26.6371,5,0
236,300,43,49,2,0,87.76,518960,5,Mahela Jayawardene,60.1022,33.0075,29,13,0,36,47,1013,Excellent,1,day,1,35.5665,37.9844,5,0
236,300,17,30,1,0,56.67,518960,6,Angelo Mathews,75.4504,29.2227,29,13,0,36,47,1013,Excellent,1,day,1,16.6168,45.2291,5,0
236,300,5,9,0,0,55.56,518960,7,Thisara Perera,55.6003,12.0863,29,13,0,36,47,1013,Excellent,1,day,1,10.9412,27.4583,5,0
236,300,12,25,0,0,48.0,518960,8,Nuwan Kulasekara,38.8512,18.3955,29,13,0,36,47,1013,Excellent,1,day,1,21.7079,18.8785,5,0
236,300,22,14,3,0,157.14,518960,9,Sachithra Senanayake,28.3833,30.8544,29,13,0,36,47,1013,Excellent,1,day,1,34.0827,27.0959,5,0
236,300,0,0,0,0,0.0,518960,10,Lasith Malinga,35.5758,24.2078,29,13,0,36,47,1013,Excellent,1,day,1,7.02218,22.6286,5,0
236,300,1,1,0,0,100.0,518960,11,Rangana Herath,19.8964,14.5461,29,13,0,36,47,1013,Excellent,1,day,1,8.5222,15.052,5,0
152,145,61,67,5,0,91.04,518961,1,Mahela Jayawardene,60.1022,33.0075,22,17,0,80,31,1016,Excellent,2,night,0,24.7687,31.1885,5,1
152,145,45,41,4,1,109.76,518961,2,Tillakaratne Dilshan,74.1419,19.8603,22,17,0,80,31,1016,Excellent,2,night,0,32.6855,32.0341,5,1
152,145,30,29,4,1,103.45,518961,3,Kumar Sangakkara,72.1185,29.9567,22,17,0,80,31,1016,Excellent,2,night,0,40.9946,35.9733,5,1
152,145,6,8,1,0,75.0,518961,4,Dinesh Chandimal,58.7808,26.6489,22,17,0,80,31,1016,Excellent,2,night,0,49.0151,34.9796,5,1
289,300,45,55,2,0,81.82,518963,1,Mahela Jayawardene,60.1022,33.0075,29,9,2,76,19,1007,Excellent,1,day,1,16.5141,37.9844,5,1
289,300,51,72,5,1,70.83,518963,2,Tillakaratne Dilshan,74.1419,19.8603,29,9,2,76,19,1007,Excellent,1,day,1,24.2838,38.0494,5,1
289,300,8,15,0,0,53.33,518963,3,Kumar Sangakkara,72.1185,29.9567,29,9,2,76,19,1007,Excellent,1,day,1,16.2491,38.9143,5,1
289,300,38,49,0,0,77.55,518963,4,Dinesh Chandimal,58.7808,26.6489,29,9,2,76,19,1007,Excellent,1,day,1,22.6105,26.6371,5,1
289,300,62,62,6,0,100.0,518963,5,Lahiru Thirimanne,53.017,26.611,29,9,2,76,19,1007,Excellent,1,day,1,23.5011,30.3221,5,1
289,300,49,37,4,1,132.43,518963,6,Angelo Mathews,75.4504,29.2227,29,9,2,76,19,1007,Excellent,1,day,1,24.2337,45.2291,5,1
289,300,10,7,1,0,142.86,518963,7,Thisara Perera,55.6003,12.0863,29,9,2,76,19,1007,Excellent,1,day,1,24.1351,27.4583,5,1
289,300,4,4,0,0,100.0,518963,8,Farveez Maharoof,21.6281,18.0287,29,9,2,76,19,1007,Excellent,1,day,1,17.7541,20.9862,5,1
283,296,85,81,6,1,104.94,518964,1,Mahela Jayawardene,60.1022,33.0075,15,8,0,90,0,1017,Excellent,2,night,0,30.9477,31.1885,5,1
283,296,3,9,0,0,33.33,518964,2,Tillakaratne Dilshan,74.1419,19.8603,15,8,0,90,0,1017,Excellent,2,night,0,57.4415,32.0341,5,1
283,296,22,22,2,0,100.0,518964,3,Kumar Sangakkara,72.1185,29.9567,15,8,0,90,0,1017,Excellent,2,night,0,58.3312,35.9733,5,1
283,296,80,100,7,0,80.0,518964,4,Dinesh Chandimal,58.7808,26.6489,15,8,0,90,0,1017,Excellent,2,night,0,32.8517,34.9796,5,1
283,296,24,34,1,0,70.59,518964,5,Lahiru Thirimanne,53.017,26.611,15,8,0,90,0,1017,Excellent,2,night,0,10.6921,22.2579,5,1
283,296,24,31,1,0,77.42,518964,6,Angelo Mathews,75.4504,29.2227,15,8,0,90,0,1017,Excellent,2,night,0,40.5341,28.3293,5,1
283,296,5,7,0,0,71.43,518964,7,Farveez Maharoof,21.6281,18.0287,15,8,0,90,0,1017,Excellent,2,night,0,13.3375,17.6223,5,1
283,296,21,11,2,1,190.91,518964,8,Thisara Perera,55.6003,12.0863,15,8,0,90,0,1017,Excellent,2,night,0,24.9023,27.0232,5,1
283,296,4,1,1,0,400.0,518964,9,Nuwan Kulasekara,38.8512,18.3955,15,8,0,90,0,1017,Excellent,2,night,0,48.5719,28.3739,5,1
320,300,22,33,1,1,66.67,518966,1,Mahela Jayawardene,60.1022,33.0075,16,27,0,59,37,1017,Excellent,1,day,0,30.9477,37.9844,5,0
320,300,160,165,11,3,96.97,518966,2,Tillakaratne Dilshan,74.1419,19.8603,16,27,0,59,37,1017,Excellent,1,day,0,57.4415,38.0494,5,0
320,300,105,87,8,2,120.69,518966,3,Kumar Sangakkara,72.1185,29.9567,16,27,0,59,37,1017,Excellent,1,day,0,58.3312,38.9143,5,0
320,300,3,3,0,0,100.0,518966,4,Thisara Perera,55.6003,12.0863,16,27,0,59,37,1017,Excellent,1,day,0,24.9023,27.4583,5,0
320,300,14,10,1,0,140.0,518966,5,Angelo Mathews,75.4504,29.2227,16,27,0,59,37,1017,Excellent,1,day,0,40.5341,45.2291,5,0
320,300,2,2,0,0,100.0,518966,6,Dinesh Chandimal,58.7808,26.6489,16,27,0,59,37,1017,Excellent,1,day,0,32.8517,26.6371,5,0
238,300,5,6,1,0,83.33,518967,1,Mahela Jayawardene,60.1022,33.0075,17,11,0,76,87,1015,Poor,1,day,1,16.0457,31.1885,5,1
238,300,9,16,2,0,56.25,518967,2,Tillakaratne Dilshan,74.1419,19.8603,17,11,0,76,87,1015,Poor,1,day,1,52.2736,32.0341,5,1
238,300,64,93,3,0,68.82,518967,3,Kumar Sangakkara,72.1185,29.9567,17,11,0,76,87,1015,Poor,1,day,1,66.5834,35.9733,5,1
238,300,75,84,3,2,89.29,518967,4,Dinesh Chandimal,58.7808,26.6489,17,11,0,76,87,1015,Poor,1,day,1,47.166,34.9796,5,1
238,300,51,59,2,0,86.44,518967,5,Lahiru Thirimanne,53.017,26.611,17,11,0,76,87,1015,Poor,1,day,1,24.926,22.2579,5,1
238,300,5,8,0,0,62.5,518967,6,Angelo Mathews,75.4504,29.2227,17,11,0,76,87,1015,Poor,1,day,1,35.4564,28.3293,5,1
238,300,5,7,0,0,71.43,518967,7,Thisara Perera,55.6003,12.0863,17,11,0,76,87,1015,Poor,1,day,1,8.32438,27.0232,5,1
238,300,0,1,0,0,0.0,518967,8,Sachithra Senanayake,28.3833,30.8544,17,11,0,76,87,1015,Poor,1,day,1,0.2566,9.30173,5,1
238,300,0,1,0,0,0.0,518967,9,Nuwan Kulasekara,38.8512,18.3955,17,11,0,76,87,1015,Poor,1,day,1,9.9574,28.3739,5,1
238,300,14,21,0,1,66.67,518967,10,Rangana Herath,19.8964,14.5461,17,11,0,76,87,1015,Poor,1,day,1,16.7498,12.1846,5,1
238,300,2,4,0,0,50.0,518967,11,Lasith Malinga,35.5758,24.2078,17,11,0,76,87,1015,Poor,1,day,1,26.1408,14.2842,5,1
306,296,14,14,2,0,100.0,518968,1,Mahela Jayawardene,60.1022,33.0075,24,18,1,90,73,1013,Excellent,2,day,0,16.5141,31.1885,5,0
306,296,27,22,5,0,122.73,518968,2,Tillakaratne Dilshan,74.1419,19.8603,24,18,1,90,73,1013,Excellent,2,day,0,24.2838,32.0341,5,0
306,296,42,49,4,0,85.71,518968,3,Kumar Sangakkara,72.1185,29.9567,24,18,1,90,73,1013,Excellent,2,day,0,16.2491,35.9733,5,0
306,296,14,27,1,0,51.85,518968,4,Dinesh Chandimal,58.7808,26.6489,24,18,1,90,73,1013,Excellent,2,day,0,22.6105,34.9796,5,0
306,296,14,30,0,0,46.67,518968,5,Lahiru Thirimanne,53.017,26.611,24,18,1,90,73,1013,Excellent,2,day,0,23.5011,22.2579,5,0
306,296,60,67,3,0,89.55,518968,6,Upul Tharanga,62.9666,23.9643,24,18,1,90,73,1013,Excellent,2,day,0,28.1932,24.5258,5,0
306,296,8,14,0,0,57.14,518968,7,Farveez Maharoof,21.6281,18.0287,24,18,1,90,73,1013,Excellent,2,day,0,17.7541,17.6223,5,0
306,296,73,43,7,3,169.77,518968,8,Nuwan Kulasekara,38.8512,18.3955,24,18,1,90,73,1013,Excellent,2,day,0,59.4545,28.3739,5,0
306,296,31,21,2,1,147.62,518968,9,Dhammika Prasad,33.2246,0.2238,24,18,1,90,73,1013,Excellent,2,day,0,36.7762,41.5589,5,0
306,296,5,5,0,0,100.0,518968,10,Rangana Herath,19.8964,14.5461,24,18,1,90,73,1013,Excellent,2,day,0,17.6516,12.1846,5,0
306,296,1,6,0,0,16.67,518968,11,Lasith Malinga,35.5758,24.2078,24,18,1,90,73,1013,Excellent,2,day,0,4.15429,14.2842,5,0
274,266,80,76,8,1,105.26,518969,1,Mahela Jayawardene,60.1022,33.0075,18,23,0,71,11,1024,Excellent,2,night,0,35.5665,31.1885,5,1
274,266,106,119,10,0,89.08,518969,2,Tillakaratne Dilshan,74.1419,19.8603,18,23,0,71,11,1024,Excellent,2,night,0,35.8747,32.0341,5,1
274,266,51,57,5,0,89.47,518969,3,Kumar Sangakkara,72.1185,29.9567,18,23,0,71,11,1024,Excellent,2,night,0,41.9369,35.9733,5,1
274,266,17,17,2,0,100.0,518969,4,Dinesh Chandimal,58.7808,26.6489,18,23,0,71,11,1024,Excellent,2,night,0,38.5403,34.9796,5,1
215,293,15,27,1,0,55.56,518970,1,Mahela Jayawardene,60.1022,33.0075,21,9,0,53,33,1015,Excellent,2,night,1,35.5665,31.1885,5,0
215,293,8,8,2,0,100.0,518970,2,Tillakaratne Dilshan,74.1419,19.8603,21,9,0,53,33,1015,Excellent,2,night,1,35.8747,32.0341,5,0
215,293,19,9,3,0,211.11,518970,3,Kumar Sangakkara,72.1185,29.9567,21,9,0,53,33,1015,Excellent,2,night,1,41.9369,35.9733,5,0
215,293,5,7,1,0,71.43,518970,4,Dinesh Chandimal,58.7808,26.6489,21,9,0,53,33,1015,Excellent,2,night,1,38.5403,34.9796,5,0
215,293,30,57,1,0,52.63,518970,5,Lahiru Thirimanne,53.017,26.611,21,9,0,53,33,1015,Excellent,2,night,1,69.9165,22.2579,5,0
215,293,71,122,3,1,58.2,518970,6,Upul Tharanga,62.9666,23.9643,21,9,0,53,33,1015,Excellent,2,night,1,16.1703,24.5258,5,0
215,293,7,18,0,0,38.89,518970,7,Chamara Kapugedera,24.3925,15.9446,21,9,0,53,33,1015,Excellent,2,night,1,9.34199,9.11239,5,0
215,293,15,10,2,0,150.0,518970,8,Nuwan Kulasekara,38.8512,18.3955,21,9,0,53,33,1015,Excellent,2,night,1,21.7079,28.3739,5,0
215,293,18,24,1,0,75.0,518970,9,Farveez Maharoof,21.6281,18.0287,21,9,0,53,33,1015,Excellent,2,night,1,19.8436,17.6223,5,0
215,293,0,2,0,0,0.0,518970,10,Rangana Herath,19.8964,14.5461,21,9,0,53,33,1015,Excellent,2,night,1,8.5222,12.1846,5,0
215,293,6,9,1,0,66.67,518970,11,Lasith Malinga,35.5758,24.2078,21,9,0,53,33,1015,Excellent,2,night,1,7.02218,14.2842,5,0
254,271,78,59,10,2,132.2,535795,1,Mahela Jayawardene,60.1022,33.0075,29,11,0,40,6,1009,Excellent,2,night,1,36.6574,37.9844,5,0
254,271,7,9,1,0,77.78,535795,2,Tillakaratne Dilshan,74.1419,19.8603,29,11,0,40,6,1009,Excellent,2,night,1,31.9185,38.0494,5,0
254,271,65,87,2,1,74.71,535795,3,Kumar Sangakkara,72.1185,29.9567,29,11,0,40,6,1009,Excellent,2,night,1,41.6504,38.9143,5,0
254,271,13,22,1,0,59.09,535795,4,Dinesh Chandimal,58.7808,26.6489,29,11,0,40,6,1009,Excellent,2,night,1,26.7752,26.6371,5,0
254,271,29,37,0,1,78.38,535795,5,Lahiru Thirimanne,53.017,26.611,29,11,0,40,6,1009,Excellent,2,night,1,29.1294,30.3221,5,0
254,271,11,9,2,0,122.22,535795,6,Nuwan Kulasekara,38.8512,18.3955,29,11,0,40,6,1009,Excellent,2,night,1,9.5933,18.8785,5,0
254,271,17,16,2,0,106.25,535795,7,Upul Tharanga,62.9666,23.9643,29,11,0,40,6,1009,Excellent,2,night,1,34.4715,29.9183,5,0
254,271,0,1,0,0,0.0,535795,8,Chamara Kapugedera,24.3925,15.9446,29,11,0,40,6,1009,Excellent,2,night,1,20.9025,20.5678,5,0
254,271,18,19,1,1,94.74,535795,9,Farveez Maharoof,21.6281,18.0287,29,11,0,40,6,1009,Excellent,2,night,1,15.688,20.9862,5,0
254,271,8,12,1,0,66.67,535795,10,Seekkuge Prasanna,24.9177,0.2238,29,11,0,40,6,1009,Excellent,2,night,1,13.5702,16.2269,5,0
254,271,0,0,0,0,0.0,535795,11,Suranga Lakmal,23.6093,2.80801,29,11,0,40,6,1009,Excellent,2,night,1,5.44928,7.6117,5,0
188,274,12,15,1,0,80.0,535796,1,Mahela Jayawardene,60.1022,33.0075,33,12,0,25,4,1010,Excellent,1,day,1,36.6574,29.3352,5,0
188,274,20,20,4,0,100.0,535796,2,Tillakaratne Dilshan,74.1419,19.8603,33,12,0,25,4,1010,Excellent,1,day,1,31.9185,33.4671,5,0
188,274,71,92,4,1,77.17,535796,3,Kumar Sangakkara,72.1185,29.9567,33,12,0,25,4,1010,Excellent,1,day,1,41.6504,30.6193,5,0
188,274,0,4,0,0,0.0,535796,4,Dinesh Chandimal,58.7808,26.6489,33,12,0,25,4,1010,Excellent,1,day,1,26.7752,27.4652,5,0
188,274,7,18,0,0,38.89,535796,5,Lahiru Thirimanne,53.017,26.611,33,12,0,25,4,1010,Excellent,1,day,1,29.1294,32.3246,5,0
188,274,57,74,4,0,77.03,535796,6,Upul Tharanga,62.9666,23.9643,33,12,0,25,4,1010,Excellent,1,day,1,34.4715,28.0572,5,0
188,274,2,8,0,0,25.0,535796,7,Farveez Maharoof,21.6281,18.0287,33,12,0,25,4,1010,Excellent,1,day,1,15.688,5.55642,5,0
188,274,4,16,1,0,25.0,535796,8,Nuwan Kulasekara,38.8512,18.3955,33,12,0,25,4,1010,Excellent,1,day,1,9.5933,20.2064,5,0
188,274,5,17,0,0,29.41,535796,9,Seekkuge Prasanna,24.9177,0.2238,33,12,0,25,4,1010,Excellent,1,day,1,13.5702,16.5566,5,0
188,274,1,6,0,0,16.67,535796,10,Lasith Malinga,35.5758,24.2078,33,12,0,25,4,1010,Excellent,1,day,1,7.37123,17.3991,5,0
188,274,0,4,0,0,0.0,535796,11,Suranga Lakmal,23.6093,2.80801,33,12,0,25,4,1010,Excellent,1,day,1,5.44928,15.9986,5,0
232,299,5,12,0,0,41.67,535799,1,Mahela Jayawardene,60.1022,33.0075,33,4,0,44,49,1007,Excellent,1,day,0,36.6574,27.3898,5,0
232,299,19,22,3,0,86.36,535799,2,Tillakaratne Dilshan,74.1419,19.8603,33,4,0,44,49,1007,Excellent,1,day,0,31.9185,59.914,5,0
232,299,6,14,0,0,42.86,535799,3,Kumar Sangakkara,72.1185,29.9567,33,4,0,44,49,1007,Excellent,1,day,0,41.6504,42.9488,5,0
232,299,62,92,4,0,67.39,535799,4,Chamara Kapugedera,24.3925,15.9446,33,4,0,44,49,1007,Excellent,1,day,0,20.9025,57.162,5,0
232,299,48,73,3,0,65.75,535799,5,Lahiru Thirimanne,53.017,26.611,33,4,0,44,49,1007,Excellent,1,day,0,29.1294,31.198,5,0
232,299,48,44,5,1,109.09,535799,6,Upul Tharanga,62.9666,23.9643,33,4,0,44,49,1007,Excellent,1,day,0,34.4715,40.7923,5,0
232,299,3,3,0,0,100.0,535799,7,Farveez Maharoof,21.6281,18.0287,33,4,0,44,49,1007,Excellent,1,day,0,15.688,16.6352,5,0
232,299,1,4,0,0,25.0,535799,8,Nuwan Kulasekara,38.8512,18.3955,33,4,0,44,49,1007,Excellent,1,day,0,9.5933,13.4982,5,0
232,299,19,21,3,0,90.48,535799,9,Sachithra Senanayake,28.3833,30.8544,33,4,0,44,49,1007,Excellent,1,day,0,39.1934,23.1065,5,0
232,299,10,13,1,0,76.92,535799,10,Lasith Malinga,35.5758,24.2078,33,4,0,44,49,1007,Excellent,1,day,0,7.37123,19.761,5,0
232,299,0,1,0,0,0.0,535799,11,Suranga Lakmal,23.6093,2.80801,33,4,0,44,49,1007,Excellent,1,day,0,5.44928,13.4704,5,0
135,252,3,20,0,0,15.0,562439,1,Mahela Jayawardene,60.1022,31.9317,26,22,1,70,33,1006,Excellent,1,day,1,23.4835,29.3352,6,0
135,252,5,9,0,0,55.56,562439,2,Tillakaratne Dilshan,74.1419,32.8786,26,22,1,70,33,1006,Excellent,1,day,1,54.7206,33.4671,6,0
135,252,9,31,1,0,29.03,562439,3,Kumar Sangakkara,72.1185,35.4967,26,22,1,70,33,1006,Excellent,1,day,1,35.104,30.6193,6,0
135,252,0,9,0,0,0.0,562439,4,Dinesh Chandimal,58.7808,33.0939,26,22,1,70,33,1006,Excellent,1,day,1,24.4179,27.4652,6,0
135,252,10,27,1,0,37.04,562439,5,Upul Tharanga,62.9666,29.3046,26,22,1,70,33,1006,Excellent,1,day,1,32.0613,28.0572,6,0
135,252,0,5,0,0,0.0,562439,6,Angelo Mathews,75.4504,28.7134,26,22,1,70,33,1006,Excellent,1,day,1,24.8153,38.4666,6,0
135,252,42,73,3,0,57.53,562439,7,Lahiru Thirimanne,53.017,26.611,26,22,1,70,33,1006,Excellent,1,day,1,36.338,32.3246,6,0
135,252,17,33,1,0,51.52,562439,8,Thisara Perera,55.6003,25.4193,26,22,1,70,33,1006,Excellent,1,day,1,32.0968,24.3489,6,0
135,252,18,46,0,0,39.13,562439,9,Nuwan Kulasekara,38.8512,25.5484,26,22,1,70,33,1006,Excellent,1,day,1,16.7357,20.2064,6,0
135,252,0,0,0,0,0.0,562439,10,Rangana Herath,19.8964,17.9395,26,22,1,70,33,1006,Excellent,1,day,1,8.76638,5.2052,6,0
280,300,18,25,3,0,72.0,562440,1,Upul Tharanga,62.9666,29.3046,26,19,0,75,28,1006,Excellent,1,day,1,32.0613,28.0572,6,1
280,300,119,139,11,1,85.61,562440,2,Tillakaratne Dilshan,74.1419,32.8786,26,19,0,75,28,1006,Excellent,1,day,1,54.7206,33.4671,6,1
280,300,18,27,1,0,66.67,562440,3,Kumar Sangakkara,72.1185,35.4967,26,19,0,75,28,1006,Excellent,1,day,1,35.104,30.6193,6,1
280,300,32,51,3,0,62.75,562440,4,Dinesh Chandimal,58.7808,33.0939,26,19,0,75,28,1006,Excellent,1,day,1,24.4179,27.4652,6,1
280,300,53,45,8,0,117.78,562440,5,Mahela Jayawardene,60.1022,31.9317,26,19,0,75,28,1006,Excellent,1,day,1,23.4835,29.3352,6,1
280,300,24,14,2,2,171.43,562440,6,Thisara Perera,55.6003,25.4193,26,19,0,75,28,1006,Excellent,1,day,1,32.0968,24.3489,6,1
243,300,4,8,1,0,50.0,562442,1,Upul Tharanga,62.9666,29.3046,28,21,0,73,49,1007,Excellent,1,day,1,30.7026,28.0572,6,1
243,300,24,47,2,0,51.06,562442,2,Tillakaratne Dilshan,74.1419,32.8786,28,21,0,73,49,1007,Excellent,1,day,1,41.6468,33.4671,6,1
243,300,97,130,7,3,74.62,562442,3,Kumar Sangakkara,72.1185,35.4967,28,21,0,73,49,1007,Excellent,1,day,1,56.1313,30.6193,6,1
243,300,18,30,2,0,60.0,562442,4,Dinesh Chandimal,58.7808,33.0939,28,21,0,73,49,1007,Excellent,1,day,1,39.512,27.4652,6,1
243,300,40,50,4,0,80.0,562442,5,Mahela Jayawardene,60.1022,31.9317,28,21,0,73,49,1007,Excellent,1,day,1,32.6521,29.3352,6,1
243,300,8,9,1,0,88.89,562442,6,Thisara Perera,55.6003,25.4193,28,21,0,73,49,1007,Excellent,1,day,1,28.2778,24.3489,6,1
243,300,10,11,0,0,90.91,562442,7,Angelo Mathews,75.4504,28.7134,28,21,0,73,49,1007,Excellent,1,day,1,44.097,38.4666,6,1
243,300,13,9,1,1,144.44,562442,8,Lahiru Thirimanne,53.017,26.611,28,21,0,73,49,1007,Excellent,1,day,1,38.4293,32.3246,6,1
243,300,3,5,0,0,60.0,562442,9,Nuwan Kulasekara,38.8512,25.5484,28,21,0,73,49,1007,Excellent,1,day,1,20.2876,20.2064,6,1
243,300,0,1,0,0,0.0,562442,10,Lasith Malinga,35.5758,14.8543,28,21,0,73,49,1007,Excellent,1,day,1,16.9584,17.3991,6,1
248,298,2,16,0,0,12.5,562443,1,Upul Tharanga,62.9666,29.3046,27,16,0,79,80,1012,Excellent,2,night,0,30.7026,28.0572,6,1
248,298,10,15,1,0,66.67,562443,2,Tillakaratne Dilshan,74.1419,32.8786,27,16,0,79,80,1012,Excellent,2,night,0,41.6468,33.4671,6,1
248,298,40,68,3,0,58.82,562443,3,Kumar Sangakkara,72.1185,35.4967,27,16,0,79,80,1012,Excellent,2,night,0,56.1313,30.6193,6,1
248,298,54,74,4,0,72.97,562443,4,Dinesh Chandimal,58.7808,33.0939,27,16,0,79,80,1012,Excellent,2,night,0,39.512,27.4652,6,1
248,298,0,1,0,0,0.0,562443,5,Mahela Jayawardene,60.1022,31.9317,27,16,0,79,80,1012,Excellent,2,night,0,32.6521,29.3352,6,1
248,298,80,76,4,2,105.26,562443,6,Angelo Mathews,75.4504,28.7134,27,16,0,79,80,1012,Excellent,2,night,0,44.097,38.4666,6,1
248,298,0,5,0,0,0.0,562443,7,Thisara Perera,55.6003,25.4193,27,16,0,79,80,1012,Excellent,2,night,0,28.2778,24.3489,6,1
248,298,11,16,1,0,68.75,562443,8,Lahiru Thirimanne,53.017,26.611,27,16,0,79,80,1012,Excellent,2,night,0,38.4293,32.3246,6,1
248,298,19,20,2,1,95.0,562443,9,Jeevan Mendis,31.4101,16.9737,27,16,0,79,80,1012,Excellent,2,night,0,45.4385,18.6501,6,1
248,298,10,7,1,0,142.86,562443,10,Nuwan Kulasekara,38.8512,25.5484,27,16,0,79,80,1012,Excellent,2,night,0,20.2876,20.2064,6,1
293,300,28,47,2,0,59.57,564781,1,Upul Tharanga,62.9666,29.3046,26,24,0,81,14,1010,Excellent,2,night,0,37.8024,29.9183,6,0
293,300,6,6,1,0,100.0,564781,2,Tillakaratne Dilshan,74.1419,32.8786,26,24,0,81,14,1010,Excellent,2,night,0,44.7208,38.0494,6,0
293,300,133,151,12,0,88.08,564781,3,Kumar Sangakkara,72.1185,35.4967,26,24,0,81,14,1010,Excellent,2,night,0,49.9258,38.9143,6,0
293,300,13,19,1,0,68.42,564781,4,Dinesh Chandimal,58.7808,33.0939,26,24,0,81,14,1010,Excellent,2,night,0,21.3394,26.6371,6,0
293,300,12,8,1,0,150.0,564781,5,Mahela Jayawardene,60.1022,31.9317,26,24,0,81,14,1010,Excellent,2,night,0,33.7254,37.9844,6,0
293,300,7,17,0,0,41.18,564781,6,Angelo Mathews,75.4504,28.7134,26,24,0,81,14,1010,Excellent,2,night,0,42.5605,45.2291,6,0
293,300,7,10,0,0,70.0,564781,7,Lahiru Thirimanne,53.017,26.611,26,24,0,81,14,1010,Excellent,2,night,0,24.789,30.3221,6,0
293,300,44,28,3,1,157.14,564781,8,Thisara Perera,55.6003,25.4193,26,24,0,81,14,1010,Excellent,2,night,0,33.593,27.4583,6,0
293,300,0,1,0,0,0.0,564781,9,Rangana Herath,19.8964,17.9395,26,24,0,81,14,1010,Excellent,2,night,0,8.14218,15.052,6,0
293,300,19,10,1,2,190.0,564781,10,Lasith Malinga,35.5758,14.8543,26,24,0,81,14,1010,Excellent,2,night,0,11.5921,22.6286,6,0
