catches,run_outs,dropped_catches,missed_run_outs,fielding_consistency,fielding_temp,fielding_wind,fielding_rain,fielding_humidity,fielding_cloud,fielding_pressure,fielding_viscosity,fielding_inning,fielding_session,toss,season,success_rate
1,0,0,0,0.860465,28,6,9,85,25,1010,1,2,0,0,13,1.0
0,2,0,0,0.731707,28,6,9,85,25,1010,1,2,0,0,13,1.0
0,1,0,0,0.743902,28,6,9,85,25,1010,1,2,0,0,13,1.0
2,0,0,0,0.740741,25,3,18,91,65,1009,1,2,0,1,13,1.0
3,0,0,0,0.949153,25,3,18,91,65,1009,1,2,0,1,13,1.0
1,0,0,0,0.860465,25,3,18,91,65,1009,1,2,0,1,13,1.0
1,0,0,0,0.918367,21,19,0,56,4,1022,3,1,0,1,13,1.0
1,0,0,0,0.8,21,19,0,56,4,1022,3,1,0,1,13,1.0
1,0,0,0,0.740741,19,12,0,58,41,1021,3,2,0,0,13,1.0
0,0,1,0,0.727273,19,12,0,58,41,1021,3,2,0,0,13,0.0
1,0,0,0,0.666667,19,12,0,58,41,1021,3,2,0,0,13,1.0
1,1,0,0,0.0,19,12,0,58,41,1021,3,2,0,0,13,1.0
1,0,0,0,0.743902,19,12,0,58,41,1021,3,2,0,0,13,1.0
1,0,0,0,0.888889,19,12,0,58,41,1021,3,2,0,0,13,1.0
1,0,0,0,0.891892,19,12,0,58,41,1021,3,2,0,0,13,1.0
1,0,0,0,0.860465,17,5,27,97,100,1012,2,0,0,1,13,1.0
1,0,0,0,0.0,17,5,27,97,100,1012,2,0,0,1,13,1.0
1,0,0,0,0.892473,19,14,0,59,81,1011,3,2,0,1,13,1.0
2,0,0,0,0.860465,19,14,0,59,81,1011,3,2,0,1,13,1.0
1,0,0,0,0.857143,19,14,0,59,81,1011,3,2,0,1,13,1.0
1,0,0,0,0.740741,19,14,0,59,81,1011,3,2,0,1,13,1.0
1,0,0,0,0.949153,16,18,0,79,52,1016,3,1,0,0,14,1.0
0,0,1,0,0.743902,16,18,0,79,52,1016,3,1,0,0,14,0.0
3,1,0,0,0.860465,16,18,0,79,52,1016,3,1,0,0,14,1.0
2,0,0,0,0.743902,14,11,0,80,95,1022,3,1,0,0,14,1.0
0,0,1,0,0.740741,14,11,0,80,95,1022,3,1,0,0,14,0.0
1,0,0,0,0.860465,14,11,0,80,95,1022,3,1,0,0,14,1.0
2,0,0,0,0.727273,14,11,0,80,95,1022,3,1,0,0,14,1.0
2,0,0,0,0.857143,14,11,0,80,95,1022,3,1,0,0,14,1.0
1,0,0,0,0.727273,14,11,0,80,95,1022,3,1,0,0,14,1.0
1,0,0,0,0.949153,18,13,0,82,36,1016,3,1,1,0,14,1.0
1,0,0,0,0.860465,18,13,0,82,36,1016,3,1,1,0,14,1.0
0,0,1,0,0.529412,18,13,0,82,36,1016,3,1,1,0,14,0.0
1,0,0,0,0.727273,18,13,0,82,36,1016,3,1,1,0,14,1.0
1,0,0,0,0.0,18,13,0,82,36,1016,3,1,1,0,14,1.0
1,0,1,0,0.857143,18,13,0,82,36,1016,3,1,1,0,14,0.5
1,0,0,0,0.860465,15,20,1,89,100,1018,0,1,0,0,14,1.0
1,0,0,0,0.860465,15,24,0,90,100,1008,3,1,0,0,14,1.0
0,0,1,0,0.8,15,24,0,90,100,1008,3,1,0,0,14,0.0
1,0,0,0,0.666667,15,24,0,90,100,1008,3,1,0,0,14,1.0
1,0,0,0,0.727273,15,24,0,90,100,1008,3,1,0,0,14,1.0
1,0,0,0,0.949153,15,31,0,74,23,1014,3,2,0,1,14,1.0
0,1,0,0,0.860465,15,31,0,74,23,1014,3,2,0,1,14,1.0
0,0,1,0,0.8,15,31,0,74,23,1014,3,2,0,1,14,0.0
0,0,1,0,0.743902,15,31,0,74,23,1014,3,2,0,1,14,0.0
1,0,0,0,0.857143,15,31,0,74,23,1014,3,2,0,1,14,1.0
1,0,0,0,0.0,15,31,0,74,23,1014,3,2,0,1,14,1.0
0,1,0,0,0.666667,15,31,0,74,23,1014,3,2,0,1,14,1.0
1,1,0,0,0.949153,27,10,0,90,89,1008,3,1,1,0,14,1.0
1,0,1,0,0.743902,27,10,0,90,89,1008,3,1,1,0,14,0.5
2,0,0,0,0.727273,27,10,0,90,89,1008,3,1,1,0,14,1.0
1,0,0,0,0.740741,27,10,0,90,89,1008,3,1,1,0,14,1.0
1,0,0,0,0.75,27,10,0,90,89,1008,3,1,1,0,14,1.0
1,1,0,0,0.860465,26,13,3,90,63,1009,2,1,1,1,14,1.0
1,0,0,0,0.0,26,13,3,90,63,1009,2,1,1,1,14,1.0
1,0,0,0,0.727273,26,13,3,90,63,1009,2,1,1,1,14,1.0
2,0,0,0,0.740741,26,13,3,90,63,1009,2,1,1,1,14,1.0
1,0,0,0,0.743902,26,13,3,90,63,1009,2,1,1,1,14,1.0
1,0,0,0,0.740741,24,4,9,97,31,1010,1,1,1,1,14,1.0
1,0,0,0,0.860465,24,4,9,97,31,1010,1,1,1,1,14,1.0
0,1,0,0,0.949153,24,4,9,97,31,1010,1,1,1,1,14,1.0
1,0,0,0,0.0,24,4,9,97,31,1010,1,1,1,1,14,1.0
1,0,0,0,0.529412,24,4,9,97,31,1010,1,1,1,1,14,1.0
1,0,0,0,0.892857,23,11,0,84,27,1012,3,1,1,1,14,1.0
1,0,0,0,0.949153,23,11,0,84,27,1012,3,1,1,1,14,1.0
1,0,0,0,0.727273,23,11,0,84,27,1012,3,1,1,1,14,1.0
1,0,0,0,0.8,23,11,0,84,27,1012,3,1,1,1,14,1.0
2,0,0,0,0.857143,30,14,0,28,26,1013,3,2,0,1,15,1.0
1,0,0,0,0.0,30,14,0,28,26,1013,3,2,0,1,15,1.0
1,1,0,0,0.928571,30,14,0,28,26,1013,3,2,0,1,15,1.0
1,0,0,0,0.918367,30,14,0,28,26,1013,3,2,0,1,15,1.0
1,0,0,0,0.0,30,14,0,28,26,1013,3,2,0,1,15,1.0
1,0,0,0,0.949153,25,15,1,43,40,1015,3,2,0,1,15,1.0
0,0,1,0,0.0,25,15,1,43,40,1015,3,2,0,1,15,0.0
0,2,0,0,0.918367,25,15,1,43,40,1015,3,2,0,1,15,1.0
2,0,0,0,0.928571,25,15,1,43,40,1015,3,2,0,1,15,1.0
1,0,0,0,0.892857,25,15,1,43,40,1015,3,2,0,1,15,1.0
1,0,0,0,0.8,25,15,1,43,40,1015,3,2,0,1,15,1.0
0,1,0,0,0.857143,28,9,1,40,20,1014,3,0,0,0,15,1.0
0,1,0,0,0.928571,28,9,1,40,20,1014,3,0,0,0,15,1.0
1,1,1,0,0.740741,30,21,0,22,6,1011,3,1,0,0,15,0.6666666666666666
0,1,1,0,0.857143,30,21,0,22,6,1011,3,1,0,0,15,0.5
1,1,0,0,0.928571,30,21,0,22,6,1011,3,1,0,0,15,1.0
0,1,0,0,0.666667,30,21,0,22,6,1011,3,1,0,0,15,1.0
1,0,0,0,0.892857,30,21,0,22,6,1011,3,1,0,0,15,1.0
2,0,0,0,0.0,21,26,0,62,46,1016,3,2,0,0,15,1.0
2,0,0,0,0.892857,21,26,0,62,46,1016,3,2,0,0,15,1.0
1,0,0,0,0.0,21,26,0,62,46,1016,3,2,0,0,15,1.0
1,0,0,0,0.857143,21,26,0,62,46,1016,3,2,0,0,15,1.0
1,0,0,0,0.928571,21,26,0,62,46,1016,3,2,0,0,15,1.0
1,0,0,0,0.0,22,55,0,64,18,1010,3,1,0,0,15,1.0
0,0,0,1,0.860465,22,55,0,64,18,1010,3,1,0,0,15,0.0
1,0,0,0,1.0,22,55,0,64,18,1010,3,1,0,0,15,1.0
1,0,1,0,0.8,28,19,0,63,1,1011,3,2,0,1,15,0.5
2,0,0,0,0.857143,28,19,0,63,1,1011,3,2,0,1,15,1.0
1,0,1,0,0.860465,28,19,0,63,1,1011,3,2,0,1,15,0.5
1,0,1,0,0.892857,28,19,0,63,1,1011,3,2,0,1,15,0.5
0,1,0,0,0.0,19,5,0,81,12,1012,3,1,0,0,15,1.0
0,0,1,0,0.860465,19,5,0,81,12,1012,3,1,0,0,15,0.0
0,1,0,0,0.0,19,5,0,81,12,1012,3,1,0,0,15,1.0
1,0,0,0,0.892857,19,5,0,81,12,1012,3,1,0,0,15,1.0
2,0,0,0,1.0,23,24,0,60,0,1014,3,2,0,0,15,1.0
1,0,0,0,0.740741,23,24,0,60,0,1014,3,2,0,0,15,1.0
1,0,0,0,0.857143,23,24,0,60,0,1014,3,2,0,0,15,1.0
1,0,0,0,0.0,28,6,0,46,47,1013,3,2,0,1,15,1.0
0,0,1,0,0.0,28,6,0,46,47,1013,3,2,0,1,15,0.0
0,0,1,0,0.740741,28,6,0,46,47,1013,3,2,0,1,15,0.0
1,0,0,0,0.857143,28,6,0,46,47,1013,3,2,0,1,15,1.0
1,0,0,0,0.8,28,6,0,46,47,1013,3,2,0,1,15,1.0
1,0,0,0,0.0,28,6,0,46,47,1013,3,2,0,1,15,1.0
1,0,0,0,0.928571,28,6,0,46,47,1013,3,2,0,1,15,1.0
1,0,0,0,1.0,28,6,0,46,47,1013,3,2,0,1,15,1.0
1,0,0,0,0.727273,31,5,0,46,45,1010,3,2,0,1,15,1.0
0,0,1,0,0.857143,31,5,0,46,45,1010,3,2,0,1,15,0.0
1,0,0,0,0.860465,31,5,0,46,45,1010,3,2,0,1,15,1.0
1,0,0,0,0.740741,31,5,0,46,45,1010,3,2,0,1,15,1.0
2,0,0,0,0.75,31,5,0,46,45,1010,3,2,0,1,15,1.0
1,0,0,0,0.918367,29,10,3,73,32,1010,2,1,0,0,15,1.0
2,1,0,0,0.860465,29,10,3,73,32,1010,2,1,0,0,15,1.0
1,0,0,0,0.727273,29,10,3,73,32,1010,2,1,0,0,15,1.0
1,0,0,0,0.740741,29,10,3,73,32,1010,2,1,0,0,15,1.0
1,0,0,0,0.529412,29,10,3,73,32,1010,2,1,0,0,15,1.0
1,0,0,0,1.0,29,10,3,73,32,1010,2,1,0,0,15,1.0
0,1,0,0,0.857143,18,15,0,63,13,1015,3,2,0,1,16,1.0
0,0,1,0,0.731707,18,15,0,63,13,1015,3,2,0,1,16,0.0
1,1,0,0,0.928571,18,15,0,63,13,1015,3,2,0,1,16,1.0
1,0,0,0,0.860465,18,15,0,63,13,1015,3,2,0,1,16,1.0
1,0,0,0,0.888889,18,15,0,63,13,1015,3,2,0,1,16,1.0
1,0,0,0,0.529412,18,15,0,63,13,1015,3,2,0,1,16,1.0
0,1,0,0,0.740741,18,15,0,63,13,1015,3,2,0,1,16,1.0
1,0,0,0,0.892473,17,30,0,77,100,1010,3,2,0,1,16,1.0
0,0,1,0,0.727273,17,30,0,77,100,1010,3,2,0,1,16,0.0
0,0,0,1,0.666667,17,30,0,77,100,1010,3,2,0,1,16,0.0
1,0,0,0,0.857143,17,30,0,77,100,1010,3,2,0,1,16,1.0
1,0,0,0,0.928571,17,30,0,77,100,1010,3,2,0,1,16,1.0
1,0,0,0,0.860465,17,30,0,77,100,1010,3,2,0,1,16,1.0
1,0,0,0,0.949153,17,30,0,77,100,1010,3,2,0,1,16,1.0
1,0,0,0,0.857143,15,31,0,78,43,1019,3,1,0,0,16,1.0
0,0,1,0,0.529412,15,31,0,78,43,1019,3,1,0,0,16,0.0
1,0,0,0,1.0,15,31,0,78,43,1019,3,1,0,0,16,1.0
0,0,1,0,0.727273,15,31,0,78,43,1019,3,1,0,0,16,0.0
1,0,0,0,0.892857,15,31,0,78,43,1019,3,1,0,0,16,1.0
1,0,0,0,0.666667,15,31,0,78,43,1019,3,1,0,0,16,1.0
2,0,0,0,0.928571,15,31,0,78,43,1019,3,1,0,0,16,1.0
0,1,1,0,0.892473,15,31,0,78,43,1019,3,1,0,0,16,0.5
1,0,1,0,0.928571,28,21,0,79,47,1007,3,1,0,1,16,0.5
0,0,1,0,0.731707,28,21,0,79,47,1007,3,1,0,1,16,0.0
0,0,1,0,0.727273,28,21,0,79,47,1007,3,1,0,1,16,0.0
1,0,0,0,1.0,28,21,0,79,47,1007,3,1,0,1,16,1.0
1,0,0,0,0.740741,28,21,0,79,47,1007,3,1,0,1,16,1.0
1,0,0,0,1.0,29,21,0,75,47,1010,3,2,0,1,16,1.0
2,0,1,0,0.928571,29,21,0,75,47,1010,3,2,0,1,16,0.6666666666666666
0,0,1,0,0.727273,29,21,0,75,47,1010,3,2,0,1,16,0.0
0,0,1,0,0.857143,29,21,0,75,47,1010,3,2,0,1,16,0.0
2,0,0,0,0.666667,29,21,0,75,47,1010,3,2,0,1,16,1.0
1,0,0,0,0.666667,31,34,0,62,4,1008,3,2,0,1,16,1.0
1,0,0,0,0.740741,31,34,0,62,4,1008,3,2,0,1,16,1.0
1,0,0,0,0.857143,31,34,0,62,4,1008,3,2,0,1,16,1.0
0,1,0,0,0.75,31,34,0,62,4,1008,3,2,0,1,16,1.0
1,0,0,0,0.743902,28,26,0,75,34,1010,3,1,0,1,16,1.0
1,1,0,0,0.928571,28,26,0,75,34,1010,3,1,0,1,16,1.0
1,0,0,0,0.0,28,26,0,75,34,1010,3,1,0,1,16,1.0
1,0,0,0,0.727273,28,26,0,75,34,1010,3,1,0,1,16,1.0
1,0,0,0,0.918367,28,28,0,75,5,1010,3,1,0,0,16,1.0
1,0,0,0,0.0,28,28,0,75,5,1010,3,1,0,0,16,1.0
2,0,0,0,0.857143,28,28,0,75,5,1010,3,1,0,0,16,1.0
1,0,1,0,0.731707,28,28,0,75,5,1010,3,1,0,0,16,0.5
0,1,0,0,0.888889,24,6,2,93,44,1010,3,1,1,0,16,1.0
0,0,1,0,0.928571,24,6,2,93,44,1010,3,1,1,0,16,0.0
0,0,1,0,0.740741,24,6,2,93,44,1010,3,1,1,0,16,0.0
1,0,0,0,0.743902,24,4,0,86,34,1008,3,1,1,0,16,1.0
0,1,0,0,0.928571,24,4,0,86,34,1008,3,1,1,0,16,1.0
1,0,0,0,0.0,23,9,0,83,15,1007,3,1,1,1,16,1.0
1,0,0,0,0.875,23,9,0,83,15,1007,3,1,1,1,16,1.0
1,0,0,0,0.928571,29,9,0,82,62,1007,3,2,0,0,16,1.0
1,0,0,0,0.0,29,9,0,82,62,1007,3,2,0,0,16,1.0
0,0,1,0,0.882353,29,9,0,82,62,1007,3,2,0,0,16,0.0
1,0,1,0,0.0,29,9,0,82,62,1007,3,2,0,0,16,0.5
2,0,0,0,0.0,29,9,0,82,62,1007,3,2,0,0,16,1.0
1,0,0,0,0.0,27,7,1,91,57,1010,3,1,1,1,16,1.0
1,0,0,0,0.0,27,7,1,91,57,1010,3,1,1,1,16,1.0
1,0,0,0,0.740741,27,7,1,91,57,1010,3,1,1,1,16,1.0
1,0,0,0,0.928571,27,7,1,91,57,1010,3,1,1,1,16,1.0
2,0,0,0,0.882353,34,14,0,49,0,1005,3,2,0,1,17,1.0
0,0,1,0,0.860465,34,14,0,49,0,1005,3,2,0,1,17,0.0
1,0,0,0,0.857143,34,14,0,49,0,1005,3,2,0,1,17,1.0
1,0,0,0,0.892473,34,14,0,49,0,1005,3,2,0,1,17,1.0
1,0,0,0,0.740741,34,14,0,49,0,1005,3,2,0,1,17,1.0
2,0,0,0,0.857143,34,16,0,43,0,1007,3,2,0,0,17,1.0
0,0,2,0,0.740741,34,16,0,43,0,1007,3,2,0,0,17,0.0
1,0,0,0,0.857143,34,16,0,43,0,1007,3,2,0,0,17,1.0
2,0,0,0,0.928571,34,16,0,43,0,1007,3,2,0,0,17,1.0
1,1,0,0,0.882353,34,16,0,43,0,1007,3,2,0,0,17,1.0
1,1,1,0,0.928571,30,12,0,71,0,1010,3,1,1,1,17,0.6666666666666666
0,1,0,0,0.928571,30,10,0,55,0,1010,3,1,0,1,17,1.0
0,0,1,0,0.529412,30,10,0,55,0,1010,3,1,0,1,17,0.0
0,0,1,0,0.740741,30,10,0,55,0,1010,3,1,0,1,17,0.0
1,0,0,0,0.0,30,10,0,55,0,1010,3,1,0,1,17,1.0
1,0,0,0,0.928571,32,14,0,54,0,1009,3,1,0,1,17,1.0
2,1,0,0,0.928571,25,5,0,12,97,1017,3,2,0,1,17,1.0
2,0,0,0,0.743902,25,5,0,12,97,1017,3,2,0,1,17,1.0
1,0,0,0,0.727273,25,5,0,12,97,1017,3,2,0,1,17,1.0
2,0,0,0,0.875,19,5,0,57,15,1019,3,2,0,1,17,1.0
1,0,0,0,0.0,19,5,0,57,15,1019,3,2,0,1,17,1.0
1,0,0,0,0.8,25,11,0,65,0,1018,3,1,0,0,17,1.0
0,0,1,0,0.743902,25,11,0,65,0,1018,3,1,0,0,17,0.0
1,0,0,0,0.727273,27,4,0,40,0,1015,3,2,0,1,17,1.0
0,0,0,1,0.892473,27,4,0,40,0,1015,3,2,0,1,17,0.0
1,0,0,0,0.857143,27,4,0,40,0,1015,3,2,0,1,17,1.0
1,0,0,0,0.743902,27,4,0,40,0,1015,3,2,0,1,17,1.0
1,0,0,0,0.740741,27,4,0,40,0,1015,3,2,0,1,17,1.0
1,0,0,0,0.882353,27,4,0,40,0,1015,3,2,0,1,17,1.0
2,0,0,0,0.928571,28,8,0,38,0,1015,3,2,0,0,17,1.0
0,0,1,0,0.857143,28,8,0,38,0,1015,3,2,0,0,17,0.0
1,0,0,0,1.0,28,8,0,38,0,1015,3,2,0,0,17,1.0
1,0,0,0,0.892473,28,8,0,38,0,1015,3,2,0,0,17,1.0
1,0,0,0,0.882353,28,8,0,38,0,1015,3,2,0,0,17,1.0
3,0,1,0,0.740741,27,9,0,39,0,1014,3,2,0,0,17,0.75
2,1,0,0,0.928571,27,9,0,39,0,1014,3,2,0,0,17,1.0
1,1,0,0,0.857143,27,9,0,39,0,1014,3,2,0,0,17,1.0
1,1,0,0,0.727273,27,9,0,36,2,1011,3,2,0,0,17,1.0
1,0,0,0,0.857143,27,9,0,36,2,1011,3,2,0,0,17,1.0
1,0,0,0,0.0,27,9,0,36,2,1011,3,2,0,0,17,1.0
1,0,0,0,0.0,27,9,0,36,2,1011,3,2,0,0,17,1.0
2,0,0,0,0.928571,27,9,0,36,2,1011,3,2,0,0,17,1.0
1,0,0,0,0.740741,27,9,0,36,2,1011,3,2,0,0,17,1.0
2,0,0,0,0.882353,25,15,0,30,3,1011,3,1,0,1,17,1.0
0,0,1,0,0.0,25,15,0,30,3,1011,3,1,0,1,17,0.0
0,1,0,0,0.892473,25,15,0,30,3,1011,3,1,0,1,17,1.0
1,1,0,0,1.0,25,15,0,30,3,1011,3,1,0,1,17,1.0
2,0,0,0,0.740741,25,15,0,30,3,1011,3,1,0,1,17,1.0
1,0,0,0,0.857143,25,15,0,30,3,1011,3,1,0,1,17,1.0
1,0,0,0,0.8,27,9,10,86,83,1011,1,1,0,1,18,1.0
1,0,0,0,0.743902,27,9,10,86,83,1011,1,1,0,1,18,1.0
1,0,0,0,0.8,25,3,3,88,59,1010,2,1,1,1,18,1.0
0,0,1,0,0.0,25,3,3,88,59,1010,2,1,1,1,18,0.0
2,0,0,0,0.882353,25,3,3,88,59,1010,2,1,1,1,18,1.0
1,0,1,0,0.949153,25,3,3,88,59,1010,2,1,1,1,18,0.5
2,0,0,0,0.857143,25,3,3,88,59,1010,2,1,1,1,18,1.0
1,0,0,0,0.949153,27,10,1,68,14,1011,3,2,0,1,18,1.0
1,0,0,0,0.8,27,10,1,68,14,1011,3,2,0,1,18,1.0
2,0,0,0,0.892857,27,10,1,68,14,1011,3,2,0,1,18,1.0
1,0,0,0,0.0,22,7,0,87,35,1011,3,1,1,0,18,1.0
0,0,1,0,0.8,22,7,0,87,35,1011,3,1,1,0,18,0.0
2,0,0,0,0.892857,22,7,0,87,35,1011,3,1,1,0,18,1.0
0,1,0,0,0.0,22,7,0,87,35,1011,3,1,1,0,18,1.0
1,0,0,0,0.743902,22,7,0,87,35,1011,3,1,1,0,18,1.0
1,0,0,0,0.882353,26,16,0,88,74,1010,3,1,1,1,18,1.0
2,0,0,0,0.892857,26,16,0,88,74,1010,3,1,1,1,18,1.0
1,0,0,0,0.928571,26,16,0,88,74,1010,3,1,1,1,18,1.0
1,0,0,0,0.8,26,16,0,88,74,1010,3,1,1,1,18,1.0
2,1,0,0,0.857143,38,14,0,41,0,1004,3,2,0,0,18,1.0
0,0,1,0,0.0,38,14,0,41,0,1004,3,2,0,0,18,0.0
0,0,1,0,0.743902,38,14,0,41,0,1004,3,2,0,0,18,0.0
2,1,0,0,0.949153,38,14,0,41,0,1004,3,2,0,0,18,1.0
1,0,1,0,0.892857,38,14,0,41,0,1004,3,2,0,0,18,0.5
1,0,0,0,0.8,38,14,0,41,0,1004,3,2,0,0,18,1.0
1,0,0,0,0.740741,38,14,0,41,0,1004,3,2,0,0,18,1.0
2,0,0,0,0.892473,39,6,0,38,0,1002,3,2,0,0,18,1.0
0,0,1,0,0.0,39,6,0,38,0,1002,3,2,0,0,18,0.0
1,0,0,0,0.882353,39,6,0,38,0,1002,3,2,0,0,18,1.0
1,0,0,0,0.0,28,15,9,72,27,1011,1,0,0,1,19,1.0
1,0,0,0,0.928571,28,15,9,72,27,1011,1,0,0,1,19,1.0
2,0,0,0,0.882353,24,14,1,89,93,1014,3,2,0,1,19,1.0
1,0,0,0,0.731707,24,14,1,89,93,1014,3,2,0,1,19,1.0
1,0,1,0,0.892857,24,14,1,89,93,1014,3,2,0,1,19,0.5
1,0,0,0,0.892473,22,3,6,91,40,1013,2,1,1,0,19,1.0
0,1,0,0,0.928571,24,3,13,92,46,1011,1,1,0,0,19,1.0
1,0,0,0,0.857143,27,9,1,87,40,1012,3,1,1,1,19,1.0
1,0,0,0,0.0,27,9,1,87,40,1012,3,1,1,1,19,1.0
1,0,0,0,0.928571,27,9,1,87,40,1012,3,1,1,1,19,1.0
1,0,0,0,0.892473,27,9,1,87,40,1012,3,1,1,1,19,1.0
1,0,0,0,0.860465,27,9,1,87,40,1012,3,1,1,1,19,1.0
1,0,0,0,0.75,27,9,1,87,40,1012,3,1,1,1,19,1.0
2,0,1,0,0.75,25,17,0,53,6,1010,3,2,0,0,19,0.6666666666666666
1,0,0,0,0.529412,25,17,0,53,6,1010,3,2,0,0,19,1.0
1,1,0,0,0.892473,25,17,0,53,6,1010,3,2,0,0,19,1.0
1,0,0,0,0.949153,25,17,0,53,6,1010,3,2,0,0,19,1.0
2,1,0,0,0.928571,19,19,0,45,25,1009,3,2,0,0,19,1.0
0,0,1,0,0.860465,19,19,0,45,25,1009,3,2,0,0,19,0.0
0,2,0,0,0.892473,19,19,0,45,25,1009,3,2,0,0,19,1.0
1,1,0,0,0.75,19,19,0,45,25,1009,3,2,0,0,19,1.0
0,1,0,0,0.949153,19,19,0,45,25,1009,3,2,0,0,19,1.0
0,1,0,0,0.666667,19,19,0,45,25,1009,3,2,0,0,19,1.0
1,0,0,0,0.857143,26,7,0,38,0,1017,3,2,0,1,19,1.0
0,0,1,0,0.666667,26,7,0,38,0,1017,3,2,0,1,19,0.0
0,0,1,0,0.75,26,7,0,38,0,1017,3,2,0,1,19,0.0
2,0,0,0,0.892857,26,7,0,38,0,1017,3,2,0,1,19,1.0
1,0,0,0,0.928571,33,16,0,19,0,1008,3,1,0,0,19,1.0
0,0,1,0,0.75,33,16,0,19,0,1008,3,1,0,0,19,0.0
2,2,0,0,0.928571,31,7,0,31,22,1015,3,2,0,1,19,1.0
1,0,0,0,0.882353,31,7,0,31,22,1015,3,2,0,1,19,1.0
1,0,0,0,0.0,31,7,0,31,22,1015,3,2,0,1,19,1.0
1,0,0,0,0.0,31,7,0,31,22,1015,3,2,0,1,19,1.0
2,0,0,0,0.928571,25,12,0,77,63,1019,3,2,0,1,19,1.0
1,0,0,0,0.731707,25,12,0,77,63,1019,3,2,0,1,19,1.0
0,0,1,0,0.0,25,12,0,77,63,1019,3,2,0,1,19,0.0
1,0,0,0,0.740741,22,21,0,71,6,1014,3,1,0,0,19,1.0
1,0,0,0,0.892473,22,21,0,71,6,1014,3,1,0,0,19,1.0
1,0,0,0,0.892857,22,21,0,71,6,1014,3,1,0,0,19,1.0
1,0,0,0,0.0,22,21,0,71,6,1014,3,1,0,0,19,1.0
1,0,0,0,0.0,23,8,0,74,6,1011,3,1,0,1,19,1.0
0,0,1,0,0.0,23,8,0,74,6,1011,3,1,0,1,19,0.0
1,0,0,0,0.857143,23,8,0,74,6,1011,3,1,0,1,19,1.0
2,0,0,0,0.0,15,2,1,67,13,1018,3,1,0,0,20,1.0
1,0,0,0,0.875,15,2,1,67,13,1018,3,1,0,0,20,1.0
1,0,0,0,0.857143,15,2,1,67,13,1018,3,1,0,0,20,1.0
1,1,0,0,1.0,15,2,1,67,13,1018,3,1,0,0,20,1.0
0,1,0,0,0.892473,15,2,1,67,13,1018,3,1,0,0,20,1.0
0,2,0,0,0.892857,15,2,1,67,13,1018,3,1,0,0,20,1.0
1,1,0,0,1.0,15,19,1,83,51,1001,3,1,0,0,20,1.0
0,0,1,0,0.857143,15,19,1,83,51,1001,3,1,0,0,20,0.0
1,0,0,0,0.892473,15,19,1,83,51,1001,3,1,0,0,20,1.0
1,0,0,0,0.743902,15,19,1,83,51,1001,3,1,0,0,20,1.0
1,0,0,0,0.949153,15,19,1,83,51,1001,3,1,0,0,20,1.0
1,0,0,0,1.0,20,22,0,48,27,1013,3,2,0,1,20,1.0
1,2,0,0,0.909091,20,22,0,48,27,1013,3,2,0,1,20,1.0
1,0,0,0,0.857143,20,22,0,48,27,1013,3,2,0,1,20,1.0
1,0,0,0,0.857143,16,16,0,57,4,1019,3,1,0,1,20,1.0
4,0,0,0,0.949153,16,16,0,57,4,1019,3,1,0,1,20,1.0
2,0,0,0,0.909091,16,16,0,57,4,1019,3,1,0,1,20,1.0
1,0,0,0,0.892473,16,16,0,57,4,1019,3,1,0,1,20,1.0
1,0,0,0,0.0,19,26,1,60,28,1018,3,1,0,0,20,1.0
2,0,0,0,0.949153,19,26,1,60,28,1018,3,1,0,0,20,1.0
0,1,0,0,0.892857,19,26,1,60,28,1018,3,1,0,0,20,1.0
1,0,0,0,0.75,19,26,1,60,28,1018,3,1,0,0,20,1.0
0,0,1,0,0.857143,19,26,1,60,28,1018,3,1,0,0,20,0.0
0,2,0,0,0.909091,19,26,1,60,28,1018,3,1,0,0,20,1.0
0,1,0,0,0.0,19,26,1,60,28,1018,3,1,0,0,20,1.0
1,0,0,0,0.949153,19,6,0,55,13,1014,3,1,0,1,20,1.0
1,0,0,0,0.743902,19,6,0,55,13,1014,3,1,0,1,20,1.0
2,1,0,0,0.857143,26,13,0,88,49,1010,3,1,1,1,20,1.0
1,0,0,0,0.0,26,13,0,88,49,1010,3,1,1,1,20,1.0
1,0,0,0,0.0,26,13,0,88,49,1010,3,1,1,1,20,1.0
1,0,0,0,0.892473,26,13,0,88,49,1010,3,1,1,1,20,1.0
1,0,1,0,0.857143,28,15,0,77,44,1008,3,2,0,0,20,0.5
0,0,1,0,0.882353,28,15,0,77,44,1008,3,2,0,0,20,0.0
0,1,0,0,0.892857,28,15,0,77,44,1008,3,2,0,0,20,1.0
1,2,0,0,0.949153,28,15,0,77,44,1008,3,2,0,0,20,1.0
1,0,0,0,1.0,28,15,0,77,44,1008,3,2,0,0,20,1.0
0,1,0,0,0.666667,28,15,0,77,44,1008,3,2,0,0,20,1.0
1,0,0,0,0.0,27,13,0,87,43,1011,3,1,1,1,20,1.0
2,2,0,0,0.949153,27,13,0,87,43,1011,3,1,1,1,20,1.0
1,0,0,0,0.857143,27,13,0,87,43,1011,3,1,1,1,20,1.0
1,0,0,0,0.0,27,13,0,87,43,1011,3,1,1,1,20,1.0
2,0,0,0,0.892857,27,13,0,87,43,1011,3,1,1,1,20,1.0
0,1,0,0,1.0,27,13,0,87,43,1011,3,1,1,1,20,1.0
1,0,1,0,0.909091,31,31,0,65,9,1006,3,2,0,0,21,0.5
1,1,0,0,0.0,31,31,0,65,9,1006,3,2,0,0,21,1.0
