runs_scored,balls_faced,fours_scored,sixes_scored,batting_position,batting_consistency,batting_form,batting_temp,batting_wind,batting_rain,batting_humidity,batting_cloud,batting_pressure,batting_viscosity,batting_inning,batting_session,toss,venue,opposition,season
1.093446,1.921059,0.563439,0.821465,0.545926,-0.972533,-1.455884,0.161863,-1.211873,5.138111,1.867778,0.939161,-0.838486,-4.177093,1.177341,1.821976,-1.079956,0.118114,-0.55175,2
-0.505311,-0.500327,-0.419682,-0.374074,0.876978,-1.098209,-1.455884,0.161863,-1.211873,5.138111,1.867778,0.939161,-0.838486,-4.177093,1.177341,1.821976,-1.079956,-1.001885,-0.513951,2
-0.150032,-0.434885,0.563439,-0.374074,1.208031,-0.315206,-1.455884,0.161863,-1.211873,5.138111,1.867778,0.939161,-0.838486,-4.177093,1.177341,1.821976,-1.079956,-0.191707,-0.704365,2
-0.611895,-0.598492,-0.419682,-0.374074,1.539083,-0.464113,-1.455884,0.161863,-1.211873,5.138111,1.867778,0.939161,-0.838486,-4.177093,1.177341,1.821976,-1.079956,-0.404724,-0.365574,2
-0.789534,-0.79482,-0.747389,-0.374074,1.870136,-2.081474,-1.455884,0.161863,-1.211873,5.138111,1.867778,0.939161,-0.838486,-4.177093,1.177341,1.821976,-1.079956,-0.915649,-1.76403,2
1.626365,2.608209,2.201973,-0.374074,-1.44039,0.781138,0.366192,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,-0.032791,-0.231136,2
-0.682951,-0.663935,-0.419682,-0.374074,-1.109337,1.289194,1.749625,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,0.833114,1.260616,2
0.844751,1.070301,0.891146,-0.374074,-0.778285,1.197205,1.727383,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,0.224409,1.282,2
-0.682951,-0.598492,-0.747389,-0.374074,-0.447232,0.650915,2.113216,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,0.48951,0.3481,2
0.418415,0.284987,0.563439,-0.374074,-0.11618,-0.564153,1.828433,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,-0.106888,1.114145,2
-0.86059,-0.925706,-0.747389,-0.374074,0.214873,1.348681,-1.455884,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,0.105638,0.157876,2
-0.611895,-0.860263,-0.747389,0.821465,0.545926,-0.315206,-1.455884,-0.215789,-1.089735,0.071889,1.409457,-0.349303,-0.427386,0.347332,1.177341,1.821976,-1.079956,-0.191707,-0.186715,2
